Uniprot ID,Gene Name,Log2 Ratio L/H NormalizedWTday01,Log2 Ratio L/H NormalizedWTday06,Log2 Ratio L/H NormalizedWTday12,Log2 Ratio L/H NormalizedWTday17,Log2 Ratio L/H NormalizedWTday22,Log2 Ratio L/H NormalizedDAF2day01,Log2 Ratio L/H NormalizedDAF2day06,Log2 Ratio L/H NormalizedDAF2day12,Log2 Ratio L/H NormalizedDAF2day17,Log2 Ratio L/H NormalizedDAF2day22,Log2 Ratio L/H NormalizedDAF2day27,Log2 Ratio L/H NormalizedDAF16day01,Log2 Ratio L/H NormalizedDAF16day06,Log2 Ratio L/H NormalizedDAF16day12,Log2 Ratio L/H NormalizedDAF16day17,Log2 Ratio L/H NormalizedHSF1day01,Log2 Ratio L/H NormalizedHSF1day06,Log2 Ratio L/H NormalizedHSF1day12,Peptides WTday01,Peptides WTday06,Peptides WTday12,Peptides WTday17,Peptides WTday22,Peptides DAF2day01,Peptides DAF2day06,Peptides DAF2day12,Peptides DAF2day17,Peptides DAF2day22,Peptides DAF2day27,Peptides DAF16day01,Peptides DAF16day06,Peptides DAF16day12,Peptides DAF16day17,Peptides HSF1day01,Peptides HSF1day06,Peptides HSF1day12,Ratio Count WTday01,Ratio Count WTday06,Ratio Count WTday12,Ratio Count WTday17,Ratio Count WTday22,Ratio Count DAF2day01,Ratio Count DAF2day06,Ratio Count DAF2day12,Ratio Count DAF2day17,Ratio Count DAF2day22,Ratio Count DAF2day27,Ratio Count DAF16day01,Ratio Count DAF16day06,Ratio Count DAF16day12,Ratio Count DAF16day17,Ratio Count HSF1day01,Ratio Count HSF1day06,Ratio Count HSF1day12,log abs.LFQ WTday01,log abs.LFQ WTday06,log abs.LFQ WTday12,log abs.LFQ WTday17,log abs.LFQ WTday22,log abs.LFQ DAF2day01,log abs.LFQ DAF2day06,log abs.LFQ DAF2day12,log abs.LFQ DAF2day17,log abs.LFQ DAF2day22,log abs.LFQ DAF2day27,log abs.LFQ DAF16day01,log abs.LFQ DAF16day06,log abs.LFQ DAF16day12,log abs.LFQ DAF16day17,log abs.LFQ HSF1day01,log abs.LFQ HSF1day06,log abs.LFQ HSF1day12,Posterior Error Probability,Sequence Coverage (%),Sequence Length (Amino Acids)
Q23383,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,5.315193376,NA,4.905499056,NA,NA,NA,NA,NA,NA,NA,NA,4.704982261,4.43562143,4.53032779,NA,NA,NA,4.91457056,7.44E-08,16.4,269
Q23384,nit-1,1.043705397,0.918169558,0.998327444,1.294384752,0.601759095,1.722848389,1.476337686,1.431286851,1.015636687,0.7957591,0.797638702,1.933022211,1.546161126,0.502729988,0.864071184,0.572672739,2.033983056,2.67364674,5,4,5,3,5,5,6,3,5,5,4,4,2,3,3,3,5,5,6,4,5,4,6,8,5,4,4,8,6,5,3,3,4,4,6,8,6.304921162,5.660372112,6.223729509,5.813374132,5.853272224,6.401503932,6.296928319,6.190779771,6.11902482,6.314625519,6.303584804,6.262806923,5.661765374,5.479891883,5.731967299,5.991775244,6.230704314,6.645913275,8.31E-199,60.7,305
Q23389,,-0.93530887,NA,NA,0.641356183,0.873027144,NA,-0.239764627,0.726042567,1.022976578,0.955927681,0.470029171,-1.468843943,0.026102234,0.268364901,NA,NA,NA,-0.134089481,2,1,2,1,1,1,1,1,2,1,1,1,1,1,0,1,1,1,3,1,1,2,2,1,2,2,3,2,2,2,2,2,0,1,1,2,5.139501275,4.697961271,4.57559192,4.518118947,4.912115729,4.115710338,4.934922439,5.025592569,5.363781153,5.285377253,5.443888547,4.607948016,4.349704811,4.810575247,NA,4.671237658,4.802937837,4.708335903,9.47E-25,10.8,399
Q23398,,NA,-0.291485686,-0.543594864,NA,NA,NA,NA,NA,NA,0.177881725,NA,0.083966742,-0.883542619,-0.784420225,-0.547548539,NA,NA,NA,10,10,10,10,9,8,9,8,8,9,9,9,10,12,10,11,9,8,0,2,2,0,0,0,0,0,0,2,1,2,2,2,5,1,1,0,NA,4.687359491,4.521948359,NA,NA,NA,NA,NA,NA,5.104521253,5.296687124,5.16571903,4.868709078,4.678199597,5.301984394,5.831376996,4.245265839,NA,1.41E-121,47.9,424
Q23400,ZK1127.5,0.698388943,0.054347354,-0.495388174,-0.666938337,-0.929185014,0.012446284,-0.561497221,-1.23511432,-1.753219424,-1.606252699,-1.120816395,0.832385159,-0.100304906,-0.499578047,-0.63301264,0.35208689,0.073484341,-0.336968862,7,4,4,4,3,4,4,2,3,2,2,6,6,6,2,5,5,5,8,6,3,5,3,4,4,2,3,2,2,8,8,8,2,4,6,4,6.553688885,6.009153332,5.694596425,5.534140379,5.938159331,5.81548477,5.943430208,5.542364756,5.404491618,5.133985746,5.304124153,6.165481743,5.993519995,5.695017364,4.702154706,6.244623428,5.993242188,5.589703915,8.26E-47,27.2,379
Q23402,ZK1127.4,0.617631553,0.049277783,-0.964509533,-0.414135533,-0.543396896,-0.196355243,-0.330902541,-0.587845009,-1.021621858,-0.687150294,-0.787516048,0.640748728,-0.179001399,-0.224040274,-0.213876043,0.694181196,0.202140336,-0.044324169,5,4,2,4,3,4,4,4,2,2,2,6,6,4,3,5,5,3,7,6,2,8,4,5,5,5,3,2,2,10,8,8,5,9,8,4,6.662455609,5.884421495,4.931722232,5.932047379,5.414822989,5.872802861,5.860314045,5.661831609,5.476483822,5.384478863,5.54344718,6.481915365,6.10704029,5.818397465,5.474347407,6.73931913,6.339888497,5.650084003,3.41E-57,30.4,349
Q23403,,-0.870818419,-0.357383094,-0.331819848,-0.368041931,-0.094911647,-1.343294108,-0.083655897,0.345527796,0.060051315,-0.128161401,0.089113868,-1.305737104,-0.747945893,-0.271784214,-0.090988888,-0.718526026,-0.534858451,-0.382833229,3,2,3,2,3,4,3,4,3,2,3,4,3,4,4,4,2,2,5,2,5,3,4,4,5,5,5,2,4,5,5,6,7,7,2,3,6.216693599,5.270166229,5.755318297,5.367076242,5.614559769,5.485877517,5.888819508,5.839917776,6.018492453,5.801863147,6.178257321,5.288517502,5.421192468,5.480983725,5.718891797,6.1006462,5.087532976,5.521347332,1.15E-49,44.2,206
Q23409,,-0.151728955,0.291962892,0.808917485,NA,NA,-0.624334889,NA,NA,NA,NA,NA,NA,0.71068488,NA,NA,0.318577722,0.542983637,0.527699401,2,2,4,1,1,2,0,0,0,0,0,2,3,1,1,2,3,2,2,2,4,1,1,2,0,0,0,0,0,1,4,1,1,2,3,2,5.579440597,5.237091112,6.015988105,4.163668154,4.471511737,4.985008596,NA,NA,NA,NA,NA,4.644428741,5.39432908,4.774801536,4.885321634,5.642177534,5.125936467,5.166341292,1.11E-41,10.6,1250
Q23412,,-0.12498977,0.027748492,0.45189881,-0.287708686,-0.65718266,-0.854953135,-0.712727829,-1.3021728,-2.510860674,-2.447737871,-2.097813029,0.212734717,0.677379578,1.040585927,0.733123528,0.428119359,0.547383481,0.546266461,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,3,3,4,2,2,2,2,2,3,2,2,3,2,2,3,3,3,2,5.298285285,5.091279964,5.56543457,5.41939394,5.038818787,5.152257759,5.409527367,4.942538809,4.553288194,4.900159492,4.381692552,5.682497064,5.772402396,5.582188404,5.372654294,5.882518846,5.163042047,5.362388217,6.55E-47,16.3,355
Q23419,tbc-2,-0.149909668,-0.204766751,-0.3154503,0.103472384,0.178648973,-0.102456577,0.118147471,0.140189435,0.213972465,0.209011157,0.121612079,-0.306962124,-0.144568518,-0.041102772,0.260428368,-0.108089492,-0.071899932,0.30671601,4,3,4,4,4,4,4,3,4,3,3,4,4,3,3,1,3,4,4,4,4,5,6,4,4,4,6,3,5,6,6,4,3,2,4,4,5.113508841,4.652845621,5.365113432,5.166370901,5.2018885,5.095936102,5.354166085,5.163161375,5.377779636,5.372212152,5.456047028,5.247162809,5.16214604,5.033383541,4.544241727,5.276093992,4.715267761,6.083538451,2.50E-34,11.6,908
Q23420,,-0.598174612,0.372411838,0.507008586,0.518411722,0.741131373,-0.934176782,0.140984615,0.3677504,0.752898856,0.573681565,NA,-0.459116814,0.131708331,0.087227521,0.216987643,-0.657731457,0.145573405,0.50475511,3,3,4,4,4,4,2,3,3,2,0,2,2,2,1,6,4,4,3,3,5,6,6,5,4,4,4,2,0,2,4,3,2,6,5,5,5.648311211,5.601136134,6.198657087,5.973257199,5.921982839,5.908790526,5.603144373,5.409544281,5.862566649,6.099024216,NA,5.498613765,5.88052206,5.351313059,4.962189329,6.326233421,5.499370867,5.678035561,4.85E-52,51.7,201
Q23422,col-74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,6.175685728,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.091139154,0.00012781,4.1,291
Q23424,fzo-1,-0.494569217,0.229128678,0.352878937,0.224165621,-0.046840254,-0.473007568,0.101551702,0.051294505,-0.078609835,-0.076559095,-0.027861775,-0.485838967,0.024208423,0.13289427,0.06648779,-0.403485883,0.054047769,0.077330212,9,11,12,9,8,9,11,10,9,10,7,11,12,12,9,9,12,11,9,14,17,13,12,13,13,14,13,14,12,18,16,14,17,13,16,12,6.468627906,6.205718498,6.656634747,6.143919938,6.02341709,6.210104397,6.393890939,6.234643808,6.332094928,6.504294118,6.552035169,6.165837625,6.256886045,6.0199052,5.914665717,6.614633608,6.183952786,6.531900234,1.41E-183,31.7,774
Q23425,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,4.223625717,NA,4.494502447,3.616002626,3.931935637,3.832489752,4.272096999,4.260715194,4.407645797,NA,NA,3.860074355,4.068371418,4.07623982,3.567449862,4.542788093,4.008472419,4.082893033,0.00030026,2.5,471
Q23430,ins-7,NA,NA,2.108549704,2.619093273,1.834338847,NA,-0.390557636,NA,NA,NA,NA,NA,NA,4.350044312,4.105491855,NA,2.589354974,3.055531322,1,1,2,2,2,0,2,1,0,1,0,0,1,2,2,1,2,2,1,1,3,3,3,0,2,1,0,1,0,0,1,3,3,1,2,3,4.528080714,4.637039191,6.445822074,5.926609939,6.166933095,NA,5.284205068,4.71029511,NA,4.632396547,NA,NA,5.45354766,6.340662199,6.536002594,6.028327198,5.99646789,6.477352817,7.10E-10,24.8,105
Q23445,ZK180.4,-0.102859658,0.087488089,-0.076832696,-0.152897287,-0.065296567,0.052865017,-0.04949137,-0.160920188,-0.185739709,-0.075464174,-0.2429378,-0.150429698,-0.116231661,-0.175939705,-0.015782997,0.161330549,-0.014212445,-0.048654702,6,4,5,5,5,5,4,5,5,4,3,5,5,5,5,5,4,4,13,10,14,14,14,12,12,12,14,11,10,13,15,12,12,13,11,11,7.961957105,7.281987312,7.463594402,7.040879125,7.352587671,7.396321421,7.679736699,7.421751957,7.673472486,7.555251686,7.911785948,7.350267406,7.236789099,6.980080674,6.776969812,7.866228247,7.191786248,7.320416337,3.15E-34,44,193
Q23447,,2.407287038,NA,NA,NA,NA,2.184621316,NA,NA,NA,NA,NA,2.290321168,NA,NA,NA,2.091048785,NA,NA,3,0,0,0,0,1,0,0,0,0,0,3,0,0,1,2,1,0,2,0,0,0,0,2,0,0,0,0,0,4,0,0,1,4,1,0,6.849456269,NA,NA,NA,NA,6.028408565,NA,NA,NA,NA,NA,6.471233019,NA,NA,4.353570042,6.976308703,4.387585571,NA,5.61E-200,16.3,701
Q23449,rpn-12,-0.224781194,-0.083928155,0.059089067,0.188792049,0.331572213,-0.406210109,0.031901873,0.199222249,0.366038775,0.418446284,0.401939756,-0.37717929,-0.176195095,0.144711894,0.122899709,-0.249141903,-0.083519749,0.054242492,6,5,6,7,6,4,6,4,5,5,4,6,6,6,6,6,4,5,8,6,9,8,11,5,7,6,7,9,6,9,10,9,9,10,6,7,7.186278103,6.637659812,6.933061896,6.820615189,7.047975405,6.758093983,7.172310969,6.970913786,7.016197354,7.282508824,7.569256833,6.942310713,6.893451044,6.708616331,6.465591025,7.120935693,6.470219324,6.676190451,2.13E-184,53.6,250
Q23450,ZK20.4,-0.031818626,0.066835302,0.132024486,0.235110367,0.219891514,-0.604830437,-0.224410782,-0.284987847,-0.047957107,0.155357248,-0.178873958,-0.056167306,-0.042224074,0.057992286,0.603665118,0.239787571,-0.115033243,0.015826293,3,4,3,3,3,2,3,2,3,4,2,2,4,2,3,3,1,3,4,4,3,3,3,2,3,2,3,4,2,2,4,2,4,2,2,2,6.467474911,5.971062361,5.802903652,5.376321415,5.572488232,4.888044634,5.549174983,5.195068996,5.601831927,6.212240889,5.396791955,5.138618434,5.206421065,4.827879528,5.43725893,6.132227661,4.993824056,5.127784876,1.15E-63,42.2,249
Q23451,rad-23,-0.547449829,-0.181802255,0.024898128,0.030589763,0.244035687,-0.587940994,-0.12498977,0.143564013,0.148033134,0.236537433,0.269460031,-0.772814687,-0.38327574,0.127462763,0.235942651,-0.441377239,-0.07299756,0.054647001,3,4,4,3,4,4,3,3,4,4,4,3,3,4,4,4,4,4,5,8,7,6,7,6,9,4,7,6,4,3,5,5,8,8,9,5,7.376777635,6.993497953,6.904634412,6.886231199,7.184577875,6.903822241,7.315445518,7.142733511,7.088029718,7.403772332,7.767816086,6.903789723,6.702843953,6.83475758,6.691240675,7.530737429,6.950929265,6.924630716,3.61E-44,24.1,323
Q23457,rbx-1,-0.326537348,0.523753126,0.360953106,NA,0.535478101,-0.091395186,0.360249208,0.627671905,0.635674108,0.731948939,0.687706583,-0.189792938,0.355276146,0.040674961,0.228993402,-0.269631651,0.242413444,0.529364226,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,3,2,2,2,2,3,2,3,3,2,2,2,3,7.465843673,7.167051359,7.470572182,6.145538236,7.17379793,6.844023384,7.29194575,7.463892989,7.252634616,7.230729845,7.273880552,6.63317546,6.120935693,6.062055247,6.262569733,7.503382063,6.949560763,7.093561758,6.00E-15,32.7,110
Q23459,,NA,-0.119156942,NA,NA,NA,NA,NA,0.226054297,NA,NA,NA,NA,NA,NA,NA,0.383265915,NA,NA,1,2,1,0,0,0,1,2,0,0,1,0,0,0,0,2,1,0,1,2,1,0,0,0,0,2,0,0,1,0,0,0,0,2,1,0,4.27544957,4.338834842,4.523382235,NA,NA,NA,NA,4.7185266,NA,NA,4.351216345,NA,NA,NA,NA,4.772380391,3.588069923,NA,2.24E-08,10.3,387
Q23460,,-0.87915681,-1.434348001,-1.432157687,-0.777872049,-0.953823954,-0.560910561,-0.448372395,-2.030194804,-1.959139534,-1.251204023,-1.673963397,-0.656450606,-1.667347181,-1.425405592,-1.051302489,-0.910041845,-1.105879183,-1.161113739,5,3,2,6,5,5,6,3,4,4,6,6,5,6,5,4,2,6,6,4,2,9,6,7,7,3,4,4,6,9,8,8,7,4,2,6,5.340305277,4.708607836,4.830601498,5.063596033,4.876956437,5.056256736,5.336999764,4.455895039,4.661519272,5.246301577,5.043794392,5.357782436,5.087568476,4.724505248,4.536571067,5.272143418,3.860978493,4.9407057,2.20E-45,24.5,497
Q23463,eftu-2,-0.421048212,-0.311503115,-0.109026176,0.030442409,0.076721487,-0.613908779,-0.28534303,-0.112499976,-0.019630756,-0.039699918,-0.284395681,-0.166843964,-0.619929424,-0.259905175,-0.161952159,-0.277508728,-0.148738913,-0.098284796,17,9,14,14,14,16,17,15,15,15,14,13,11,11,11,17,15,11,28,11,25,22,22,21,25,30,25,27,22,24,17,19,19,22,23,18,6.911098988,6.436623741,6.750639512,6.461903519,6.535699104,6.422228598,6.737248318,6.573428628,6.705829515,6.886902264,6.892200379,6.60963709,6.312811826,6.295501126,6.147428969,7.237594001,6.323746976,6.515370406,7.49E-284,30.3,974
Q23482,lin-37,NA,NA,NA,-0.64385619,NA,NA,NA,-0.594453004,NA,NA,NA,NA,-0.860684757,-0.610511092,NA,NA,-1.844947998,NA,2,2,2,2,1,1,2,3,2,2,2,2,3,2,1,2,3,2,1,1,1,3,0,0,1,2,1,1,1,1,3,2,1,1,2,1,5.481084152,4.519118899,4.76508712,5.063295821,NA,NA,4.380880263,4.501593239,5.259354927,5.535420718,4.914216183,4.989387517,4.833981736,4.695034894,4.340563083,4.81158841,4.085326262,4.128528504,1.41E-33,35.6,275
Q23483,,0.634083546,-0.05338942,-0.135272179,-0.226385217,-0.174406419,0.112490326,0.003423245,-0.195095577,0.203036843,0.337903903,-0.178873958,0.400129993,-0.249870047,-0.201759307,0.144265387,0.192859437,0.148256954,0.282333446,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,4,3,2,4,4,3,4,3,2,3,3,2,3,4,5,5,3,6.935083849,6.325063894,6.524097401,5.877803122,6.351409752,6.453287755,6.685535736,6.356217134,6.53058386,6.522652853,6.534774682,6.206502058,5.830396176,5.995507958,6.129561002,6.685553653,6.333890412,6.433289685,3.04E-16,12,225
Q23487;Q7Z145,,-0.257252053,-0.254714968,-0.112366523,-0.097206246,-0.145873062,-0.478402378,-0.072860402,-0.247198389,-0.421586873,-0.408711861,-0.589667624,-0.274052884,-0.402613043,-0.244399991,-0.302406795,-0.353549136,-0.289008146,-0.262793937,8,7,6,6,8,7,7,7,6,8,5,7,8,7,7,8,4,6,11,10,11,7,9,8,8,9,6,10,5,10,10,7,7,12,4,7,6.852754391,6.415140352,6.457669994,6.035709838,6.444762819,6.404645596,6.563825062,6.423458872,6.517275093,6.713381326,6.850125259,6.374069804,6.271307119,6.072911316,5.92599755,6.9361064,6.038063527,6.351970144,1.10E-198,32.7,557
Q23490,mlt-7,0.880497735,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.575312331,NA,NA,1.482452173,-0.071350804,NA,5,0,0,1,1,1,1,0,0,0,0,1,2,0,0,3,2,1,5,0,0,1,1,1,1,0,0,0,0,1,2,0,0,4,2,1,6.078565559,NA,NA,3.888875605,5.167996312,5.170056257,5.230576636,NA,NA,NA,NA,4.360877297,4.575245593,NA,NA,5.935990666,4.874870132,4.845259319,1.22E-38,9.1,724
Q23493,tag-231,0.414306719,-0.243059706,-0.529271244,-0.205392513,-0.284158746,0.195896865,0.005796838,-0.217230716,-0.123136427,-0.096126889,-0.405447844,0.077619447,-0.192825404,-0.172487516,-0.136585153,0.752825922,-0.055056793,0.119635762,6,3,3,3,3,4,3,2,3,3,2,4,5,5,2,3,4,3,8,5,4,5,4,5,7,4,6,7,3,6,8,8,3,5,6,5,6.67816315,5.805989929,5.721497349,5.823063216,5.511816541,5.715309589,6.075656434,5.828505224,6.0309234,6.419278183,5.374821638,5.840626685,5.946521039,5.758109144,5.047235915,6.690878007,5.81967552,5.748691826,2.48E-73,37,319
Q23494,,1.111196366,0.197120244,-0.342327173,NA,-1.240192191,NA,-0.195851509,-0.630871383,-1.423309237,-1.737081005,NA,0.834518925,0.097532749,-0.213253951,-0.383386346,0.825874861,0.08194967,-0.019203734,2,3,2,1,2,1,2,2,2,2,0,3,2,3,2,3,2,3,3,4,2,1,2,1,2,3,3,2,0,3,3,3,2,5,4,4,6.410524173,5.485267025,5.1006462,4.429332313,4.83349135,4.778513012,5.404183498,5.075510465,5.269466243,4.906862771,NA,5.449617228,5.355240739,5.017492446,4.766947949,6.103906298,5.007619775,5.618968035,1.06E-28,17.6,444
Q23495,toe-1,0.520686647,0.006202476,-0.435735259,-0.579276711,-0.798092001,-0.017494379,-0.520648536,-0.915559143,-0.875072301,-1.282617721,-1.044673888,0.718236478,-0.153935011,-0.678071905,-0.615792931,0.587706229,-0.015782997,-0.19887128,21,14,16,15,15,14,15,16,13,12,15,19,16,15,14,21,18,16,34,26,22,25,25,24,26,24,21,22,24,32,37,30,26,25,29,24,6.522131116,5.665008433,6.039850178,5.516072409,5.562851733,5.702964459,5.832215026,5.517789512,5.685643228,5.786332538,5.870070155,6.009918085,5.763375576,5.477526407,5.198217072,6.444653631,5.728272598,5.857784651,3.61E-289,27,1650
Q23498,asm-2,NA,NA,NA,NA,NA,NA,NA,3.632700512,NA,NA,NA,2.224317298,NA,NA,NA,3.03646669,NA,NA,0,0,0,0,0,1,1,2,1,0,0,2,1,1,0,3,0,0,0,0,0,0,0,1,1,2,0,0,0,2,1,1,0,3,0,0,NA,NA,NA,NA,NA,4.807819053,5.262261193,5.303304077,4.677734668,NA,NA,4.745402732,3.673739526,4.576421981,NA,5.960589681,NA,NA,4.13E-14,12.8,618
Q23500,aco-1,0.549936906,0.172750038,-1.064124065,-1.451118776,-1.697951699,0.254564728,-0.170181458,-0.935157976,-1.412781525,-1.597221268,-1.801572569,0.74852933,0.26349037,-0.253747285,-0.948899821,0.493824623,-0.144437998,-0.666029381,25,21,20,20,20,23,22,21,21,22,20,23,22,22,21,24,21,21,92,79,74,73,65,86,84,71,66,75,78,99,101,94,84,83,74,71,8.099715162,7.296138453,7.323870607,6.972050021,6.834255348,7.438304965,7.560874632,7.126358727,7.097881745,7.353627759,7.217641841,7.860493726,7.665205628,7.41901348,6.918648818,8.063333359,7.209756222,7.155548577,0,52.4,887
Q23501,Oct-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.728120191,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.544415341,NA,NA,7.90E-12,2.1,757
Q23505;Q4JFH7,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5.240449399,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.302352578,NA,NA,NA,NA,NA,NA,NA,1.41E-08,20,175
Q23520,gst-30,NA,NA,4.413622429,NA,NA,NA,1.165952245,1.947361528,1.957299637,NA,NA,NA,NA,NA,2.525579532,NA,NA,NA,0,1,1,0,1,0,2,2,2,1,0,0,1,1,1,0,1,0,0,1,4,0,1,0,2,2,2,1,0,0,1,1,2,0,1,0,NA,3.511468913,6.37832521,NA,3.728954073,NA,4.706905453,5.140853581,4.912179529,5.12927086,NA,NA,4.420285885,4.476208277,5.227089338,NA,4.510906772,NA,4.93E-09,22.5,213
Q23522,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.125448733,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.66E-06,8.6,151
Q23523,mdt-4,-0.128821281,-0.003170443,-0.761625692,-0.177981556,-0.280718814,NA,0.083477496,-0.240619629,NA,-0.137896932,NA,-0.138290234,-0.035201596,-0.065985829,NA,NA,1.205596611,-0.155360663,3,3,2,2,2,1,3,4,1,2,0,3,3,3,1,1,2,2,3,4,2,2,2,1,3,4,1,3,0,3,4,3,1,1,3,2,5.873221755,5.956154018,5.944300033,5.697560606,5.444856387,5.126358727,5.707067466,5.729148584,5.163310489,6.050070264,NA,5.773369498,5.992244144,5.791079822,4.409019638,5.974189191,5.504946355,5.515873844,2.18E-39,33.5,334
Q23525,ZK546.14,0.913216234,-0.031677496,-0.597125899,-0.548140657,-1.197173436,-0.219091058,-0.64874153,-1.019773069,-1.396762313,-1.280303094,-1.29130886,0.859692505,-0.183454754,-0.769009998,-0.680414382,0.664676824,0.010323262,-0.314058409,6,4,6,3,4,4,4,4,3,4,3,6,4,4,4,5,5,4,8,6,7,4,4,5,3,6,4,5,5,7,4,4,4,6,6,5,6.598024072,5.857700285,5.569865286,5.226032503,5.144823194,5.76537048,5.678181374,5.674925408,5.145910834,5.674824412,5.87027512,6.116740535,5.095518042,4.985314181,4.915368172,6.498889227,5.739754251,5.706982203,7.63E-105,26.1,472
Q23526;Q7JPD6;Q95PW8,,-0.293605911,-0.017494379,0.253738836,0.436802812,0.242072152,-0.16889872,0.147953207,0.255701101,0.234431308,0.297200632,0.345436144,-0.412293771,0.122177238,0.280299604,0.415691669,-0.348459062,-0.208766947,0.105737114,11,10,8,10,11,10,11,12,11,10,9,8,9,9,10,8,9,9,14,12,12,12,15,11,14,15,13,11,14,10,12,10,15,10,10,13,6.588013856,5.870895281,6.364475949,6.226728757,6.305458855,6.137670537,6.433977734,6.361331125,6.312262006,6.545170991,6.794076562,6.092615391,6.276070993,6.090681204,6.039295118,6.280259589,5.89719258,6.134846209,5.20E-240,49.3,485
Q23529-4;Q23529-2;Q23529-1;Q23529,zyg-12,-0.193077822,0.135126479,0.08335521,-0.108223341,-0.215616477,-0.359858472,0.348610715,0.211080471,0.081751172,-0.084064265,0.066925971,-0.520547968,0.232294359,0.422327067,0.307072945,-0.106750315,0.285723705,0.23723449,5,5,3,4,3,5,5,5,4,5,4,6,5,6,4,7,3,2,4,5,4,5,3,5,7,5,3,6,5,6,7,7,4,8,3,3,5.463654136,4.929240062,5.344136731,5.658335803,4.652594411,4.817486039,5.602266232,5.134591435,4.953890105,5.718991343,5.31255815,5.356523002,5.673849977,6.203005675,5.532958106,5.791100899,4.465873387,4.69206219,1.11E-168,33.3,733
Q23534,apc-1,-1.118226814,-0.158207748,0.418966976,0.367545642,0.655966908,-0.571142829,-0.042784398,-0.295723025,-0.150819598,0.09697716,-0.524063676,-0.900412801,0.477200992,1.590440703,1.980682381,-1.006118461,0.223441161,0.741059032,2,4,6,3,6,3,3,4,5,5,3,2,4,4,3,2,3,4,2,5,6,3,7,3,4,5,5,4,2,2,3,4,2,2,4,4,5.146438135,5.507275526,6.104760167,5.688010253,5.969802505,5.221205518,5.611330248,5.526365127,5.526003086,5.933947659,5.210559282,5.167494562,5.701274327,5.998346537,5.504715467,5.290568799,5.483487448,5.929122482,7.18E-84,29.8,426
Q23536,lgg-2,-0.789103218,-0.071350804,0.207344515,0.306252126,-0.032806145,-0.548929769,0.318487766,0.395871729,0.263005552,0.461739973,NA,-2.044394119,-0.27727066,0.448469217,-0.010206943,-1.057276965,-0.112900262,0.286356968,2,1,1,1,1,1,2,1,1,1,0,1,1,2,1,1,1,1,3,2,2,2,2,2,3,2,2,2,0,3,2,3,2,2,3,2,6.367560904,5.943628048,6.22685757,5.891559757,6.166311681,5.952148028,6.565446383,6.273973004,6.205014793,6.687796411,NA,5.739714713,5.882484693,5.958234096,5.811105607,6.815471486,5.661092996,6.094296397,1.62E-13,25.4,130
Q23541,rbr-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.539630325,NA,NA,NA,NA,1,0,0,1,0,0,0,0,0,0,0,1,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,2,0,0,0,0,3.910853763,NA,NA,2.222222082,NA,NA,NA,NA,NA,NA,NA,3.475147977,NA,3.091807597,NA,NA,NA,NA,9.87E-08,2.6,1477
