Uniprot ID,Gene Name,Log2 Ratio L/H AgWTD01.1,Log2 Ratio L/H AgWTD01.2,Log2 Ratio L/H AgWTD01.3,Log2 Ratio L/H AgWTD01.4,Log2 Ratio L/H AgWTD06,Log2 Ratio L/H AgWTD12.1,Log2 Ratio L/H AgWTD12.2,Log2 Ratio L/H AgWTD12.3,Log2 Ratio L/H AgWTD12.4,Log2 Ratio L/H AgWTD17,Log2 Ratio L/H AgDAF2D01,Log2 Ratio L/H AgDAF2D06,Log2 Ratio L/H AgDAF2D12,Log2 Ratio L/H AgDAF2D17,Log2 Ratio L/H AgDAF2D22,Log2 Ratio L/H AgDAF2D28,Log2 Ratio L/H AgDAF16D01,Log2 Ratio L/H AgDAF16D06,Log2 Ratio L/H AgDAF16D12,Log2 Ratio L/H AgHSF1D01,Log2 Ratio L/H AgHSF1D06,Peptides AgWTD01.1,Peptides AgWTD01.2,Peptides AgWTD01.3,Peptides AgWTD01.4,Peptides AgWTD06,Peptides AgWTD12.1,Peptides AgWTD12.2,Peptides AgWTD12.3,Peptides AgWTD12.4,Peptides AgWTD17,Peptides AgDAF2D01,Peptides AgDAF2D06,Peptides AgDAF2D12,Peptides AgDAF2D17,Peptides AgDAF2D22,Peptides AgDAF2D28,Peptides AgDAF16D01,Peptides AgDAF16D06,Peptides AgDAF16D12,Peptides AgHSF1D01,Peptides AgHSF1D06,Ratio Count AgWTD01.1,Ratio Count AgWTD01.2,Ratio Count AgWTD01.3,Ratio Count AgWTD01.4,Ratio Count AgWTD06,Ratio Count AgWTD12.1,Ratio Count AgWTD12.2,Ratio Count AgWTD12.3,Ratio Count AgWTD12.4,Ratio Count AgWTD17,Ratio Count AgDAF2D01,Ratio Count AgDAF2D06,Ratio Count AgDAF2D12,Ratio Count AgDAF2D17,Ratio Count AgDAF2D22,Ratio Count AgDAF2D28,Ratio Count AgDAF16D01,Ratio Count AgDAF16D06,Ratio Count AgDAF16D12,Ratio Count AgHSF1D01,Ratio Count AgHSF1D06,log abs.LFQ AgWTD01.1,log abs.LFQ AgWTD01.2,log abs.LFQ AgWTD01.3,log abs.LFQ AgWTD01.4,log abs.LFQ AgWTD06,log abs.LFQ AgWTD12.1,log abs.LFQ AgWTD12.2,log abs.LFQ AgWTD12.3,log abs.LFQ AgWTD12.4,log abs.LFQ AgWTD17,log abs.LFQ AgDAF2D01,log abs.LFQ AgDAF2D06,log abs.LFQ AgDAF2D12,log abs.LFQ AgDAF2D17,log abs.LFQ AgDAF2D22,log abs.LFQ AgDAF2D28,log abs.LFQ AgDAF16D01,log abs.LFQ AgDAF16D06,log abs.LFQ AgDAF16D12,log abs.LFQ AgHSF1D01,log abs.LFQ AgHSF1D06,Posterior Error Probability,Sequence Coverage (%),Sequence Length (Amino Acids),log abs.LFQ AgWTD01.1 Corrected,log abs.LFQ AgWTD01.2 Corrected,log abs.LFQ AgWTD01.3 Corrected,log abs.LFQ AgWTD01.4 Corrected,log abs.LFQ AgWTD06 Corrected,log abs.LFQ AgWTD12.1 Corrected,log abs.LFQ AgWTD12.2 Corrected,log abs.LFQ AgWTD12.3 Corrected,log abs.LFQ AgWTD12.4 Corrected,log abs.LFQ AgWTD17 Corrected,log abs.LFQ AgDAF2D01 Corrected,log abs.LFQ AgDAF2D06 Corrected,log abs.LFQ AgDAF2D12 Corrected,log abs.LFQ AgDAF2D17 Corrected,log abs.LFQ AgDAF2D22 Corrected,log abs.LFQ AgDAF2D28 Corrected,log abs.LFQ AgDAF16D01 Corrected,log abs.LFQ AgDAF16D06 Corrected,log abs.LFQ AgDAF16D12 Corrected,log abs.LFQ AgHSF1D01 Corrected,log abs.LFQ AgHSF1D06 Corrected
Q9TYV3,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,NA,4.754256574,NA,NA,4.965601463,5.88041912,NA,NA,NA,NA,4.504525231,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.90761556,1.84E-87,24.5,473,NA,4.454244119,NA,NA,4.715622231,5.492580276,NA,NA,NA,NA,4.649780136,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.042987065
Q9TYV5,nol-1,0.730703481,0.138012885,NA,NA,-0.359746047,1.22610492,0.712362227,0.400796484,0.851339171,-0.225521734,NA,NA,0.927523709,NA,0.81773994,0.597714408,NA,NA,NA,-0.15263774,1.440498398,5,3,0,0,2,6,4,3,2,3,0,0,5,0,3,4,1,0,2,2,3,6,5,0,0,2,10,5,3,3,4,0,0,8,0,6,4,1,0,1,2,4,5.657610324,5.545443199,NA,NA,5.232614983,5.9233632,5.675402524,4.931452785,5.137385764,4.748358609,NA,NA,6.880190275,NA,5.301637583,4.977837878,4.346802686,NA,4.983558635,5.005823753,5.373095987,4.67E-176,30.4,664,5.262672066,5.245430744,NA,NA,4.982635751,5.535524356,5.174578504,5.190380307,5.402454696,4.932690456,NA,NA,5.671449699,NA,5.508647641,5.249806487,4.619516095,NA,5.212799065,5.285014462,5.508467491
Q9TYW1,vha-19,0.280352168,0.154682581,0.324689891,NA,1.092770892,1.099278072,0.669120399,0.883608626,1.109950273,1.04897925,-0.940880872,0.105271468,0.160959517,-0.664846882,-0.690461795,-0.345169251,-1.006405751,0.932609096,1.127273661,-0.418567779,0.40325564,3,4,1,1,2,4,4,2,3,3,1,2,3,2,2,2,2,2,3,1,2,7,6,2,1,4,8,6,4,6,4,2,3,9,3,3,3,3,4,5,3,3,6.972859802,6.786815284,6.517090282,6.3654131,7.06483222,7.464176456,7.182756931,6.825478048,6.600199403,6.476034159,5.967412238,6.14940388,7.756088141,6.155244917,5.971377915,6.07114529,6.160678574,6.394101302,6.799133693,6.551010602,6.379287384,3.61E-261,29.5,451,6.577921544,6.486802829,6.835056065,7.067587225,6.814852987,7.076337613,6.681932912,7.08440557,6.865268334,6.660366006,6.112667143,6.426448936,6.547347564,6.215120125,6.178387973,6.343113899,6.433391983,6.828558839,7.028374123,6.830201311,6.514658888
Q9TYW7,grd-3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,NA,NA,NA,NA,NA,5.529520181,5.445713152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.158272005,NA,4.20011146,NA,2.22E-88,30.4,181,NA,NA,NA,NA,NA,5.141681338,4.944889133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.592729542,NA,4.479302169,NA
Q9TYX1,dpf-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.672220674,NA,2.384207069,NA,NA,NA,NA,NA,NA,1,1,0,0,1,1,1,0,1,0,0,0,2,0,2,2,0,1,0,1,0,1,1,0,0,1,1,1,0,1,0,0,0,2,0,2,1,0,1,0,1,0,4.211654401,4.240723929,NA,NA,4.307560215,4.454341701,4.68297495,NA,3.771043353,NA,NA,NA,5.920863918,NA,4.884421495,5.192149125,NA,4.438035772,NA,3.924687538,NA,0,39.6,737,3.816716142,3.940711474,NA,NA,4.057580982,4.066502858,4.182150931,NA,4.036112285,NA,NA,NA,4.712123341,NA,5.091431553,5.464117734,NA,4.872493309,NA,4.203878247,NA
Q9TYY0,,-1.317072478,-1.796390097,-1.72141641,-1.653839642,-1.196229326,0.444281991,0.636840139,0.52002448,0.60416943,0.709434047,-1.363114995,NA,1.532157118,2.352326301,2.446226655,2.088837663,-1.898130942,-1.334110568,0.669900582,-1.053250385,-0.078883047,4,7,4,3,5,10,11,4,5,4,2,1,12,6,7,9,2,5,6,3,7,5,6,4,3,5,12,13,4,5,6,2,1,16,11,13,15,2,6,10,3,9,5.539590421,5.457230724,4.731000175,4.65040467,5.348888723,6.473705887,6.492243397,5.483130656,5.501264716,5.536242707,4.685168271,4.178660459,7.277884142,6.160078181,6.239549721,6.424897963,4.249296216,5.174205227,5.731250222,4.906712057,5.713482143,2.65E-281,39.1,580,5.144652162,5.157218269,5.048965959,5.352578794,5.098909491,6.085867043,5.991419377,5.742058178,5.766333647,5.720574554,4.830423175,4.455705515,6.069143565,6.219953389,6.446559779,6.696866572,4.522009624,5.608662764,5.960490652,5.185902766,5.848853647
Q9TYY4,ugt-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.23E-16,10,529,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q9TYY5,ugt-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.05E-39,13.3,532,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q9TYY6,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.160427332,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,3,1,0,0,0,0,0,0,0,NA,4.656644322,NA,NA,NA,NA,5.534153074,NA,NA,NA,NA,NA,7.027431158,5.491753783,NA,NA,NA,NA,NA,NA,NA,4.49E-07,11,173,NA,4.356631867,NA,NA,NA,NA,5.033329055,NA,NA,NA,NA,NA,5.818690581,5.551628991,NA,NA,NA,NA,NA,NA,NA
Q9TYY8,,-1.345396375,-1.111164889,NA,-0.890563427,-1.167935918,0.672887529,0.438502779,0.484771992,0.138536863,0.435963338,-0.76994096,-0.086240276,0.750154219,1.998615677,1.805358172,2.015024281,-1.032876656,-0.404358195,0.098459206,-1.370387504,0.082148196,3,4,1,1,5,5,8,4,2,3,4,3,10,4,6,7,2,3,2,2,3,5,6,1,2,6,7,9,7,2,7,7,5,23,8,12,14,2,3,4,4,6,4.798505626,5.137575634,4.211093831,4.288763276,5.147212417,5.582358855,5.867107882,5.161487791,4.38309693,5.497662075,4.762175721,4.620874872,6.981070742,5.539665636,5.848829306,5.8896434,4.422491349,4.366703057,4.74286647,4.716404046,5.20054956,9.15E-222,35,900,4.403567368,4.837563179,4.529059615,4.990937401,4.897233184,5.194520012,5.366283863,5.420415313,4.648165862,5.681993922,4.907430626,4.897919929,5.772330165,5.599540844,6.055839364,6.161612008,4.695204758,4.801160594,4.9721069,4.995594755,5.335921065
Q9TYY9,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.00E-38,12.5,481,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q9TYZ1,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.22E-35,16.5,285,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q9TYZ2;Q9TYZ3,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,5.396670014,NA,NA,NA,NA,NA,NA,NA,NA,4.678481959,NA,NA,NA,NA,NA,NA,3.67E-105,28.2,393,NA,NA,NA,NA,NA,5.00883117,NA,NA,NA,NA,NA,NA,NA,NA,4.885492017,NA,NA,NA,NA,NA,NA
Q9TYZ6,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.64E-10,10.6,141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q9TZ21,fbxa-54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.223469981,NA,NA,NA,NA,NA,NA,2.03E-11,14.2,338,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.430480039,NA,NA,NA,NA,NA,NA
Q9TZ26,fbxa-60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.37E-14,8.2,353,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q9TZ27,fbxa-59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.93E-08,11.1,316,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q9TZ33,ucr-2.3,0.021013668,NA,NA,NA,-0.362441834,0.845883464,0.546961862,NA,NA,NA,NA,NA,0.202140336,NA,NA,NA,NA,NA,NA,NA,NA,2,1,0,0,2,2,2,0,1,1,0,0,3,0,0,1,0,1,0,1,0,2,1,0,0,2,2,2,0,1,1,0,0,3,0,0,0,0,1,0,1,0,6.101162582,5.518250651,NA,NA,5.701092851,6.456973014,6.22868261,NA,4.736029787,4.989943458,NA,NA,6.853503526,NA,NA,NA,NA,5.079904468,NA,4.91319905,NA,0,39.3,427,5.706224324,5.218238196,NA,NA,5.451113618,6.06913417,5.72785859,NA,5.001098719,5.174275305,NA,NA,5.644762949,NA,NA,NA,NA,5.514362005,NA,5.192389759,NA
Q9TZ49,sgcb-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.26E-06,7,287,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q9TZ51,far-7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.65E-104,61.6,138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q9TZ58,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.06E-77,30.9,265,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q9TZ64,klf-1,0.824903401,-0.140909507,NA,NA,NA,NA,0.229822163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,0,0,1,0,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,3,2,0,0,1,0,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,5.480624869,5.144885418,NA,NA,5.119189882,NA,5.193958978,NA,NA,NA,NA,NA,5.756643714,NA,NA,NA,4.851423472,NA,NA,NA,NA,5.60E-13,8.5,497,5.085686611,4.844872963,NA,NA,4.86921065,NA,4.693134959,NA,NA,NA,NA,NA,4.547903137,NA,NA,NA,5.12413688,NA,NA,NA,NA
Q9TZ68,cox-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.39E-12,55.6,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q9TZ69,ubc-20,-0.669843154,-0.888304895,NA,NA,-0.782073015,NA,0.680798288,0.532261435,0.744656386,1.255184457,NA,NA,0.647422247,1.872921456,2.013217744,2.582771269,-1.54912698,NA,0.224755567,NA,-0.103665483,3,2,1,0,4,1,3,2,3,3,1,1,6,3,3,3,4,1,3,1,3,3,2,1,0,4,1,3,2,3,3,1,1,6,3,4,3,4,1,3,1,3,6.31202918,6.036748629,5.132963726,NA,5.617210095,6.090399149,6.502672878,5.694429691,5.746377282,6.066363202,5.049721822,4.766189693,7.581847299,6.172690482,6.377688641,6.135164467,5.493179121,4.307410454,5.877411663,5.108023509,5.705153556,8.57E-75,47.7,199,5.917090922,5.736736174,5.45092951,NA,5.367230862,5.702560306,6.001848858,5.953357213,6.011446214,6.250695049,5.194976727,5.04323475,6.373106722,6.23256569,6.584698699,6.407133075,5.765892529,4.741867991,6.106652093,5.387214219,5.840525061
Q9TZ88,,-2.181261604,NA,NA,NA,NA,NA,0.127714939,NA,0.513934406,1.000750397,NA,-0.98812113,0.989649812,1.21853117,NA,2.345124568,NA,NA,NA,NA,-0.175684271,3,1,0,0,0,0,3,1,1,2,1,2,5,2,1,2,1,0,1,0,2,4,0,0,0,0,0,3,1,2,2,1,2,5,2,1,3,1,0,1,0,3,5.336379672,NA,NA,NA,NA,NA,6.100887255,4.90915471,4.492969805,5.140193679,4.623001051,4.574783393,6.643916334,5.679591408,5.342185728,5.608750611,3.915626686,NA,4.79093928,NA,5.159236233,3.33E-43,37,235,4.941441414,NA,NA,NA,NA,NA,5.600063236,5.168082232,4.758038737,5.324525525,4.768255956,4.85182845,5.435175757,5.739466616,5.549195786,5.880719219,4.188340094,NA,5.02017971,NA,5.294607738
Q9TZ90,mrpl-40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.755493728,NA,NA,NA,NA,NA,6.57E-30,39.2,189,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.027462337,NA,NA,NA,NA,NA
Q9TZ93,spt-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,5.586193336,NA,NA,NA,NA,NA,5.633195673,NA,NA,NA,NA,NA,6.671311721,NA,4.963367491,NA,NA,NA,NA,NA,NA,5.30E-33,46.7,120,5.191255078,NA,NA,NA,NA,NA,5.132371654,NA,NA,NA,NA,NA,5.462571144,NA,5.170377549,NA,NA,NA,NA,NA,NA
Q9TZA0,klo-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.62E-23,10.3,475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q9TZC4,pat-4,0.09187883,-0.088820033,-0.065158675,0.236197527,0.539435655,0.671623066,0.673922915,0.804375229,0.808639492,0.19763305,0.153847716,0.329377172,0.684062855,0.885712942,0.766799101,0.586579225,0.008827391,0.561366478,0.309627605,0.785203752,0.807048382,5,4,4,2,5,6,5,3,4,4,1,2,6,2,3,4,4,4,3,4,5,7,5,5,2,7,7,7,5,5,4,2,3,15,3,4,5,5,7,4,6,8,6.809492377,6.47839332,6.236587641,5.396007448,6.90033435,7.032417279,6.930459984,6.35875314,5.989062518,5.807690589,5.382701283,5.696627192,7.75869242,5.958095414,5.984297729,6.088738365,6.3262744,6.502973059,6.214817366,6.317917154,6.406352797,3.59E-84,17.8,466,6.414554119,6.178380865,6.554553425,6.098181572,6.650355118,6.644578435,6.429635964,6.617680662,6.254131449,5.992022435,5.527956188,5.973672249,6.549951843,6.017970623,6.191307787,6.360706974,6.598987809,6.937430596,6.444057796,6.597107863,6.541724302
Q9TZC6,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.331263617,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.11116166,NA,NA,NA,NA,NA,NA,NA,NA,5.26E-21,13.7,454,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.902421083,NA,NA,NA,NA,NA,NA,NA,NA
Q9TZC7,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.87E-09,6.9,435,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q9TZC8;Q86MI3,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,0,2,2,2,1,1,1,0,0,1,1,1,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.22E-239,47.3,556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q9TZD0,lst-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.02E-18,3.8,661,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q9TZD9,haf-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.175301034,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,3.323458367,NA,NA,NA,3.928298535,NA,NA,NA,NA,NA,NA,NA,5.639825027,NA,NA,NA,NA,NA,NA,3.566036601,NA,3.98E-206,24.5,787,2.928520109,NA,NA,NA,3.678319302,NA,NA,NA,NA,NA,NA,NA,4.43108445,NA,NA,NA,NA,NA,NA,3.845227311,NA
Q9TZE0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.52E-214,80.4,102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
