Kf symbol,Kf Id,Kf Id2,Human symbol,Human Ensembl Id,Human Ensembl Protein Id
phox2b,XM_015951326.1,XP_015806812.1,PHOX2B,ENSG00000109132,ENSP00000226382
LOC107373366,XM_015941512.1,XP_015796998.1,CYB5D1,ENSG00000182224,ENSP00000331479
LOC107373086,XM_015941265.1,XP_015796751.1,XPNPEP1,ENSG00000108039,ENSP00000421566
LOC107377957,XM_015947944.1,XP_015803430.1,UBR7,ENSG00000012963,ENSP00000013070
LOC107396841,XM_015976689.1,XP_015832175.1,EGR2,ENSG00000122877,ENSP00000402040
LOC107381427,XM_015953089.1,XP_015808575.1,TRIM66,ENSG00000166436,ENSP00000384876
edem3,XM_015971511.1,XP_015826997.1,EDEM3,ENSG00000116406,ENSP00000318147
LOC107395400,XM_015974775.1,XP_015830261.1,RASD1,ENSG00000108551,ENSP00000225688
LOC107391342,XM_015968616.1,XP_015824102.1,KRT18,ENSG00000111057,ENSP00000373489
LOC107385536,XM_015959480.1,XP_015814966.1,VDR,ENSG00000111424,ENSP00000447173
noxo1,XM_015945701.1,XP_015801187.1,NOXO1,ENSG00000196408,ENSP00000380450
scgn,XM_015949081.1,XP_015804567.1,SCGN,ENSG00000079689,ENSP00000367197
LOC107375383,XM_015943864.1,XP_015799350.1,COX5B,ENSG00000135940,ENSP00000258424
gpr84,XM_015959739.1,XP_015815225.1,GPR84,ENSG00000139572,ENSP00000450310
ccnb1ip1,XM_015946829.1,XP_015802315.1,CCNB1IP1,ENSG00000100814,ENSP00000337396
mtx3,XM_015972540.1,XP_015828026.1,MTX3,ENSG00000177034,ENSP00000424798
LOC107393377,XM_015971680.1,XP_015827166.1,LAMA3,ENSG00000053747,ENSP00000324532
hells,XM_015944062.1,XP_015799548.1,HELLS,ENSG00000119969,ENSP00000377601
LOC107391490,XM_015968814.1,XP_015824300.1,MRC1,ENSG00000260314,ENSP00000455897
LOC107383174,XM_015955648.1,XP_015811134.1,TECPR2,ENSG00000196663,ENSP00000352510
LOC107383830,XM_015956648.1,XP_015812134.1,C1QL3,ENSG00000165985,ENSP00000298943
LOC107386235,XM_015960519.1,XP_015816005.1,HSPB1,ENSG00000106211,ENSP00000248553
LOC107376850,XM_015946167.1,XP_015801653.1,ENDOD1,ENSG00000149218,ENSP00000278505
LOC107385207,XM_015958942.1,XP_015814428.1,ARL8B,ENSG00000134108,ENSP00000479202
clnk,XM_015949901.1,XP_015805387.1,CLNK,ENSG00000109684,ENSP00000390744
plau,XM_015944185.1,XP_015799671.1,PLAU,ENSG00000122861,ENSP00000361850
vamp4,XM_015976991.1,XP_015832477.1,VAMP4,ENSG00000117533,ENSP00000435933
kif20a,XM_015960803.1,XP_015816289.1,KIF20A,ENSG00000112984,ENSP00000378356
nphp4,XM_015967465.1,XP_015822951.1,NPHP4,ENSG00000131697,ENSP00000367398
ttyh3,XM_015948624.1,XP_015804110.1,TTYH3,ENSG00000136295,ENSP00000258796
LOC107393928,XM_015972560.1,XP_015828046.1,FANCG,ENSG00000221829,ENSP00000367910
LOC107387148,XM_015961946.1,XP_015817432.1,POU4F3,ENSG00000091010,ENSP00000230732
LOC107390558,XM_015967357.1,XP_015822843.1,NPBWR1,ENSG00000183729,ENSP00000330284
LOC107396628,XM_015976398.1,XP_015831884.1,KIF1A,ENSG00000130294,ENSP00000438388
pggt1b,XM_015972789.1,XP_015828275.1,PGGT1B,ENSG00000164219,ENSP00000404676
tln2,XM_015964461.1,XP_015819947.1,TLN2,ENSG00000171914,ENSP00000303476
LOC107386672,XM_015961213.1,XP_015816699.1,CYB5R3,ENSG00000100243,ENSP00000354468
mrpl46,XM_015974244.1,XP_015829730.1,MRPL46,ENSG00000259494,ENSP00000312311
LOC107379138,XM_015949737.1,XP_015805223.1,IL21R,ENSG00000103522,ENSP00000379103
LOC107375463,XM_015944009.1,XP_015799495.1,CST3,ENSG00000101439,ENSP00000381446
sp4,XM_015955879.1,XP_015811365.1,SP4,ENSG00000105866,ENSP00000222584
tmem106b,XM_015949813.1,XP_015805299.1,TMEM106B,ENSG00000106460,ENSP00000379901
rps16,XM_015961111.1,XP_015816597.1,RPS16,ENSG00000105193,ENSP00000367806
LOC107375644,XM_015944286.1,XP_015799772.1,CDX4,ENSG00000131264,ENSP00000362613
cdyl2,XM_015975214.1,XP_015830700.1,CDYL2,ENSG00000166446,ENSP00000456934
LOC107376037,XM_015944922.1,XP_015800408.1,PPIF,ENSG00000108179,ENSP00000225174
LOC107376851,XM_015946168.1,XP_015801654.1,ZNF732,ENSG00000186777,ENSP00000415774
ttc13,XM_015947575.1,XP_015803061.1,TTC13,ENSG00000143643,ENSP00000355621
LOC107392032,XM_015969604.1,XP_015825090.1,CLDN6,ENSG00000184697,ENSP00000328674
fam161a,XM_015954570.1,XP_015810056.1,FAM161A,ENSG00000170264,ENSP00000385158
mn1,XM_015972265.1,XP_015827751.1,MN1,ENSG00000169184,ENSP00000304956
LOC107386265,XM_015960560.1,XP_015816046.1,AC007325.2,ENSG00000277196,ENSP00000481127
LOC107381574,XM_015953321.1,XP_015808807.1,IL17A,ENSG00000112115,ENSP00000344192
LOC107374625,XM_015942779.1,XP_015798265.1,NYNRIN,ENSG00000205978,ENSP00000371994
LOC107378192,XM_015948265.1,XP_015803751.1,COL12A1,ENSG00000111799,ENSP00000325146
zzef1,XM_015961759.1,XP_015817245.1,ZZEF1,ENSG00000074755,ENSP00000371051
LOC107392467,XM_015970296.1,XP_015825782.1,KCNIP2,ENSG00000120049,ENSP00000420040
ap4s1,XM_015969417.1,XP_015824903.1,AP4S1,ENSG00000100478,ENSP00000216366
LOC107373609,XM_015941739.1,XP_015797225.1,SBK1,ENSG00000188322,ENSP00000343248
LOC107373976,XM_015942118.1,XP_015797604.1,INHBA,ENSG00000122641,ENSP00000397197
asb5,XM_015950664.1,XP_015806150.1,ASB5,ENSG00000164122,ENSP00000296525
dkc1,XM_015969285.1,XP_015824771.1,DKC1,ENSG00000130826,ENSP00000358563
LOC107388672,XM_015964300.1,XP_015819786.1,BEST3,ENSG00000127325,ENSP00000332413
LOC107375332,XM_015943794.1,XP_015799280.1,MGARP,ENSG00000137463,ENSP00000381928
LOC107388888,XM_015964680.1,XP_015820166.1,NETO2,ENSG00000171208,ENSP00000455169
LOC107372710,XM_015940911.1,XP_015796397.1,ACKR4,ENSG00000129048,ENSP00000249887
nmur1,XM_015970703.1,XP_015826189.1,NMUR1,ENSG00000171596,ENSP00000305877
LOC107386754,XM_015961361.1,XP_015816847.1,ADRB2,ENSG00000169252,ENSP00000305372
myo3b,XM_015966511.1,XP_015821997.1,MYO3B,ENSG00000071909,ENSP00000386213
LOC107380278,XM_015951444.1,XP_015806930.1,SIX4,ENSG00000100625,ENSP00000216513
elavl2,XM_015946967.1,XP_015802453.1,ELAVL2,ENSG00000107105,ENSP00000369453
tns2,XM_015959476.1,XP_015814962.1,TNS2,ENSG00000111077,ENSP00000319756
LOC107387849,XM_015963075.1,XP_015818561.1,RPL19,ENSG00000108298,ENSP00000225430
gatsl2,XM_015961911.1,XP_015817397.1,GATSL2,ENSG00000274070,ENSP00000484732
LOC107382410,XM_015954539.1,XP_015810025.1,RHOU,ENSG00000116574,ENSP00000355652
iars,XM_015959098.1,XP_015814584.1,IARS,ENSG00000196305,ENSP00000364794
csgr16h14orf80,XM_015969114.1,XP_015824600.1,C14orf80,ENSG00000185347,ENSP00000376308
LOC107376797,XM_015946070.1,XP_015801556.1,SH3D19,ENSG00000109686,ENSP00000488951
LOC107392472,XM_015970298.1,XP_015825784.1,ADGRG2,ENSG00000173698,ENSP00000369198
LOC107374336,XM_015942481.1,XP_015797967.1,KCNH2,ENSG00000055118,ENSP00000262186
hdac5,XM_015969261.1,XP_015824747.1,HDAC5,ENSG00000108840,ENSP00000225983
nae1,XM_015952723.1,XP_015808209.1,NAE1,ENSG00000159593,ENSP00000351990
fam19a2,XM_015953762.1,XP_015809248.1,FAM19A2,ENSG00000198673,ENSP00000447584
dhrs7b,XM_015945900.1,XP_015801386.1,DHRS7B,ENSG00000109016,ENSP00000378887
rps6kc1,XM_015947298.1,XP_015802784.1,RPS6KC1,ENSG00000136643,ENSP00000355927
LOC107374500,XM_015942657.1,XP_015798143.1,RTL1,ENSG00000254656,ENSP00000435342
LOC107385068,XM_015958673.1,XP_015814159.1,C1QC,ENSG00000159189,ENSP00000363768
LOC107380064,XM_015951092.1,XP_015806578.1,CASR,ENSG00000036828,ENSP00000420194
nmnat2,XM_015956516.1,XP_015812002.1,NMNAT2,ENSG00000157064,ENSP00000287713
otud5,XM_015977209.1,XP_015832695.1,OTUD4,ENSG00000164164,ENSP00000395487
zbtb8a,XM_015970405.1,XP_015825891.1,ZBTB8A,ENSG00000160062,ENSP00000362609
mau2,XM_015971617.1,XP_015827103.1,MAU2,ENSG00000129933,ENSP00000262815
dpp9,XM_015970835.1,XP_015826321.1,DPP9,ENSG00000142002,ENSP00000262960
LOC107397056,XM_015976924.1,XP_015832410.1,ZBED9,ENSG00000232040,ENSP00000395259
st6galnac6,XM_015943051.1,XP_015798537.1,ST6GALNAC6,ENSG00000160408,ENSP00000362235
ptges3,XM_015968294.1,XP_015823780.1,PTGES3,ENSG00000110958,ENSP00000482075
LOC107385273,XM_015959052.1,XP_015814538.1,ZFP92,ENSG00000189420,ENSP00000462054
LOC107396211,XM_015975802.1,XP_015831288.1,GH1,ENSG00000259384,ENSP00000312673
LOC107390620,XM_015967443.1,XP_015822929.1,TAS1R1,ENSG00000173662,ENSP00000331867
slc15a5,XM_015964101.1,XP_015819587.1,SLC15A5,ENSG00000188991,ENSP00000340402
piwil1,XM_015972126.1,XP_015827612.1,PIWIL1,ENSG00000125207,ENSP00000245255
LOC107391650,XM_015969082.1,XP_015824568.1,CSPP1,ENSG00000104218,ENSP00000262210
LOC107386604,XM_015961125.1,XP_015816611.1,PCDHAC2,ENSG00000243232,ENSP00000289269
fam98b,XM_015969826.1,XP_015825312.1,FAM98B,ENSG00000171262,ENSP00000380734
LOC107382816,XM_015955130.1,XP_015810616.1,SLC22A13,ENSG00000172940,ENSP00000310241
chd2,XM_015964525.1,XP_015820011.1,CHD2,ENSG00000173575,ENSP00000377747
LOC107374287,XM_015942439.1,XP_015797925.1,IL10RB,ENSG00000243646,ENSP00000290200
LOC107393298,XM_015971546.1,XP_015827032.1,MYO5A,ENSG00000197535,ENSP00000350945
grm4,XM_015958590.1,XP_015814076.1,GRM4,ENSG00000124493,ENSP00000440556
LOC107391347,XM_015968622.1,XP_015824108.1,IL17RD,ENSG00000144730,ENSP00000296318
kpnb1,XM_015975276.1,XP_015830762.1,KPNB1,ENSG00000108424,ENSP00000290158
gpatch8,XM_015948697.1,XP_015804183.1,GPATCH8,ENSG00000186566,ENSP00000467556
hvcn1,XM_015960325.1,XP_015815811.1,HVCN1,ENSG00000122986,ENSP00000479812
cdc45,XM_015973105.1,XP_015828591.1,CDC45,ENSG00000093009,ENSP00000405726
osbpl6,XM_015966446.1,XP_015821932.1,OSBPL6,ENSG00000079156,ENSP00000376293
LOC107377366,XM_015946892.1,XP_015802378.1,OSBP,ENSG00000110048,ENSP00000263847
LOC107386751,XM_015961353.1,XP_015816839.1,ABLIM3,ENSG00000173210,ENSP00000425394
LOC107392232,XM_015969912.1,XP_015825398.1,CCP110,ENSG00000103540,ENSP00000370803
LOC107392331,XM_015970079.1,XP_015825565.1,PIM1,ENSG00000137193,ENSP00000362608
pak2,XM_015971759.1,XP_015827245.1,PAK2,ENSG00000180370,ENSP00000314067
LOC107396633,XM_015976418.1,XP_015831904.1,RNF186,ENSG00000178828,ENSP00000364263
dut,XM_015953559.1,XP_015809045.1,DUT,ENSG00000128951,ENSP00000370376
tnnt2,XM_015967969.1,XP_015823455.1,TNNT2,ENSG00000118194,ENSP00000236918
LOC107388555,XM_015964117.1,XP_015819603.1,CH25H,ENSG00000138135,ENSP00000360918
LOC107388143,XM_015963543.1,XP_015819029.1,TEX2,ENSG00000136478,ENSP00000258991
adam9,XM_015960361.1,XP_015815847.1,ADAM9,ENSG00000168615,ENSP00000419446
lrrn3,XM_015957314.1,XP_015812800.1,LRRN3,ENSG00000173114,ENSP00000397312
LOC107395477,XM_015974871.1,XP_015830357.1,ZNF250,ENSG00000196150,ENSP00000292579
LOC107388106,XM_015963493.1,XP_015818979.1,ABI2,ENSG00000138443,ENSP00000261018
LOC107392592,XM_015970476.1,XP_015825962.1,ZP3,ENSG00000188372,ENSP00000378326
polg2,XM_015954396.1,XP_015809882.1,POLG2,ENSG00000256525,ENSP00000442563
krtcap3,XM_015952786.1,XP_015808272.1,KRTCAP3,ENSG00000157992,ENSP00000442400
LOC107374208,XM_015942352.1,XP_015797838.1,PRSS27,ENSG00000172382,ENSP00000306390
hnf4g,XM_015955384.1,XP_015810870.1,HNF4G,ENSG00000164749,ENSP00000379701
LOC107377464,XM_015947079.1,XP_015802565.1,PRKG2,ENSG00000138669,ENSP00000264399
LOC107384934,XM_015958455.1,XP_015813941.1,SEC61A1,ENSG00000058262,ENSP00000418493
eif4g3,XM_015958375.1,XP_015813861.1,EIF4G3,ENSG00000075151,ENSP00000489051
LOC107386231,XM_015960516.1,XP_015816002.1,ATP6V1E1,ENSG00000131100,ENSP00000253413
LOC107373877,XM_015942016.1,XP_015797502.1,GIT1,ENSG00000108262,ENSP00000378338
edc4,XM_015965209.1,XP_015820695.1,EDC4,ENSG00000038358,ENSP00000351811
acp6,XM_015966317.1,XP_015821803.1,ACP6,ENSG00000162836,ENSP00000463574
LOC107386658,XM_015961193.1,XP_015816679.1,PPFIBP1,ENSG00000110841,ENSP00000314724
slc44a4,XM_015973475.1,XP_015828961.1,SLC44A4,ENSG00000204385,ENSP00000229729
LOC107383692,XM_015956465.1,XP_015811951.1,UBTF,ENSG00000108312,ENSP00000435708
sapcd2,XM_015942426.1,XP_015797912.1,SAPCD2,ENSG00000186193,ENSP00000386348
LOC107396713,XM_015976539.1,XP_015832025.1,SBK1,ENSG00000188322,ENSP00000343248
LOC107392521,XM_015970374.1,XP_015825860.1,MGST3,ENSG00000143198,ENSP00000356860
LOC107378792,XM_015949200.1,XP_015804686.1,ZIC3,ENSG00000156925,ENSP00000287538
LOC107380232,XM_015951377.1,XP_015806863.1,NANOS1,ENSG00000188613,ENSP00000393275
pigo,XM_015976236.1,XP_015831722.1,PIGO,ENSG00000165282,ENSP00000367880
LOC107375026,XM_015943364.1,XP_015798850.1,CLIC6,ENSG00000159212,ENSP00000353959
tmem161b,XM_015972483.1,XP_015827969.1,TMEM161B,ENSG00000164180,ENSP00000426354
LOC107392486,XM_015970320.1,XP_015825806.1,KRT19,ENSG00000171345,ENSP00000355124
fhl2,XM_015966154.1,XP_015821640.1,FHL2,ENSG00000115641,ENSP00000386892
cfap65,XM_015966764.1,XP_015822250.1,CFAP65,ENSG00000181378,ENSP00000409117
smyd3,XM_015952772.1,XP_015808258.1,SMYD3,ENSG00000185420,ENSP00000419184
echdc2,XM_015971665.1,XP_015827151.1,ECHDC2,ENSG00000121310,ENSP00000360577
LOC107377125,XM_015946549.1,XP_015802035.1,SLC8A1,ENSG00000183023,ENSP00000332931
dkk2,XM_015943699.1,XP_015799185.1,DKK2,ENSG00000155011,ENSP00000285311
LOC107396312,XM_015975975.1,XP_015831461.1,FTCDNL1,ENSG00000226124,ENSP00000482786
LOC107384526,XM_015957819.1,XP_015813305.1,RCAN1,ENSG00000159200,ENSP00000370527
LOC107383683,XM_015956435.1,XP_015811921.1,DLG1,ENSG00000075711,ENSP00000345731
LOC107396148,XM_015975701.1,XP_015831187.1,MARVELD2,ENSG00000152939,ENSP00000323264
gprin1,XM_015941718.1,XP_015797204.1,GPRIN1,ENSG00000169258,ENSP00000305839
LOC107396597,XM_015976370.1,XP_015831856.1,CCDC18,ENSG00000122483,ENSP00000359299
LOC107385427,XM_015959280.1,XP_015814766.1,MUSTN1,ENSG00000272573,ENSP00000419877
nudt9,XM_015945941.1,XP_015801427.1,NUDT9,ENSG00000170502,ENSP00000303575
epcam,XM_015940887.1,XP_015796373.1,TACSTD2,ENSG00000184292,ENSP00000360269
LOC107395976,XM_015975459.1,XP_015830945.1,GNPAT,ENSG00000116906,ENSP00000355607
LOC107372515,XM_015940742.1,XP_015796228.1,RC3H2,ENSG00000056586,ENSP00000349783
rpp25l,XM_015949636.1,XP_015805122.1,RPP25L,ENSG00000164967,ENSP00000297613
naca,XM_015968295.1,XP_015823781.1,NACA2,ENSG00000253506,ENSP00000427802
glyctk,XM_015958990.1,XP_015814476.1,GLYCTK,ENSG00000168237,ENSP00000389175
LOC107392988,XM_015971102.1,XP_015826588.1,NFIL3,ENSG00000165030,ENSP00000297689
LOC107376050,XM_015944977.1,XP_015800463.1,CD300LD,ENSG00000204345,ENSP00000364501
LOC107381215,XM_015952787.1,XP_015808273.1,USH2A,ENSG00000042781,ENSP00000305941
pcp4,XM_015951847.1,XP_015807333.1,PCP4,ENSG00000183036,ENSP00000329403
phex,XM_015955494.1,XP_015810980.1,PHEX,ENSG00000102174,ENSP00000368682
LOC107392184,XM_015969829.1,XP_015825315.1,BDKRB2,ENSG00000168398,ENSP00000450482
phf6,XM_015950175.1,XP_015805661.1,PHF6,ENSG00000156531,ENSP00000487420
LOC107386378,XM_015960725.1,XP_015816211.1,CCDC64B,ENSG00000162069,ENSP00000373998
mocos,XM_015944121.1,XP_015799607.1,MOCOS,ENSG00000075643,ENSP00000261326
ebpl,XM_015957858.1,XP_015813344.1,EBPL,ENSG00000123179,ENSP00000242827
gltscr1l,XM_015962819.1,XP_015818305.1,GLTSCR1L,ENSG00000112624,ENSP00000482211
LOC107381906,XM_015953843.1,XP_015809329.1,HK1,ENSG00000156515,ENSP00000402103
mpv17,XM_015947755.1,XP_015803241.1,MPV17,ENSG00000115204,ENSP00000384586
LOC107397018,XM_015976874.1,XP_015832360.1,NCL,ENSG00000115053,ENSP00000318195
evx2,XM_015966463.1,XP_015821949.1,EVX2,ENSG00000174279,ENSP00000312385
LOC107381349,XM_015952960.1,XP_015808446.1,NFAT5,ENSG00000102908,ENSP00000486610
LOC107397331,XM_015977294.1,XP_015832780.1,POU3F4,ENSG00000196767,ENSP00000362296
LOC107390414,XM_015967101.1,XP_015822587.1,PIGR,ENSG00000162896,ENSP00000348888
LOC107377635,XM_015947380.1,XP_015802866.1,PAPLN,ENSG00000100767,ENSP00000451803
LOC107373392,XM_015941534.1,XP_015797020.1,ZNF235,ENSG00000159917,ENSP00000291182
LOC107389441,XM_015965574.1,XP_015821060.1,FGF4,ENSG00000075388,ENSP00000168712
enpp4,XM_015952527.1,XP_015808013.1,ENPP4,ENSG00000001561,ENSP00000318066
suco,XM_015971796.1,XP_015827282.1,SUCO,ENSG00000094975,ENSP00000477484
LOC107382675,XM_015954921.1,XP_015810407.1,SH3GLB1,ENSG00000097033,ENSP00000479919
nudcd3,XM_015975367.1,XP_015830853.1,NUDCD3,ENSG00000015676,ENSP00000347626
cftr,XM_015963824.1,XP_015819310.1,CFTR,ENSG00000001626,ENSP00000003084
rbm41,XM_015961937.1,XP_015817423.1,RBM41,ENSG00000089682,ENSP00000361557
pdzd11,XM_015948928.1,XP_015804414.1,PDZD11,ENSG00000120509,ENSP00000363578
atxn7l3,XM_015948803.1,XP_015804289.1,ATXN7L3,ENSG00000087152,ENSP00000397259
tmem87a,XM_015969339.1,XP_015824825.1,TMEM87A,ENSG00000103978,ENSP00000374484
ndufaf3,XM_015958738.1,XP_015814224.1,NDUFAF3,ENSG00000178057,ENSP00000323076
mfsd6l,XM_015945248.1,XP_015800734.1,MFSD6L,ENSG00000185156,ENSP00000330051
LOC107393183,XM_015971390.1,XP_015826876.1,CDC34,ENSG00000099804,ENSP00000215574
dcp1b,XM_015958974.1,XP_015814460.1,DCP1B,ENSG00000151065,ENSP00000280665
kcna4,XM_015953906.1,XP_015809392.1,KCNA4,ENSG00000182255,ENSP00000328511
klhl31,XM_015976384.1,XP_015831870.1,KLHL31,ENSG00000124743,ENSP00000359942
mtmr7,XM_015945845.1,XP_015801331.1,MTMR7,ENSG00000003987,ENSP00000180173
anks1b,XM_015960062.1,XP_015815548.1,ANKS1B,ENSG00000185046,ENSP00000449629
LOC107383890,XM_015956766.1,XP_015812252.1,SRSF11,ENSG00000116754,ENSP00000359988
sesn1,XM_015947192.1,XP_015802678.1,SESN1,ENSG00000080546,ENSP00000393762
LOC107384393,XM_015957649.1,XP_015813135.1,PDE4B,ENSG00000184588,ENSP00000342637
c1qtnf7,XM_015976343.1,XP_015831829.1,C1QTNF7,ENSG00000163145,ENSP00000295297
LOC107372676,XM_015940889.1,XP_015796375.1,CCDC80,ENSG00000091986,ENSP00000411814
skap1,XM_015962418.1,XP_015817904.1,SKAP1,ENSG00000141293,ENSP00000464311
LOC107376148,XM_015945098.1,XP_015800584.1,BPTF,ENSG00000171634,ENSP00000315454
LOC107389755,XM_015966094.1,XP_015821580.1,LPAR2,ENSG00000064547,ENSP00000443256
foxn1,XM_015951629.1,XP_015807115.1,FOXN1,ENSG00000109101,ENSP00000226247
pgrmc2,XM_015969402.1,XP_015824888.1,PGRMC2,ENSG00000164040,ENSP00000481886
LOC107383602,XM_015956358.1,XP_015811844.1,CALR,ENSG00000179218,ENSP00000320866
pik3c2a,XM_015963847.1,XP_015819333.1,PIK3C2A,ENSG00000011405,ENSP00000265970
cdh22,XM_015959211.1,XP_015814697.1,CDH22,ENSG00000149654,ENSP00000437790
LOC107389534,XM_015965708.1,XP_015821194.1,ATP5J,ENSG00000154723,ENSP00000382971
LOC107377724,XM_015947521.1,XP_015803007.1,SYT14,ENSG00000143469,ENSP00000486230
tmem259,XM_015964420.1,XP_015819906.1,TMEM259,ENSG00000182087,ENSP00000349087
mtbp,XM_015949073.1,XP_015804559.1,MTBP,ENSG00000172167,ENSP00000303398
st18,XM_015956724.1,XP_015812210.1,ST18,ENSG00000147488,ENSP00000276480
pwwp2a,XM_015941933.1,XP_015797419.1,PWWP2A,ENSG00000170234,ENSP00000305151
LOC107374370,XM_015942519.1,XP_015798005.1,RAB40C,ENSG00000197562,ENSP00000438382
LOC107392746,XM_015970698.1,XP_015826184.1,HTR3C,ENSG00000178084,ENSP00000322617
pappa2,XM_015957303.1,XP_015812789.1,PAPPA2,ENSG00000116183,ENSP00000356634
anp32a,XM_015953600.1,XP_015809086.1,ANP32A,ENSG00000140350,ENSP00000417864
ctu2,XM_015945524.1,XP_015801010.1,CTU2,ENSG00000174177,ENSP00000456908
LOC107384413,XM_015957680.1,XP_015813166.1,TMEM69,ENSG00000159596,ENSP00000361095
LOC107382100,XM_015954091.1,XP_015809577.1,LARP6,ENSG00000166173,ENSP00000299213
pdcd6ip,XM_015973893.1,XP_015829379.1,PDCD6IP,ENSG00000170248,ENSP00000411825
plbd2,XM_015972596.1,XP_015828082.1,PLBD2,ENSG00000151176,ENSP00000280800
rfc1,XM_015954142.1,XP_015809628.1,RFC1,ENSG00000035928,ENSP00000371321
LOC107396040,XM_015975545.1,XP_015831031.1,VDAC2,ENSG00000165637,ENSP00000361635
LOC107375064,XM_015943409.1,XP_015798895.1,NIM1K,ENSG00000177453,ENSP00000420849
elf2,XM_015965895.1,XP_015821381.1,ELF2,ENSG00000109381,ENSP00000368868
nme7,XM_015962378.1,XP_015817864.1,NME7,ENSG00000143156,ENSP00000356785
LOC107378982,XM_015949506.1,XP_015804992.1,GRIK2,ENSG00000164418,ENSP00000397026
LOC107378951,XM_015949466.1,XP_015804952.1,C8orf76,ENSG00000189376,ENSP00000276704
cwc27,XM_015943097.1,XP_015798583.1,CWC27,ENSG00000153015,ENSP00000370460
LOC107373204,XM_015941369.1,XP_015796855.1,RRP7A,ENSG00000189306,ENSP00000321449
LOC107377554,XM_015947222.1,XP_015802708.1,AKAP12,ENSG00000131016,ENSP00000384537
disp2,XM_015970005.1,XP_015825491.1,DISP2,ENSG00000140323,ENSP00000267889
trpc1,XM_015955094.1,XP_015810580.1,TRPC1,ENSG00000144935,ENSP00000419313
LOC107394343,XM_015973264.1,XP_015828750.1,HINT2,ENSG00000137133,ENSP00000259667
LOC107378535,XM_015948793.1,XP_015804279.1,VIM,ENSG00000026025,ENSP00000446007
LOC107393115,XM_015971292.1,XP_015826778.1,S1PR4,ENSG00000125910,ENSP00000246115
arhgef10l,XM_015958408.1,XP_015813894.1,ARHGEF10L,ENSG00000074964,ENSP00000355060
spred2,XM_015972882.1,XP_015828368.1,SPRED2,ENSG00000198369,ENSP00000390595
LOC107386490,XM_015960912.1,XP_015816398.1,MPDU1,ENSG00000129255,ENSP00000483943
cadm2,XM_015951339.1,XP_015806825.1,CADM2,ENSG00000175161,ENSP00000384193
kiaa0825,XM_015972418.1,XP_015827904.1,KIAA0825,ENSG00000185261,ENSP00000424618
prelid1,XM_015971963.1,XP_015827449.1,PRELID1,ENSG00000169230,ENSP00000302114
LOC107385549,XM_015959503.1,XP_015814989.1,ACAP3,ENSG00000131584,ENSP00000346733
LOC107381069,XM_015952558.1,XP_015808044.1,FRMPD4,ENSG00000169933,ENSP00000370057
cxcl12,XM_015944252.1,XP_015799738.1,CXCL12,ENSG00000107562,ENSP00000379140
ptbp3,XM_015943304.1,XP_015798790.1,PTBP1,ENSG00000011304,ENSP00000489604
serpine3,XM_015965581.1,XP_015821067.1,SERPINE3,ENSG00000253309,ENSP00000428316
LOC107396815,XM_015976665.1,XP_015832151.1,VWA5A,ENSG00000110002,ENSP00000376504
slc33a1,XM_015951830.1,XP_015807316.1,SLC33A1,ENSG00000169359,ENSP00000352456
LOC107382288,XM_015954383.1,XP_015809869.1,LGALSL,ENSG00000119862,ENSP00000238875
mad1l1,XM_015966451.1,XP_015821937.1,MAD1L1,ENSG00000002822,ENSP00000265854
LOC107389382,XM_015965508.1,XP_015820994.1,CXCR1,ENSG00000163464,ENSP00000295683
LOC107377648,XM_015947401.1,XP_015802887.1,ZBED1,ENSG00000214717,ENSP00000370621
wbp2nl,XM_015945294.1,XP_015800780.1,WBP2,ENSG00000132471,ENSP00000254806
LOC107391484,XM_015968805.1,XP_015824291.1,GATA3,ENSG00000107485,ENSP00000368632
LOC107384114,XM_015957187.1,XP_015812673.1,RAPGEF4,ENSG00000091428,ENSP00000380271
LOC107381833,XM_015953735.1,XP_015809221.1,SLC24A2,ENSG00000155886,ENSP00000344801
rps6kb1,XM_015951833.1,XP_015807319.1,RPS6KB1,ENSG00000108443,ENSP00000225577
LOC107387262,XM_015962134.1,XP_015817620.1,ZNF235,ENSG00000159917,ENSP00000291182
unc45a,XM_015964806.1,XP_015820292.1,UNC45A,ENSG00000140553,ENSP00000407487
LOC107384272,XM_015957428.1,XP_015812914.1,SCN9A,ENSG00000169432,ENSP00000304748
unc119b,XM_015972032.1,XP_015827518.1,UNC119B,ENSG00000175970,ENSP00000344942
ipcef1,XM_015970424.1,XP_015825910.1,IPCEF1,ENSG00000074706,ENSP00000356189
caprin1,XM_015964137.1,XP_015819623.1,CAPRIN1,ENSG00000135387,ENSP00000434150
ap4b1,XM_015968883.1,XP_015824369.1,AP4B1,ENSG00000134262,ENSP00000256658
kctd4,XM_015966834.1,XP_015822320.1,KCTD4,ENSG00000180332,ENSP00000368402
smpdl3b,XM_015950097.1,XP_015805583.1,SMPDL3B,ENSG00000130768,ENSP00000363001
LOC107387919,XM_015963184.1,XP_015818670.1,UBTF,ENSG00000108312,ENSP00000435708
rnf6,XM_015955199.1,XP_015810685.1,RNF6,ENSG00000127870,ENSP00000370982
LOC107384088,XM_015957149.1,XP_015812635.1,CDKN1B,ENSG00000111276,ENSP00000379629
tbc1d22b,XM_015976267.1,XP_015831753.1,TBC1D22B,ENSG00000065491,ENSP00000362590
matk,XM_015971310.1,XP_015826796.1,MATK,ENSG00000007264,ENSP00000478847
