From	To
Q9GZN4	ENSP00000496223
Q9GZN6	ENSP00000338627
Q9GZN6	ENSP00000404022
Q9GZN7	ENSP00000322832
Q9GZN8	ENSP00000217195
Q9GZN8	ENSP00000369097
Q9GZN8	ENSP00000382580
Q9GZP0	ENSP00000302193
Q9GZP0	ENSP00000376865
Q9GZP1	ENSP00000371722
Q9GZP1	ENSP00000371728
Q9GZP1	ENSP00000482706
Q9GZP4	ENSP00000246151
Q9GZP7	ENSP00000322339
Q9GZP8	ENSP00000301246
Q9GZP8	ENSP00000464940
Q9GZP9	ENSP00000158771
Q9GZQ3	ENSP00000304544
Q9GZQ3	ENSP00000385793
Q9GZQ3	ENSP00000394331
Q9GZQ3	ENSP00000445840
Q9GZQ4	ENSP00000255262
Q9GZQ6	ENSP00000277942
Q9GZQ8	ENSP00000268607
Q9GZR1	ENSP00000359027
Q9GZR1	ENSP00000402527
Q9GZR2	ENSP00000361003
Q9GZR2	ENSP00000361010
Q9GZR2	ENSP00000487504
Q9GZR2	ENSP00000486065
Q9GZR5	ENSP00000358831
Q9GZR7	ENSP00000328690
Q9GZR7	ENSP00000482106
Q9GZR7	ENSP00000478630
Q9GZR7	ENSP00000481495
Q9GZS0	ENSP00000308312
Q9GZS0	ENSP00000400252
Q9GZS0	ENSP00000461950
Q9GZS1	ENSP00000367023
Q9GZS1	ENSP00000367029
Q9GZS3	ENSP00000267973
Q9GZS3	ENSP00000453801
Q9GZS9	ENSP00000338783
Q9GZT3	ENSP00000238688
Q9GZT3	ENSP00000450909
Q9GZT4	ENSP00000339435
Q9GZT5	ENSP00000258411
Q9GZT6	ENSP00000390990
Q9GZT6	ENSP00000431424
Q9GZT6	ENSP00000431345
Q9GZT6	ENSP00000434724
Q9GZT8	ENSP00000352711
Q9GZT8	ENSP00000386394
Q9GZT8	ENSP00000387315
Q9GZT8	ENSP00000387021
Q9GZT9	ENSP00000355601
Q9GZU0	ENSP00000367342
Q9GZU0	ENSP00000367359
Q9GZU1	ENSP00000264079
Q9GZU2	ENSP00000326581
Q9GZU2	ENSP00000472402
Q9GZU2	ENSP00000473190
Q9GZU2	ENSP00000472395
Q9GZU2	ENSP00000469486
Q9GZU2	ENSP00000496914
Q9GZU2	ENSP00000498047
Q9GZU2	ENSP00000498138
Q9GZU2	ENSP00000497512
Q9GZU2	ENSP00000496867
Q9GZU2	ENSP00000497466
Q9GZU2	ENSP00000497971
Q9GZU3	ENSP00000338165
Q9GZU5	ENSP00000340328
Q9GZU5	ENSP00000367465
Q9GZU7	ENSP00000273062
Q9GZU7	ENSP00000392248
Q9GZU8	ENSP00000335808
Q9GZU8	ENSP00000374098
Q9GZU8	ENSP00000456211
Q9GZU8	ENSP00000457850
Q9GZU8	ENSP00000457740
Q9GZV1	ENSP00000298808
Q9GZV1	ENSP00000306163
Q9GZV3	ENSP00000264047
Q9GZV3	ENSP00000387346
Q9GZV4	ENSP00000295822
Q9GZV5	ENSP00000353847
Q9GZV5	ENSP00000419465
Q9GZV5	ENSP00000419234
Q9GZV7	ENSP00000255039
Q9GZV8	ENSP00000276594
Q9GZV9	ENSP00000237837
Q9GZW8	ENSP00000300184
Q9GZW8	ENSP00000350983
Q9GZW8	ENSP00000434637
Q9GZX3	ENSP00000328983
Q9GZX3	ENSP00000375079
Q9GZX3	ENSP00000497635
Q9GZX3	ENSP00000496806
Q9GZX3	ENSP00000497758
Q9GZX5	ENSP00000243644
Q9GZX6	ENSP00000329384
Q9GZX6	ENSP00000442424
Q9GZX7	ENSP00000229335
Q9GZX7	ENSP00000445691
Q9GZX9	ENSP00000262120
Q9GZX9	ENSP00000463331
Q9GZY0	ENSP00000472530
Q9GZY0	ENSP00000474659
Q9GZY0	ENSP00000474598
Q9GZY0	ENSP00000485586
Q9GZY1	ENSP00000432353
Q9GZY4	ENSP00000223336
Q9GZY4	ENSP00000312100
Q9GZY4	ENSP00000379218
Q9GZY4	ENSP00000400759
Q9GZY4	ENSP00000395586
Q9GZY4	ENSP00000416406
Q9GZY4	ENSP00000413777
Q9GZY6	ENSP00000275635
Q9GZY6	ENSP00000344881
Q9GZY6	ENSP00000381492
Q9GZY6	ENSP00000420494
Q9GZY6	ENSP00000433807
Q9GZY8	ENSP00000304898
Q9GZY8	ENSP00000338412
Q9GZY8	ENSP00000304134
Q9GZY8	ENSP00000302037
Q9GZY8	ENSP00000346498
Q9GZY8	ENSP00000386964
Q9GZY8	ENSP00000386641
Q9GZZ0	ENSP00000328598
Q9GZZ1	ENSP00000240922
Q9GZZ6	ENSP00000250699
Q9GZZ7	ENSP00000290417
Q9GZZ7	ENSP00000313423
Q9GZZ7	ENSP00000435801
Q9GZZ8	ENSP00000257867
Q9GZZ9	ENSP00000264991
Q9GZZ9	ENSP00000348565
Q9GZZ9	ENSP00000418807
Q9H000	ENSP00000170447
Q9H000	ENSP00000396340
Q9H008	ENSP00000357832
Q9H008	ENSP00000357835
Q9H009	ENSP00000427802
Q9H013	ENSP00000257527
Q9H013	ENSP00000428654
Q9H015	ENSP00000200652
Q9H019	ENSP00000363418
Q9H019	ENSP00000363419
Q9H019	ENSP00000363421
Q9H019	ENSP00000363426
Q9H019	ENSP00000434751
Q9H019	ENSP00000435461
Q9H040	ENSP00000008440
Q9H040	ENSP00000295050
Q9H040	ENSP00000375731
Q9H061	ENSP00000306887
Q9H061	ENSP00000436590
Q9H061	ENSP00000434357
Q9H063	ENSP00000318604
Q9H063	ENSP00000436720
Q9H069	ENSP00000326870
Q9H069	ENSP00000382136
Q9H069	ENSP00000382140
Q9H069	ENSP00000462661
Q9H074	ENSP00000302768
Q9H074	ENSP00000339622
Q9H074	ENSP00000387729
Q9H078	ENSP00000294053
Q9H078	ENSP00000340385
Q9H078	ENSP00000407296
Q9H078	ENSP00000441518
Q9H079	ENSP00000256544
Q9H081	ENSP00000370557
Q9H081	ENSP00000461252
Q9H081	ENSP00000484532
Q9H082	ENSP00000306496
Q9H089	ENSP00000265245
Q9H091	ENSP00000269289
Q9H091	ENSP00000391742
Q9H091	ENSP00000459501
Q9H091	ENSP00000465435
Q9H093	ENSP00000356125
Q9H094	ENSP00000316782
Q9H094	ENSP00000340336
Q9H094	ENSP00000415711
Q9H094	ENSP00000484028
Q9H095	ENSP00000265239
Q9H095	ENSP00000407736
Q9H0A0	ENSP00000257829
Q9H0A0	ENSP00000433011
Q9H0A6	ENSP00000315950
Q9H0A6	ENSP00000376497
Q9H0A6	ENSP00000376499
Q9H0A6	ENSP00000376503
Q9H0A6	ENSP00000385285
Q9H0A6	ENSP00000405588
Q9H0A8	ENSP00000267935
Q9H0A8	ENSP00000340867
Q9H0A8	ENSP00000433662
Q9H0A8	ENSP00000457693
Q9H0A9	ENSP00000291672
Q9H0A9	ENSP00000333869
Q9H0A9	ENSP00000478124
Q9H0A9	ENSP00000483544
Q9H0B3	ENSP00000376213
Q9H0B3	ENSP00000470780
Q9H0B3	ENSP00000472912
Q9H0B6	ENSP00000314837
Q9H0B6	ENSP00000377630
Q9H0B6	ENSP00000377631
Q9H0B6	ENSP00000399403
Q9H0B6	ENSP00000408484
Q9H0B8	ENSP00000262424
Q9H0B8	ENSP00000457655
Q9H0B8	ENSP00000454858
Q9H0C1	ENSP00000361646
Q9H0C2	ENSP00000281154
Q9H0C3	ENSP00000266534
Q9H0C5	ENSP00000261721
Q9H0C5	ENSP00000368713
Q9H0C8	ENSP00000254654
Q9H0D2	ENSP00000375770
Q9H0D6	ENSP00000366396
Q9H0E2	ENSP00000314733
Q9H0E2	ENSP00000434035
Q9H0E3	ENSP00000259235
Q9H0E3	ENSP00000350333
Q9H0E7	ENSP00000258499
Q9H0E7	ENSP00000376806
Q9H0E7	ENSP00000442629
Q9H0E9	ENSP00000230901
Q9H0E9	ENSP00000254900
Q9H0E9	ENSP00000394330
Q9H0F5	ENSP00000259605
Q9H0F5	ENSP00000343947
Q9H0F5	ENSP00000335239
Q9H0F5	ENSP00000349566
Q9H0F5	ENSP00000367109
Q9H0F5	ENSP00000367117
Q9H0F5	ENSP00000483536
Q9H0F6	ENSP00000352551
Q9H0F6	ENSP00000381698
Q9H0F7	ENSP00000337722
Q9H0F7	ENSP00000377756
Q9H0F7	ENSP00000419619
Q9H0F7	ENSP00000418057
Q9H0G5	ENSP00000247026
Q9H0H0	ENSP00000414237
Q9H0H0	ENSP00000482710
Q9H0H3	ENSP00000336800
Q9H0H5	ENSP00000309871
Q9H0H5	ENSP00000404190
Q9H0H5	ENSP00000404808
Q9H0H5	ENSP00000449370
Q9H0H5	ENSP00000449374
Q9H0I2	ENSP00000243878
Q9H0I3	ENSP00000219299
Q9H0I3	ENSP00000402588
Q9H0I9	ENSP00000280605
Q9H0J9	ENSP00000263549
Q9H0K1	ENSP00000305976
Q9H0K6	ENSP00000343081
Q9H0K6	ENSP00000415899
Q9H0K6	ENSP00000398497
Q9H0K6	ENSP00000447706
Q9H0L4	ENSP00000332444
Q9H0M0	ENSP00000265428
Q9H0M0	ENSP00000427793
Q9H0M4	ENSP00000354210
Q9H0M4	ENSP00000381109
Q9H0M4	ENSP00000419187
Q9H0M5	ENSP00000254321
Q9H0N0	ENSP00000387307
Q9H0N5	ENSP00000254908
Q9H0N5	ENSP00000421544
Q9H0P0	ENSP00000371039
Q9H0P0	ENSP00000379456
Q9H0P0	ENSP00000385261
Q9H0P0	ENSP00000387166
Q9H0P0	ENSP00000484415
Q9H0P0	ENSP00000496364
Q9H0Q3	ENSP00000260282
Q9H0Q3	ENSP00000431427
Q9H0Q3	ENSP00000433312
Q9H0Q3	ENSP00000431446
Q9H0Q3	ENSP00000463158
Q9H0Q3	ENSP00000442756
Q9H0R1	ENSP00000261558
Q9H0R3	ENSP00000363189
Q9H0R3	ENSP00000483276
Q9H0R4	ENSP00000300605
Q9H0R5	ENSP00000359512
Q9H0R6	ENSP00000358042
Q9H0R8	ENSP00000266458
Q9H0R8	ENSP00000411256
Q9H0R8	ENSP00000445857
Q9H0R8	ENSP00000444186
Q9H0S4	ENSP00000319578
Q9H0S4	ENSP00000350698
Q9H0T7	ENSP00000264601
Q9H0T7	ENSP00000386589
Q9H0U3	ENSP00000362433
Q9H0U3	ENSP00000480732
Q9H0U4	ENSP00000310226
Q9H0U6	ENSP00000356001
Q9H0U9	ENSP00000357597
Q9H0V1	ENSP00000323068
Q9H0V1	ENSP00000410307
Q9H0V1	ENSP00000390696
Q9H0V9	ENSP00000264963
Q9H0V9	ENSP00000366280
Q9H0W5	ENSP00000303158
Q9H0W5	ENSP00000496828
Q9H0W7	ENSP00000310796
Q9H0W8	ENSP00000270066
Q9H0W8	ENSP00000471398
Q9H0W9	ENSP00000331209
Q9H0W9	ENSP00000346403
Q9H0W9	ENSP00000435113
Q9H0W9	ENSP00000433721
Q9H0W9	ENSP00000442094
Q9H0X4	ENSP00000301678
Q9H0X4	ENSP00000301679
Q9H0X4	ENSP00000382814
Q9H0X6	ENSP00000375397
Q9H0X6	ENSP00000376572
Q9H0X9	ENSP00000263650
Q9H0X9	ENSP00000302872
Q9H0X9	ENSP00000374639
Q9H0X9	ENSP00000433342
Q9H0Y0	ENSP00000282185
Q9H0Y0	ENSP00000347309
Q9H0Y0	ENSP00000404938
Q9H0Y0	ENSP00000425182
Q9H0Z9	ENSP00000348538
Q9H0Z9	ENSP00000407848
Q9H106	ENSP00000371036
Q9H112	ENSP00000366206
Q9H112	ENSP00000366208
Q9H114	ENSP00000246020
Q9H114	ENSP00000344907
Q9H115	ENSP00000366225
Q9H115	ENSP00000381459
Q9H115	ENSP00000413600
Q9H116	ENSP00000338290
Q9H116	ENSP00000366250
Q9H147	ENSP00000361705
Q9H156	ENSP00000359521
Q9H158	ENSP00000253807
Q9H158	ENSP00000386356
Q9H159	ENSP00000262150
Q9H159	ENSP00000439593
Q9H160	ENSP00000307183
Q9H161	ENSP00000332744
Q9H165	ENSP00000338774
Q9H165	ENSP00000349300
Q9H165	ENSP00000352648
Q9H165	ENSP00000487844
Q9H165	ENSP00000496168
Q9H169	ENSP00000265770
Q9H169	ENSP00000342538
Q9H169	ENSP00000428474
Q9H169	ENSP00000428428
Q9H171	ENSP00000360215
Q9H171	ENSP00000379167
Q9H171	ENSP00000440552
Q9H172	ENSP00000479253
Q9H172	ENSP00000481728
Q9H172	ENSP00000484289
Q9H173	ENSP00000265195
Q9H173	ENSP00000378294
Q9H175	ENSP00000228515
Q9H190	ENSP00000342935
Q9H190	ENSP00000354013
Q9H190	ENSP00000371229
Q9H190	ENSP00000371233
Q9H1A3	ENSP00000350874
Q9H1A3	ENSP00000379335
Q9H1A3	ENSP00000491526
Q9H1A3	ENSP00000491241
Q9H1A4	ENSP00000339109
Q9H1A7	ENSP00000368645
Q9H1B4	ENSP00000263032
Q9H1B4	ENSP00000331535
Q9H1B4	ENSP00000354539
Q9H1B4	ENSP00000361889
Q9H1B4	ENSP00000426978
Q9H1B4	ENSP00000422976
Q9H1B4	ENSP00000442401
Q9H1B5	ENSP00000017003
Q9H1B7	ENSP00000238647
Q9H1C0	ENSP00000327875
Q9H1C0	ENSP00000393098
Q9H1C3	ENSP00000354053
Q9H1C3	ENSP00000449750
Q9H1C3	ENSP00000447450
Q9H1C4	ENSP00000227471
Q9H1C7	ENSP00000261811
Q9H1D0	ENSP00000492723
Q9H1D9	ENSP00000366828
Q9H1E1	ENSP00000298690
Q9H1E1	ENSP00000431382
Q9H1E3	ENSP00000356110
Q9H1E5	ENSP00000246024
Q9H1F0	ENSP00000361726
Q9H1H1	ENSP00000362094
Q9H1H1	ENSP00000362096
Q9H1H9	ENSP00000259711
Q9H1H9	ENSP00000368091
Q9H1H9	ENSP00000368103
Q9H1H9	ENSP00000368120
Q9H1H9	ENSP00000425453
Q9H1I8	ENSP00000305502
Q9H1I8	ENSP00000380877
Q9H1I8	ENSP00000437570
Q9H1J1	ENSP00000329592
Q9H1J1	ENSP00000364448
Q9H1J5	ENSP00000354726
Q9H1J5	ENSP00000381739
Q9H1J7	ENSP00000308887
Q9H1J7	ENSP00000380379
Q9H1J7	ENSP00000439312
Q9H1K0	ENSP00000253699
Q9H1K0	ENSP00000422551
Q9H1K1	ENSP00000310623
Q9H1K1	ENSP00000376554
Q9H1K4	ENSP00000329033
Q9H1K4	ENSP00000382710
Q9H1K6	ENSP00000267984
Q9H1M0	ENSP00000361544
Q9H1M0	ENSP00000433269
Q9H1M3	ENSP00000246105
Q9H1M4	ENSP00000371825
Q9H1N7	ENSP00000368981
Q9H1N7	ENSP00000496368
Q9H1N7	ENSP00000497645
Q9H1P3	ENSP00000316649
Q9H1P3	ENSP00000350755
Q9H1P3	ENSP00000494549
Q9H1P3	ENSP00000495379
Q9H1Q7	ENSP00000349334
Q9H1Q7	ENSP00000353868
Q9H1R2	ENSP00000278979
Q9H1R2	ENSP00000341658
Q9H1R2	ENSP00000365133
Q9H1R2	ENSP00000381157
Q9H1R2	ENSP00000381158
Q9H1R2	ENSP00000419818
Q9H1R3	ENSP00000365152
Q9H1R3	ENSP00000365162
Q9H1U4	ENSP00000363040
Q9H1U9	ENSP00000242275
Q9H1U9	ENSP00000366945
Q9H1V8	ENSP00000330199
Q9H1X1	ENSP00000361236
Q9H1X1	ENSP00000361238
Q9H1X3	ENSP00000320650
Q9H1Y0	ENSP00000343313
Q9H1Y0	ENSP00000358072
Q9H1Y0	ENSP00000490493
Q9H1Y3	ENSP00000355512
Q9H1Z4	ENSP00000218056
Q9H1Z4	ENSP00000365919
Q9H1Z8	ENSP00000238044
Q9H1Z9	ENSP00000331620
Q9H201	ENSP00000268933
Q9H201	ENSP00000421933
Q9H204	ENSP00000237380
Q9H205	ENSP00000307447
Q9H205	ENSP00000493074
Q9H207	ENSP00000299454
Q9H208	ENSP00000303862
Q9H208	ENSP00000493131
Q9H209	ENSP00000369157
Q9H210	ENSP00000299459
Q9H211	ENSP00000301019
Q9H213	ENSP00000343706
Q9H221	ENSP00000272286
Q9H221	ENSP00000496450
Q9H222	ENSP00000260645
Q9H222	ENSP00000384513
Q9H223	ENSP00000220325
Q9H228	ENSP00000328472
Q9H228	ENSP00000416915
Q9H237	ENSP00000322304
Q9H237	ENSP00000348233
Q9H237	ENSP00000352946
Q9H237	ENSP00000354978
Q9H237	ENSP00000356546
Q9H237	ENSP00000446401
Q9H239	ENSP00000473853
Q9H239	ENSP00000484430
Q9H239	ENSP00000483539
Q9H239	ENSP00000488096
Q9H244	ENSP00000307259
Q9H246	ENSP00000235307
Q9H251	ENSP00000224721
Q9H251	ENSP00000381768
Q9H251	ENSP00000473454
Q9H251	ENSP00000478374
Q9H252	ENSP00000396900
Q9H252	ENSP00000464672
Q9H252	ENSP00000463830
Q9H252	ENSP00000463533
Q9H254	ENSP00000263373
Q9H254	ENSP00000375877
Q9H254	ENSP00000469242
Q9H255	ENSP00000380153
Q9H255	ENSP00000493442
Q9H257	ENSP00000360797
Q9H257	ENSP00000360799
Q9H257	ENSP00000451368
Q9H267	ENSP00000327650
Q9H269	ENSP00000369810
Q9H269	ENSP00000369836
Q9H270	ENSP00000479680
Q9H293	ENSP00000328111
Q9H293	ENSP00000380417
Q9H295	ENSP00000297581
Q9H295	ENSP00000428869
Q9H295	ENSP00000480546
Q9H299	ENSP00000270792
Q9H2A2	ENSP00000265605
Q9H2A2	ENSP00000325473
Q9H2A2	ENSP00000356819
Q9H2A2	ENSP00000356821
Q9H2A3	ENSP00000317333
Q9H2A7	ENSP00000293778
Q9H2A7	ENSP00000459592
Q9H2A9	ENSP00000262622
Q9H2A9	ENSP00000392604
Q9H2A9	ENSP00000393879
Q9H2B2	ENSP00000255224
Q9H2B2	ENSP00000466930
Q9H2B4	ENSP00000354721
Q9H2B4	ENSP00000381528
Q9H2B4	ENSP00000381532
Q9H2B4	ENSP00000483506
Q9H2C0	ENSP00000476795
Q9H2C0	ENSP00000497351
Q9H2C1	ENSP00000261731
Q9H2C2	ENSP00000312458
Q9H2C5	ENSP00000303469
Q9H2C5	ENSP00000493298
Q9H2C8	ENSP00000321729
Q9H2D1	ENSP00000297578
Q9H2D6	ENSP00000386026
Q9H2D6	ENSP00000384312
Q9H2D6	ENSP00000383913
Q9H2D6	ENSP00000496394
Q9H2D6	ENSP00000495322
Q9H2E6	ENSP00000345512
Q9H2E6	ENSP00000424388
Q9H2F3	ENSP00000262520
Q9H2F3	ENSP00000297679
Q9H2F5	ENSP00000263062
Q9H2F5	ENSP00000318559
Q9H2F5	ENSP00000364251
Q9H2F9	ENSP00000337209
Q9H2F9	ENSP00000413406
Q9H2F9	ENSP00000466690
Q9H2G2	ENSP00000336824
Q9H2G2	ENSP00000358770
Q9H2G4	ENSP00000364591
Q9H2G9	ENSP00000327541
Q9H2G9	ENSP00000356781
Q9H2G9	ENSP00000356782
Q9H2H0	ENSP00000412267
Q9H2H8	ENSP00000286175
Q9H2H8	ENSP00000376107
Q9H2H8	ENSP00000387012
Q9H2H9	ENSP00000381634
Q9H2H9	ENSP00000398142
Q9H2H9	ENSP00000447853
Q9H2H9	ENSP00000449607
Q9H2I8	ENSP00000361577
Q9H2J4	ENSP00000264254
Q9H2J7	ENSP00000266682
Q9H2J7	ENSP00000390706
Q9H2J7	ENSP00000450145
Q9H2K0	ENSP00000370508
Q9H2K0	ENSP00000370512
Q9H2K0	ENSP00000384659
Q9H2K2	ENSP00000360689
Q9H2K8	ENSP00000376317
Q9H2K8	ENSP00000416374
Q9H2L4	ENSP00000257663
Q9H2L5	ENSP00000339692
Q9H2M3	ENSP00000255192
Q9H2M3	ENSP00000430278
Q9H2M9	ENSP00000351832
Q9H2P0	ENSP00000342905
Q9H2P0	ENSP00000360662
Q9H2P0	ENSP00000379346
Q9H2P0	ENSP00000379349
Q9H2P0	ENSP00000483881
Q9H2P9	ENSP00000339630
Q9H2P9	ENSP00000359127
Q9H2P9	ENSP00000418282
Q9H2R5	ENSP00000314783
Q9H2R5	ENSP00000469315
Q9H2S1	ENSP00000264773
Q9H2S1	ENSP00000421439
Q9H2S1	ENSP00000483124
Q9H2S5	ENSP00000244360
Q9H2S5	ENSP00000365941
Q9H2S5	ENSP00000365942
Q9H2S5	ENSP00000407248
Q9H2S5	ENSP00000393560
Q9H2S5	ENSP00000398512
Q9H2S5	ENSP00000392508
Q9H2S5	ENSP00000415281
Q9H2S5	ENSP00000401131
Q9H2S5	ENSP00000408539
Q9H2S5	ENSP00000407291
Q9H2S5	ENSP00000391822
Q9H2S5	ENSP00000395696
Q9H2S5	ENSP00000405340
Q9H2S6	ENSP00000362122
Q9H2S9	ENSP00000262032
Q9H2S9	ENSP00000412101
Q9H2S9	ENSP00000448419
Q9H2T7	ENSP00000373770
Q9H2T7	ENSP00000429298
Q9H2T7	ENSP00000430444
Q9H2T7	ENSP00000430599
Q9H2T7	ENSP00000427975
Q9H2U1	ENSP00000309296
Q9H2U1	ENSP00000330113
Q9H2U1	ENSP00000417078
Q9H2U2	ENSP00000343885
Q9H2U2	ENSP00000313061
Q9H2U2	ENSP00000340352
Q9H2U2	ENSP00000389957
Q9H2U9	ENSP00000175238
Q9H2U9	ENSP00000393073
Q9H2V7	ENSP00000309945
Q9H2V7	ENSP00000318228
Q9H2V7	ENSP00000335494
Q9H2V7	ENSP00000306050
Q9H2W1	ENSP00000403212
Q9H2W1	ENSP00000392921
Q9H2W1	ENSP00000392770
Q9H2W1	ENSP00000431901
Q9H2W1	ENSP00000436979
Q9H2W1	ENSP00000431266
Q9H2W2	ENSP00000355775
Q9H2W2	ENSP00000442439
Q9H2W6	ENSP00000312311
Q9H2X0	ENSP00000204604
Q9H2X0	ENSP00000334036
Q9H2X0	ENSP00000348930
Q9H2X0	ENSP00000392794
Q9H2X0	ENSP00000408624
Q9H2X3	ENSP00000248228
Q9H2X3	ENSP00000316228
Q9H2X3	ENSP00000351954
Q9H2X3	ENSP00000470132
Q9H2X3	ENSP00000471125
Q9H2X3	ENSP00000471132
Q9H2X6	ENSP00000385571
Q9H2X6	ENSP00000413724
Q9H2X8	ENSP00000238609
Q9H2X8	ENSP00000482521
Q9H2X9	ENSP00000243964
Q9H2X9	ENSP00000387694
Q9H2Y7	ENSP00000263805
Q9H2Y7	ENSP00000455674
Q9H2Y9	ENSP00000260126
Q9H2Y9	ENSP00000434422
Q9H2Y9	ENSP00000431611
Q9H2Z4	ENSP00000345147
Q9H300	ENSP00000310676
Q9H300	ENSP00000325421
Q9H305	ENSP00000382508
Q9H305	ENSP00000455050
Q9H305	ENSP00000454994
Q9H305	ENSP00000455462
Q9H305	ENSP00000457877
Q9H305	ENSP00000480842
Q9H305	ENSP00000488843
Q9H305	ENSP00000488474
Q9H305	ENSP00000488066
Q9H305	ENSP00000487657
Q9H306	ENSP00000260229
Q9H307	ENSP00000216832
Q9H310	ENSP00000441197
Q9H313	ENSP00000301194
Q9H313	ENSP00000365713
Q9H313	ENSP00000365714
Q9H313	ENSP00000480177
Q9H313	ENSP00000484881
Q9H313	ENSP00000484774
Q9H313	ENSP00000484077
Q9H313	ENSP00000484835
Q9H313	ENSP00000479779
Q9H313	ENSP00000480769
Q9H313	ENSP00000484548
Q9H313	ENSP00000481601
Q9H313	ENSP00000483288
Q9H313	ENSP00000481138
Q9H313	ENSP00000482372
Q9H320	ENSP00000370447
Q9H321	ENSP00000370420
Q9H322	ENSP00000321309
Q9H324	ENSP00000470501
Q9H329	ENSP00000363685
Q9H329	ENSP00000363694
Q9H330	ENSP00000363714
Q9H334	ENSP00000318721
Q9H334	ENSP00000318902
Q9H334	ENSP00000419393
Q9H334	ENSP00000417857
Q9H334	ENSP00000418524
Q9H334	ENSP00000418102
Q9H334	ENSP00000484803
Q9H334	ENSP00000477918
Q9H334	ENSP00000497914
Q9H334	ENSP00000497344
Q9H334	ENSP00000498110
Q9H334	ENSP00000496873
Q9H334	ENSP00000496810
Q9H334	ENSP00000497369
Q9H334	ENSP00000496990
Q9H334	ENSP00000496841
Q9H336	ENSP00000262207
Q9H336	ENSP00000429746
Q9H339	ENSP00000300773
Q9H340	ENSP00000369568
Q9H341	ENSP00000333196
Q9H341	ENSP00000493005
Q9H343	ENSP00000369559
Q9H344	ENSP00000341987
Q9H344	ENSP00000493016
Q9H346	ENSP00000326232
Q9H361	ENSP00000281589
Q9H3C7	ENSP00000478220
Q9H3C7	ENSP00000478954
Q9H3D4	ENSP00000264731
Q9H3D4	ENSP00000317510
Q9H3D4	ENSP00000346614
Q9H3D4	ENSP00000376253
Q9H3D4	ENSP00000376254
Q9H3D4	ENSP00000376256
Q9H3D4	ENSP00000407144
Q9H3D4	ENSP00000392488
Q9H3D4	ENSP00000394337
Q9H3D4	ENSP00000387839
Q9H3D4	ENSP00000389485
Q9H3E2	ENSP00000264694
Q9H3E2	ENSP00000426255
Q9H3E2	ENSP00000483653
Q9H3F6	ENSP00000228495
Q9H3G5	ENSP00000265394
Q9H3G5	ENSP00000379572
Q9H3G5	ENSP00000387164
Q9H3H1	ENSP00000321810
Q9H3H1	ENSP00000361905
Q9H3H1	ENSP00000388333
Q9H3H1	ENSP00000437700
Q9H3H3	ENSP00000398350
Q9H3H3	ENSP00000409681
Q9H3H3	ENSP00000433914
Q9H3H5	ENSP00000346142
Q9H3H5	ENSP00000386597
Q9H3J6	ENSP00000253233
Q9H3J6	ENSP00000390647
Q9H3J6	ENSP00000391513
Q9H3K2	ENSP00000361207
Q9H3K6	ENSP00000306752
Q9H3K6	ENSP00000331127
Q9H3L0	ENSP00000301920
Q9H3L0	ENSP00000389060
Q9H3M0	ENSP00000295082
Q9H3M7	ENSP00000396322
Q9H3M7	ENSP00000462521
Q9H3M9	ENSP00000369996
Q9H3N1	ENSP00000393316
Q9H3N8	ENSP00000256906
Q9H3N8	ENSP00000402526
Q9H3P2	ENSP00000399165
Q9H3P7	ENSP00000355777
Q9H3Q1	ENSP00000338258
Q9H3Q1	ENSP00000404270
Q9H3Q3	ENSP00000192314
Q9H3R0	ENSP00000370707
Q9H3R0	ENSP00000370710
Q9H3R0	ENSP00000440656
Q9H3R0	ENSP00000445427
Q9H3R1	ENSP00000264363
Q9H3R1	ENSP00000423218
Q9H3R1	ENSP00000483949
Q9H3R2	ENSP00000485028
Q9H3R5	ENSP00000283006
Q9H3S1	ENSP00000347117
Q9H3S1	ENSP00000357265
Q9H3S1	ENSP00000357267
Q9H3S1	ENSP00000357268
Q9H3S3	ENSP00000299882
Q9H3S3	ENSP00000495454
Q9H3S4	ENSP00000353165
Q9H3S4	ENSP00000494003
Q9H3S5	ENSP00000357069
Q9H3S7	ENSP00000265562
Q9H3T2	ENSP00000344148
Q9H3T2	ENSP00000357908
Q9H3T2	ENSP00000357909
Q9H3T2	ENSP00000357910
Q9H3U1	ENSP00000377816
Q9H3U1	ENSP00000407487
Q9H3U5	ENSP00000264266
Q9H3U5	ENSP00000376560
Q9H3U5	ENSP00000403117
Q9H3U5	ENSP00000419467
Q9H3U5	ENSP00000417950
Q9H3U5	ENSP00000484175
Q9H3U7	ENSP00000346537
Q9H3U7	ENSP00000348630
Q9H3V2	ENSP00000300190
Q9H3W5	ENSP00000312001
Q9H3W5	ENSP00000412417
Q9H3W5	ENSP00000397312
Q9H3Y0	ENSP00000217043
Q9H3Y6	ENSP00000217188
Q9H3Y8	ENSP00000359198
Q9H3Z4	ENSP00000354111
Q9H3Z4	ENSP00000434744
Q9H3Z7	ENSP00000358932
Q9H400	ENSP00000309521
Q9H410	ENSP00000362839
Q9H410	ENSP00000362855
Q9H410	ENSP00000389810
Q9H410	ENSP00000404463
Q9H422	ENSP00000304226
Q9H422	ENSP00000368301
Q9H422	ENSP00000398241
Q9H422	ENSP00000431710
Q9H425	ENSP00000355623
Q9H425	ENSP00000428172
Q9H425	ENSP00000430967
Q9H426	ENSP00000361942
Q9H426	ENSP00000439287
Q9H427	ENSP00000361952
