Gene,XM id,XP id,mean Ka/Ks,mean Ka,mean ks,medaka Ka/Ks,medaka Ka,medaka ks,Stickleback Ka/Ks,Stickleback Ka,Stickleback ks,tetraodon Ka/Ks,tetraodon Ka,tetraodon ks,fugu Ka/Ks,fugu Ka,fugu ks,zebrafish Ka/Ks,zebrafish Ka,zebrafish ks
otud7b,XM_015949745.1,XP_015805231.1,0.04108,0.07888,2.07632,0.0252,0.041,1.6252,0.0325,0.0439,1.3494,0.0267,0.1074,4.0145,0.0663,0.0936,1.4108,0.0547,0.1085,1.9817
ovca2,XM_015961569.1,XP_015817055.1,0.12094,0.12056,1.00264,0.1259,0.097,0.7709,0.1266,0.1071,0.8462,0.1134,0.1045,0.9215,0.1218,0.1167,0.9574,0.117,0.1775,1.5172
oxct1,XM_015972865.1,XP_015828351.1,0.05366,0.05378,1.09558,0.0643,0.0433,0.6733,0.0681,0.0487,0.7149,0.0524,0.0636,1.2144,0.0502,0.0522,1.0402,0.0333,0.0611,1.8351
oxnad1,XM_015955912.1,XP_015811398.1,0.13964,0.16884,1.25576,0.1311,0.1261,0.9616,0.0851,0.1472,1.7304,0.1691,0.1608,0.9514,0.1596,0.1526,0.956,0.1533,0.2575,1.6794
oxsm,XM_015955756.1,XP_015811242.1,0.09612,0.10242,1.11676,0.1168,0.082,0.7014,0.0493,0.0707,1.4321,0.0808,0.0955,1.1813,0.1186,0.0928,0.7825,0.1151,0.1711,1.4865
oxtr,XM_015959820.1,XP_015815306.1,0.0346,0.03978,1.15552,0.0301,0.0269,0.8928,0.0344,0.0297,0.8629,0.0411,0.0421,1.0234,0.035,0.0421,1.202,0.0324,0.0581,1.7965
p2rx1,XM_015961769.1,XP_015817255.1,0.1456,0.13122,0.92962,0.1924,0.1408,0.7316,0.1692,0.1099,0.6496,0.1195,0.0959,0.8025,0.1182,0.086,0.7274,0.1287,0.2235,1.737
p2rx5,XM_015961831.1,XP_015817317.1,0.07882,0.10742,1.35156,0.0773,0.0631,0.8162,0.0852,0.0775,0.9103,0.0595,0.0953,1.6001,0.0597,0.0957,1.6027,0.1124,0.2055,1.8285
p2rx6,XM_015972610.1,XP_015828096.1,0.06282,0.1009,1.65616,0.058,0.0879,1.5139,0.0696,0.0821,1.1807,0.0407,0.0905,2.2253,0.0501,0.0854,1.7039,0.0957,0.1586,1.657
p2ry1,XM_015951073.1,XP_015806559.1,0.03168,0.05222,1.93524,0.0493,0.0398,0.8064,0.0354,0.0366,1.0335,0.031,0.0608,1.9626,0.0221,0.0427,1.9335,0.0206,0.0812,3.9402
p2ry11,XM_015948505.1,XP_015803991.1,0.19062,0.21818,1.20704,0.1915,0.1657,0.8653,0.1288,0.1883,1.4619,0.2349,0.2318,0.9869,0.2364,0.2075,0.8779,0.1615,0.2976,1.8432
p2ry2,XM_015951675.1,XP_015807161.1,0.066,0.10632,1.81102,0.0688,0.0642,0.9334,0.0899,0.0769,0.8555,0.0742,0.0956,1.2891,0.0457,0.0975,2.1359,0.0514,0.1974,3.8412
p2ry6,XM_015951680.1,XP_015807166.1,0.09762,0.12372,1.286,0.1226,0.1057,0.8623,0.082,0.0929,1.1336,0.0641,0.1001,1.5624,0.0757,0.1032,1.3634,0.1437,0.2167,1.5083
p3h2,XM_015970570.1,XP_015826056.1,0.07964,0.09964,1.44392,0.1277,0.0946,0.7406,0.0812,0.0845,1.0398,0.0364,0.0892,2.45,0.0585,0.0853,1.4571,0.0944,0.1446,1.5321
p3h3,XM_015950245.1,XP_015805731.1,0.1102,0.1295,1.17732,0.0939,0.0854,0.9096,0.1054,0.1051,0.9968,0.0985,0.1168,1.1861,0.1394,0.1212,0.8696,0.1138,0.219,1.9245
p3h4,XM_015974424.1,XP_015829910.1,0.10256,0.11978,1.16696,0.1013,0.0994,0.9814,0.1085,0.092,0.8475,0.0744,0.0943,1.2679,0.063,0.0861,1.3661,0.1656,0.2271,1.3719
p4ha1,XM_015944787.1,XP_015800273.1,0.06396,0.0797,1.30042,0.0828,0.0787,0.9505,0.0717,0.0726,1.0116,0.0306,0.0519,1.6968,0.0567,0.0704,1.242,0.078,0.1249,1.6012
p4hb,XM_015966856.1,XP_015822342.1,0.04832,0.07158,1.62052,0.044,0.056,1.2726,0.0735,0.079,1.0757,0.0243,0.0598,2.4629,0.0512,0.0629,1.228,0.0486,0.1002,2.0634
pabpn1,XM_015954943.1,XP_015810429.1,0.02112,0.01764,0.81126,0.0146,0.0082,0.5626,0.0211,0.0129,0.6122,0.0218,0.0209,0.9614,0.0234,0.0212,0.9057,0.0247,0.025,1.0144
pabpn1l,XM_015952734.1,XP_015808220.1,0.05194,0.06348,1.11204,0.0516,0.0525,1.019,0.0511,0.0378,0.7397,0.0294,0.0339,1.1525,0.0354,0.0319,0.9003,0.0922,0.1613,1.7487
pacs1,XM_015946396.1,XP_015801882.1,0.03192,0.049,1.4456,0.0217,0.0274,1.266,0.0297,0.0417,1.4066,0.0204,0.03,1.4694,0.0222,0.0289,1.3021,0.0656,0.117,1.7839
pacsin1,XM_015958585.1,XP_015814071.1,0.06604,0.0974,1.48536,0.0559,0.0878,1.5709,0.0571,0.0743,1.3011,0.0639,0.1145,1.7928,0.0902,0.1201,1.3311,0.0631,0.0903,1.4309
pacsin2,XM_015960200.1,XP_015815686.1,0.03558,0.07948,2.48038,0.0295,0.0645,2.1897,0.0644,0.0666,1.0342,0.027,0.065,2.4093,0.0226,0.0603,2.6747,0.0344,0.141,4.094
paf1,XM_015951182.1,XP_015806668.1,0.02542,0.0244,0.9093,0.0167,0.0118,0.7093,0.0267,0.0206,0.7712,0.0244,0.0234,0.9588,0.0201,0.0173,0.859,0.0392,0.0489,1.2482
pafah1b2,XM_015961007.1,XP_015816493.1,0.12552,0.1126,0.90792,0.1099,0.0962,0.8749,0.14,0.1092,0.7799,0.1192,0.0985,0.8268,0.1389,0.0937,0.6749,0.1196,0.1654,1.3831
pagr1,XM_015963254.1,XP_015818740.1,0.08554,0.09702,1.12092,0.086,0.0756,0.8794,0.1049,0.0818,0.7799,0.049,0.0575,1.1733,0.0806,0.0817,1.0132,0.1072,0.1885,1.7588
paip1,XM_015973170.1,XP_015828656.1,0.11054,0.16286,1.59498,0.1361,0.1336,0.9821,0.1348,0.1195,0.8864,0.0855,0.1709,2.0002,0.0748,0.1738,2.3243,0.1215,0.2165,1.7819
paip2b,XM_015946576.1,XP_015802062.1,0.03792,0.0388,0.94406,0.0369,0.0259,0.7018,0.0258,0.019,0.7378,0.0134,0.0141,1.0514,0.014,0.0142,1.0147,0.0995,0.1208,1.2146
pak1,XM_015950668.1,XP_015806154.1,0.01738,0.02892,1.73868,0.0167,0.022,1.32,0.0138,0.0205,1.4881,0.0236,0.0301,1.2785,0.0183,0.025,1.3622,0.0145,0.047,3.2446
pak1ip1,XM_015956206.1,XP_015811692.1,0.10644,0.13228,1.24086,0.1051,0.0904,0.8605,0.1109,0.0971,0.8758,0.0814,0.1279,1.5719,0.1087,0.1195,1.0992,0.1261,0.2265,1.7969
pak2,XM_015971759.1,XP_015827245.1,0.02486,0.02996,1.20956,0.0293,0.0215,0.7347,0.0274,0.0361,1.3187,0.0223,0.0242,1.0883,0.0198,0.0208,1.0528,0.0255,0.0472,1.8533
pan2,XM_015968431.1,XP_015823917.1,0.04276,0.05056,1.1905,0.0484,0.0407,0.8408,0.0446,0.0399,0.8952,0.028,0.042,1.5001,0.0378,0.0421,1.1146,0.055,0.0881,1.6018
panx1,XM_015970837.1,XP_015826323.1,0.09398,0.11556,1.23738,0.0587,0.0545,0.9281,0.0675,0.0656,0.9712,0.133,0.1598,1.2017,0.1263,0.1132,0.8962,0.0844,0.1847,2.1897
panx2,XM_015964944.1,XP_015820430.1,0.0401,0.04284,1.10248,0.0276,0.0255,0.9225,0.0433,0.0417,0.9623,0.053,0.0479,0.9042,0.0457,0.0463,1.0128,0.0309,0.0528,1.7106
panx3,XM_015960184.1,XP_015815670.1,0.10288,0.10042,1.16574,0.0979,0.0953,0.9736,0.1279,0.0872,0.6815,0.0325,0.071,2.1854,0.0676,0.0706,1.0439,0.1885,0.178,0.9443
paox,XM_015944243.1,XP_015799729.1,0.1346,0.17332,1.29126,0.1099,0.1146,1.0431,0.1534,0.1337,0.8714,0.1052,0.178,1.6928,0.1363,0.1662,1.2194,0.1682,0.2741,1.6296
papolg,XM_015944094.1,XP_015799580.1,0.03786,0.05328,1.38306,0.035,0.0415,1.1864,0.0247,0.0325,1.3181,0.0429,0.0607,1.4151,0.0393,0.0498,1.2693,0.0474,0.0819,1.7264
pappa,XM_015942754.1,XP_015798240.1,0.091,0.1061,1.18706,0.0966,0.082,0.8487,0.1071,0.0943,0.8806,0.0581,0.088,1.5137,0.0721,0.0881,1.2213,0.1211,0.1781,1.471
pappa2,XM_015957303.1,XP_015812789.1,0.09576,0.14256,1.49556,0.1023,0.0979,0.9568,0.0739,0.1051,1.421,0.0691,0.1337,1.9354,0.0898,0.1308,1.4568,0.1437,0.2453,1.7078
papss1,XM_015943689.1,XP_015799175.1,0.02348,0.03286,1.49914,0.0309,0.0297,0.9612,0.0291,0.0277,0.9507,0.0172,0.033,1.9224,0.0196,0.0292,1.4925,0.0206,0.0447,2.1689
paqr4,XM_015963242.1,XP_015818728.1,0.1185,0.12528,1.05722,0.1294,0.0796,0.615,0.1034,0.0974,0.9421,0.125,0.1006,0.8048,0.0685,0.0961,1.4037,0.1662,0.2527,1.5205
park7,XM_015959061.1,XP_015814547.1,0.1036,0.06318,0.639,0.0772,0.0451,0.5845,0.0861,0.0423,0.4912,0.1489,0.0623,0.4183,0.1153,0.0569,0.4938,0.0905,0.1093,1.2072
parl,XM_015950845.1,XP_015806331.1,0.09706,0.11678,1.2795,0.1097,0.0884,0.8058,0.0807,0.0847,1.0493,0.0934,0.1151,1.232,0.1287,0.126,0.9791,0.0728,0.1697,2.3313
parn,XM_015966506.1,XP_015821992.1,0.05072,0.07844,1.56572,0.0418,0.0533,1.2736,0.0709,0.0661,0.9313,0.0316,0.0599,1.8929,0.0446,0.0631,1.4155,0.0647,0.1498,2.3153
parp1,XM_015947320.1,XP_015802806.1,0.04734,0.07578,1.70684,0.0616,0.0678,1.1003,0.0398,0.0629,1.5807,0.0386,0.0706,1.8308,0.0306,0.0762,2.4884,0.0661,0.1014,1.534
parp11,XM_015959486.1,XP_015814972.1,0.0905,0.10582,1.04912,0.026,0.0219,0.8421,0.0497,0.032,0.6432,0.0299,0.0367,1.2274,0.0239,0.0303,1.269,0.323,0.4082,1.2639
parp16,XM_015974902.1,XP_015830388.1,0.08898,0.10198,1.18784,0.1233,0.1274,1.033,0.0824,0.07,0.8495,0.0885,0.09,1.0167,0.084,0.0964,1.1486,0.0667,0.1261,1.8914
parp2,XM_015956121.1,XP_015811607.1,0.0893,0.1012,1.53392,0.0967,0.0761,0.7867,0.118,0.0823,0.6976,0.113,0.114,1.0094,0.0896,0.1226,1.369,0.0292,0.111,3.8069
parp3,XM_015959816.1,XP_015815302.1,0.06786,0.09936,1.4672,0.0547,0.0727,1.3279,0.0903,0.0902,0.9979,0.0623,0.0771,1.2385,0.0511,0.083,1.6219,0.0809,0.1738,2.1498
parp6,XM_015952855.1,XP_015808341.1,0.01752,0.02212,0.9222,0.0064,0.0044,0.6977,0.007,0.004,0.5672,0.0076,0.0075,0.9894,0.0069,0.006,0.8706,0.0597,0.0887,1.4861
parp9,XM_015965506.1,XP_015820992.1,0.27038,0.33726,1.34648,0.2872,0.2741,0.9545,0.3655,0.3088,0.845,0.2901,0.3322,1.1452,0.2106,0.3376,1.6034,0.1985,0.4336,2.1843
parpbp,XM_015961355.1,XP_015816841.1,0.15,0.15226,1.04382,0.1549,0.1297,0.8372,0.1248,0.12,0.9614,0.157,0.1292,0.8229,0.1806,0.1418,0.7847,0.1327,0.2406,1.8129
pax1,XM_015970432.1,XP_015825918.1,0.05118,0.06008,1.16434,0.0484,0.0396,0.8177,0.0441,0.0508,1.1507,0.0592,0.0603,1.0182,0.0494,0.0522,1.0568,0.0548,0.0975,1.7783
pax4,XM_015954587.1,XP_015810073.1,0.12418,0.15468,1.29006,0.0966,0.1345,1.3927,0.125,0.1278,1.0221,0.0798,0.1072,1.3435,0.071,0.1061,1.4935,0.2485,0.2978,1.1985
pax5,XM_015954565.1,XP_015810051.1,0.02012,0.01954,1.00018,0.0264,0.0182,0.6903,0.034,0.0305,0.8966,0.0119,0.01,0.836,0.0106,0.01,0.9374,0.0177,0.029,1.6406
paxbp1,XM_015961700.1,XP_015817186.1,0.08976,0.1032,1.12816,0.0862,0.0764,0.8861,0.0847,0.0761,0.8987,0.0842,0.1004,1.1926,0.0821,0.095,1.1576,0.1116,0.1681,1.5058
pbk,XM_015947599.1,XP_015803085.1,0.08518,0.10954,1.3391,0.1022,0.1145,1.1205,0.0916,0.0895,0.9775,0.076,0.0947,1.2456,0.0901,0.104,1.1545,0.066,0.145,2.1974
pbx4,XM_015948467.1,XP_015803953.1,0.01054,0.00642,0.62146,0.0033,0.0014,0.4237,0.0144,0.0055,0.3825,0.0117,0.007,0.5976,0.0141,0.0071,0.4999,0.0092,0.0111,1.2036
pccb,XM_015969628.1,XP_015825114.1,0.03288,0.05072,1.52676,0.0325,0.0331,1.0185,0.0333,0.0523,1.5714,0.033,0.0463,1.4,0.0287,0.0443,1.5414,0.0369,0.0776,2.1025
pcdh17,XM_015953410.1,XP_015808896.1,0.02614,0.03542,1.32786,0.0261,0.0186,0.7117,0.0213,0.0169,0.7938,0.0291,0.0265,0.9075,0.0268,0.0238,0.889,0.0274,0.0913,3.3373
pcdh19,XM_015947592.1,XP_015803078.1,0.01986,0.03424,1.47014,0.0175,0.0104,0.5951,0.022,0.0175,0.7949,0.0071,0.0119,1.6607,0.0093,0.015,1.6152,0.0434,0.1164,2.6848
pcdh20,XM_015953414.1,XP_015808900.1,0.1172,0.12378,1.04288,0.1126,0.0972,0.8637,0.132,0.0965,0.7309,0.1014,0.105,1.0349,0.092,0.1024,1.1133,0.148,0.2178,1.4716
pcdh7,XM_015946853.1,XP_015802339.1,0.02426,0.03482,1.56368,0.0301,0.023,0.7646,0.0279,0.022,0.7878,0.0106,0.0264,2.4975,0.0174,0.0294,1.6926,0.0353,0.0733,2.0759
pcdh9,XM_015953416.1,XP_015808902.1,0.02468,0.02454,1.0249,0.0393,0.0221,0.5609,0.0226,0.0166,0.7349,0.0217,0.0171,0.7898,0.0147,0.0132,0.9003,0.0251,0.0537,2.1386
pcf11,XM_015976474.1,XP_015831960.1,0.07702,0.12092,1.56454,0.0743,0.0981,1.3197,0.0558,0.0765,1.3722,0.085,0.1166,1.372,0.0908,0.1229,1.354,0.0792,0.1905,2.4048
pcgf1,XM_015951402.1,XP_015806888.1,0.02836,0.03554,1.2494,0.0305,0.0307,1.0044,0.034,0.0446,1.3108,0.0247,0.027,1.0958,0.0253,0.0245,0.9693,0.0273,0.0509,1.8667
pcgf6,XM_015944086.1,XP_015799572.1,0.12464,0.13198,1.44688,0.0259,0.0833,3.2126,0.1122,0.0861,0.7672,0.1022,0.1452,1.421,0.2073,0.1522,0.7342,0.1756,0.1931,1.0994
pcid2,XM_015957914.1,XP_015813400.1,0.0314,0.04498,1.47318,0.0242,0.0291,1.2036,0.0358,0.0388,1.0826,0.0309,0.0437,1.416,0.0201,0.0426,2.1263,0.046,0.0707,1.5374
pck1,XM_015958478.1,XP_015813964.1,0.05604,0.0908,1.61478,0.0489,0.0564,1.1533,0.0363,0.0661,1.8213,0.0642,0.1031,1.6056,0.0653,0.0956,1.4647,0.0655,0.1328,2.029
pck2,XM_015954954.1,XP_015810440.1,0.03762,0.05736,1.63966,0.0521,0.0418,0.802,0.042,0.0508,1.2076,0.0338,0.0571,1.6897,0.0288,0.047,1.6323,0.0314,0.0901,2.8667
pcm1,XM_015977362.1,XP_015832848.1,0.08782,0.11998,1.37394,0.0953,0.1046,1.0974,0.0906,0.0877,0.9676,0.0844,0.1215,1.4407,0.0737,0.1158,1.5725,0.0951,0.1703,1.7915
pcmt1,XM_015947625.1,XP_015803111.1,0.04364,0.0402,0.96788,0.0511,0.0382,0.7471,0.0538,0.0304,0.5657,0.0406,0.0464,1.1422,0.0273,0.0337,1.2332,0.0454,0.0523,1.1512
pcmtd1,XM_015956734.1,XP_015812220.1,0.05538,0.06292,1.22644,0.0702,0.0464,0.6609,0.0661,0.0506,0.7657,0.0457,0.0513,1.1227,0.0311,0.0591,1.9025,0.0638,0.1072,1.6804
pcna,XM_015972983.1,XP_015828469.1,0.00736,0.01084,1.52922,0.0067,0.0067,0.992,0.0034,0.004,1.1508,0.0049,0.0137,2.768,0.0108,0.0126,1.1654,0.011,0.0172,1.5699
pcnp,XM_015953465.1,XP_015808951.1,0.11026,0.09802,0.98772,0.1989,0.0971,0.4883,0.0798,0.0574,0.719,0.0903,0.0819,0.907,0.0945,0.0811,0.858,0.0878,0.1726,1.9663
pcnx1,XM_015969161.1,XP_015824647.1,0.0365,0.0457,1.31828,0.0224,0.0332,1.4866,0.0451,0.0384,0.8508,0.0232,0.0419,1.8088,0.0397,0.0397,1.0005,0.0521,0.0753,1.4447
pcnx3,XM_015960735.1,XP_015816221.1,0.03048,0.03226,1.05826,0.0316,0.028,0.8869,0.0322,0.0266,0.8266,0.0301,0.0296,0.9817,0.027,0.0291,1.0756,0.0315,0.048,1.5205
pcnx4,XM_015970052.1,XP_015825538.1,0.11428,0.11282,0.93656,0.099,0.0655,0.662,0.0859,0.06,0.6982,0.1265,0.0994,0.7859,0.1198,0.0968,0.8075,0.1402,0.2424,1.7292
pcolce2,XM_015955097.1,XP_015810583.1,0.04684,0.04834,1.07068,0.0428,0.0395,0.9219,0.068,0.0457,0.6724,0.0347,0.0355,1.0233,0.025,0.0344,1.3773,0.0637,0.0866,1.3585
pcsk1,XM_015959362.1,XP_015814848.1,0.03134,0.04112,1.33688,0.0412,0.0413,1.0016,0.0219,0.0304,1.3905,0.0244,0.0368,1.5115,0.0239,0.0323,1.3516,0.0453,0.0648,1.4292
pcsk2,XM_015944902.1,XP_015800388.1,0.0353,0.04234,1.2142,0.042,0.0306,0.729,0.0393,0.036,0.916,0.0243,0.0355,1.4609,0.0258,0.0323,1.2503,0.0451,0.0773,1.7148
pcsk7,XM_015975047.1,XP_015830533.1,0.04138,0.05784,1.40038,0.0496,0.0452,0.9121,0.0276,0.0352,1.2753,0.0438,0.0647,1.4783,0.0357,0.0573,1.6067,0.0502,0.0868,1.7295
pctp,XM_015948918.1,XP_015804404.1,0.07946,0.11948,1.57494,0.094,0.0919,0.9777,0.06,0.1048,1.7446,0.0593,0.1372,2.3128,0.0759,0.1023,1.3483,0.1081,0.1612,1.4913
pcyox1,XM_015941056.1,XP_015796542.1,0.09684,0.11728,1.24118,0.1275,0.1003,0.7865,0.0822,0.0983,1.1954,0.0765,0.1145,1.4956,0.0919,0.1046,1.1381,0.1061,0.1687,1.5903
pcyt1a,XM_015957168.1,XP_015812654.1,0.03116,0.04622,1.47832,0.0282,0.0341,1.2115,0.017,0.0289,1.7035,0.0351,0.0531,1.5104,0.0316,0.0391,1.2378,0.0439,0.0759,1.7284
pdcd2,XM_015953821.1,XP_015809307.1,0.09994,0.13424,1.3434,0.0845,0.0866,1.0244,0.1105,0.1028,0.9299,0.1067,0.1152,1.0798,0.0717,0.1294,1.8047,0.1263,0.2372,1.8782
pdcd2l,XM_015963900.1,XP_015819386.1,0.10208,0.18874,1.93026,0.0763,0.1358,1.7787,0.0904,0.171,1.8931,0.0654,0.1764,2.6981,0.1237,0.1873,1.514,0.1546,0.2732,1.7674
pdcd4,XM_015967631.1,XP_015823117.1,0.09042,0.1187,1.39046,0.0945,0.0943,0.998,0.1048,0.091,0.8682,0.0546,0.1151,2.1092,0.102,0.1185,1.1616,0.0962,0.1746,1.8153
pdcd5,XM_015952931.1,XP_015808417.1,0.0382,0.0495,1.53154,0.0255,0.0226,0.8883,0.0677,0.0623,0.9205,0.0495,0.0643,1.2993,0.0297,0.0364,1.2233,0.0186,0.0619,3.3263
pdcd6ip,XM_015973893.1,XP_015829379.1,0.05332,0.07636,1.43874,0.0363,0.0574,1.579,0.0531,0.0632,1.1889,0.0491,0.0776,1.5805,0.06,0.0759,1.2651,0.0681,0.1077,1.5802
pdcl3,XM_015965890.1,XP_015821376.1,0.05724,0.07972,1.4907,0.036,0.0379,1.0545,0.0226,0.0633,2.7991,0.0641,0.0553,0.8628,0.0568,0.0569,1.0014,0.1067,0.1852,1.7357
pde10a,XM_015944488.1,XP_015799974.1,0.07556,0.04228,0.59844,0.0691,0.0334,0.4825,0.0946,0.0394,0.4161,0.081,0.0405,0.4995,0.0789,0.0374,0.4742,0.0542,0.0607,1.1199
pde12,XM_015958711.1,XP_015814197.1,0.09478,0.15408,1.69422,0.0963,0.1248,1.2959,0.1015,0.1062,1.0455,0.0575,0.1405,2.4439,0.0745,0.1418,1.9024,0.1441,0.2571,1.7834
pde4d,XM_015972828.1,XP_015828314.1,0.01314,0.01488,1.13408,0.0159,0.0124,0.7845,0.0139,0.0111,0.8023,0.012,0.0112,0.9358,0.0066,0.0092,1.3829,0.0173,0.0305,1.7649
pde4dip,XM_015957124.1,XP_015812610.1,0.094,0.13526,1.39988,0.1015,0.095,0.9362,0.0849,0.086,1.0121,0.0835,0.1055,1.264,0.0936,0.0992,1.0596,0.1065,0.2906,2.7275
pde6c,XM_015963148.1,XP_015818634.1,0.05124,0.07428,1.42628,0.042,0.0516,1.228,0.0549,0.0683,1.2422,0.0432,0.0662,1.5308,0.0461,0.0649,1.4096,0.07,0.1204,1.7208
pde6d,XM_015962232.1,XP_015817718.1,0.03068,0.03802,1.32934,0.036,0.047,1.3064,0.0454,0.0334,0.7353,0.0217,0.0364,1.6741,0.0257,0.0303,1.1784,0.0246,0.043,1.7525
pde6g,XM_015962145.1,XP_015817631.1,0.01294,0.01796,1.43844,0.0132,0.0153,1.1592,0.0253,0.034,1.3417,0.0109,0.0163,1.493,0.0079,0.0107,1.3612,0.0074,0.0135,1.8371
pde6h,XM_015945320.1,XP_015800806.1,0.02156,0.02388,1.10312,0,0,0.8458,0.0203,0.0238,1.173,0.0052,0.0062,1.175,0.005,0.0063,1.2459,0.0773,0.0831,1.0759
pde9a,XM_015951548.1,XP_015807034.1,0.05356,0.06412,1.31578,0.0931,0.075,0.8057,0.0568,0.058,1.0217,0.0374,0.0547,1.4634,0.0329,0.053,1.6101,0.0476,0.0799,1.678
pdf,XM_015965367.1,XP_015820853.1,0.089,0.13444,1.6767,0.1278,0.1235,0.9665,0.0444,0.1194,2.6904,0.0847,0.1416,1.672,0.0929,0.1232,1.3267,0.0952,0.1645,1.7279
pdgfb,XM_015943556.1,XP_015799042.1,0.17146,0.19904,1.27694,0.0957,0.1483,1.5503,0.1316,0.2218,1.6858,0.2315,0.1631,0.7044,0.2248,0.1644,0.7313,0.1737,0.2976,1.7129
pdgfra,XM_015971683.1,XP_015827169.1,0.05918,0.0872,1.50282,0.0817,0.0725,0.8875,0.0556,0.0844,1.5183,0.05,0.065,1.2999,0.0378,0.0638,1.6864,0.0708,0.1503,2.122
pdgfrb,XM_015944307.1,XP_015799793.1,0.11094,0.14158,1.3316,0.1442,0.1203,0.8342,0.1224,0.1141,0.932,0.0832,0.1333,1.6024,0.0845,0.1313,1.5544,0.1204,0.2089,1.735
pdgfrl,XM_015945169.1,XP_015800655.1,0.12862,0.18074,1.40492,0.1098,0.1429,1.3018,0.1126,0.1392,1.2369,0.1145,0.1868,1.6319,0.1213,0.1772,1.4606,0.1849,0.2576,1.3934
pdha1,XM_015960790.1,XP_015816276.1,0.0405,0.04486,1.24516,0.0398,0.0385,0.9682,0.0656,0.046,0.7015,0.0411,0.0437,1.0619,0.0308,0.0445,1.4453,0.0252,0.0516,2.0489
pdhb,XM_015974307.1,XP_015829793.1,0.04278,0.04824,1.14854,0.047,0.0333,0.7096,0.0391,0.0471,1.2047,0.043,0.0516,1.2011,0.0458,0.0449,0.9788,0.039,0.0643,1.6485
pdhx,XM_015964823.1,XP_015820309.1,0.0734,0.07732,1.05744,0.0702,0.0552,0.7857,0.0989,0.0707,0.7149,0.0662,0.0581,0.8781,0.0519,0.055,1.0594,0.0798,0.1476,1.8491
pdia3,XM_015963868.1,XP_015819354.1,0.06862,0.0927,1.31822,0.0388,0.0416,1.0742,0.0683,0.0775,1.136,0.0804,0.137,1.7043,0.09,0.1171,1.3015,0.0656,0.0903,1.3751
pdia4,XM_015955344.1,XP_015810830.1,0.06276,0.09292,1.54688,0.0769,0.0906,1.1781,0.0775,0.1058,1.3647,0.0524,0.0816,1.5565,0.0614,0.0815,1.3277,0.0456,0.1051,2.3074
pdia5,XM_015965905.1,XP_015821391.1,0.03494,0.05408,1.71628,0.0522,0.0486,0.9317,0.0332,0.0668,2.0084,0.0417,0.048,1.1524,0.0236,0.0485,2.0571,0.024,0.0585,2.4318
pdia6,XM_015947415.1,XP_015802901.1,0.07154,0.07522,1.20472,0.0805,0.0645,0.8005,0.0784,0.0711,0.9071,0.0773,0.0672,0.8697,0.0822,0.0727,0.8843,0.0393,0.1006,2.562
pdik1l,XM_015973291.1,XP_015828777.1,0.01448,0.02168,1.46394,0.0147,0.0182,1.2381,0.0094,0.0142,1.5125,0.0141,0.0194,1.3714,0.0145,0.0178,1.2266,0.0197,0.0388,1.9711
pdk1,XM_015966486.1,XP_015821972.1,0.04496,0.05342,1.2304,0.0487,0.0453,0.93,0.0525,0.0478,0.9092,0.028,0.0455,1.6259,0.0478,0.0472,0.9866,0.0478,0.0813,1.7003
pdk3,XM_015955326.1,XP_015810812.1,0.0318,0.04698,1.46736,0.0268,0.0265,0.99,0.0224,0.0372,1.6611,0.019,0.0344,1.8128,0.0377,0.0384,1.0188,0.0531,0.0984,1.8541
pdlim1,XM_015944142.1,XP_015799628.1,0.08414,0.1118,1.43572,0.0712,0.0927,1.3025,0.1226,0.0969,0.7902,0.0588,0.1348,2.2936,0.0844,0.1076,1.2743,0.0837,0.127,1.518
pdlim4,XM_015961419.1,XP_015816905.1,0.14756,0.09302,0.69642,0.2042,0.0753,0.3689,0.0662,0.0755,1.1399,0.1407,0.0847,0.6021,0.1366,0.0791,0.5791,0.1901,0.1505,0.7921
pdp1,XM_015950462.1,XP_015805948.1,0.03134,0.05746,1.9331,0.0283,0.0358,1.264,0.0494,0.0457,0.9246,0.027,0.0364,1.3463,0.022,0.0406,1.8423,0.03,0.1288,4.2883
pdpk1,XM_015963379.1,XP_015818865.1,0.04218,0.04144,1.2455,0.0429,0.0251,0.5861,0.0631,0.034,0.5393,0.0309,0.0366,1.1854,0.0114,0.0298,2.6112,0.0626,0.0817,1.3055
pdpr,XM_015974241.1,XP_015829727.1,0.03398,0.0478,1.42658,0.0345,0.0299,0.8684,0.0344,0.0379,1.102,0.0223,0.0449,2.0149,0.03,0.0432,1.4408,0.0487,0.0831,1.7068
pdss1,XM_015955455.1,XP_015810941.1,0.0585,0.08914,1.5611,0.0584,0.0735,1.2597,0.0817,0.1049,1.284,0.0394,0.0644,1.6322,0.0388,0.0725,1.8711,0.0742,0.1304,1.7585
pdx1,XM_015955209.1,XP_015810695.1,0.0517,0.08732,1.8899,0.0267,0.0694,2.5964,0.0635,0.0698,1.0991,0.057,0.0844,1.4791,0.068,0.0772,1.136,0.0433,0.1358,3.1389
pdxdc1,XM_015968933.1,XP_015824419.1,0.08894,0.10264,1.22884,0.0831,0.1441,1.7327,0.1003,0.0666,0.6637,0.0922,0.0933,1.0113,0.1048,0.0862,0.8224,0.0643,0.123,1.9141
pdxp,XM_015972954.1,XP_015828440.1,0.05094,0.08922,1.68836,0.0342,0.0419,1.2248,0.0518,0.0672,1.2967,0.0554,0.0604,1.0896,0.0556,0.0598,1.0762,0.0577,0.2168,3.7545
