logFC,AveExpr,t,P.Value,adj.P.Val,B,description,short.name,sub.cell,GO,GO.ID,gene.name,ID,Complex
0.625854324,22.60155353,0.877575576,0.410207072,0.558314627,-6.417897616,Heterochromatin protein 1-binding protein 3,HP1B3_MOUSE,SUBCELLULAR LOCATION: Nucleus {ECO:0000250|UniProtKB:Q5SSJ5}. Chromosome {ECO:0000250|UniProtKB:Q5SSJ5}. Note=localized in nuclei but not in nucleoli in interphase. Colocalized with chromosomes in mitosis. with a gradually increased during G1 progression and a maximum level during late G1 phase (G1/S). {ECO:0000250|UniProtKB:Q5SSJ5}.,chromosome [GO:0005694]; nuclear speck [GO:0016607]; nucleosome [GO:0000786]; nucleus [GO:0005634]; DNA binding [GO:0003677]; nucleosome binding [GO:0031491]; cellular response to hypoxia [GO:0071456]; heterochromatin organization [GO:0070828]; nucleosome assembly [GO:0006334]; regulation of cell proliferation [GO:0042127]; regulation of nucleus size [GO:0097298]; regulation of transcription. DNA-templated [GO:0006355],GO:0000786; GO:0003677; GO:0005634; GO:0005694; GO:0006334; GO:0006355; GO:0016607; GO:0031491; GO:0042127; GO:0070828; GO:0071456; GO:0097298,Hp1bp3,Q3TEA8,NA
0.311242619,24.09003467,0.884793482,0.411581257,0.558314627,-6.297144824,Limbic system-associated membrane protein (LSAMP),LSAMP_MOUSE,SUBCELLULAR LOCATION: Cell membrane {ECO:0000250}; Lipid-anchor. GPI-anchor {ECO:0000250}.,anchored component of membrane [GO:0031225]; cytosol [GO:0005829]; plasma membrane [GO:0005886]; cell adhesion [GO:0007155]; locomotory exploration behavior [GO:0035641],GO:0005829; GO:0005886; GO:0007155; GO:0031225; GO:0035641,Lsamp,Q8BLK3,NA
0.278634058,23.08296966,0.882634748,0.412654853,0.558314627,-6.299084467,Proteasome subunit beta type-5 (EC 3.4.25.1) (Macropain epsilon chain) (Multicatalytic endopeptidase complex epsilon chain) (Proteasome chain 6) (Proteasome epsilon chain) (Proteasome subunit X),PSB5_MOUSE,SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250|UniProtKB:P28074}. Nucleus {ECO:0000250|UniProtKB:P28074}.,centrosome [GO:0005813]; cytosol [GO:0005829]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; proteasome complex [GO:0000502]; proteasome core complex [GO:0005839]; proteasome core complex. beta-subunit complex [GO:0019774]; peptidase activity [GO:0008233]; threonine-type endopeptidase activity [GO:0004298]; proteasome-mediated ubiquitin-dependent protein catabolic process [GO:0043161]; proteolysis [GO:0006508]; response to oxidative stress [GO:0006979],GO:0000502; GO:0004298; GO:0005634; GO:0005654; GO:0005813; GO:0005829; GO:0005839; GO:0006508; GO:0006979; GO:0008233; GO:0019774; GO:0043161,Psmb5,O55234,26S Proteasome
-0.246686596,23.58977243,-0.874118132,0.411959493,0.558314627,-6.42097967,Long-chain specific acyl-CoA dehydrogenase. mitochondrial (LCAD) (EC 1.3.8.8),ACADL_MOUSE,SUBCELLULAR LOCATION: Mitochondrion matrix.,mitochondrial matrix [GO:0005759]; mitochondrial membrane [GO:0031966]; mitochondrion [GO:0005739]; fatty-acyl-CoA binding [GO:0000062]; flavin adenine dinucleotide binding [GO:0050660]; long-chain-acyl-CoA dehydrogenase activity [GO:0004466]; palmitoyl-CoA oxidase activity [GO:0016401]; carnitine catabolic process [GO:0042413]; carnitine metabolic process. CoA-linked [GO:0019254]; cellular lipid catabolic process [GO:0044242]; fatty acid beta-oxidation using acyl-CoA dehydrogenase [GO:0033539]; fatty acid catabolic process [GO:0009062]; long-chain fatty acid catabolic process [GO:0042758]; negative regulation of fatty acid biosynthetic process [GO:0045717]; negative regulation of fatty acid oxidation [GO:0046322]; oxidation-reduction process [GO:0055114]; protein homotetramerization [GO:0051289]; regulation of cholesterol metabolic process [GO:0090181]; response to cold [GO:0009409]; temperature homeostasis [GO:0001659],GO:0000062; GO:0001659; GO:0004466; GO:0005739; GO:0005759; GO:0009062; GO:0009409; GO:0016401; GO:0019254; GO:0031966; GO:0033539; GO:0042413; GO:0042758; GO:0044242; GO:0045717; GO:0046322; GO:0050660; GO:0051289; GO:0055114; GO:0090181,Acadl,P51174,NA
-0.246894205,23.88681733,-0.886621242,0.410673918,0.558314627,-6.29549976,Cofilin-2 (Cofilin. muscle isoform),COF2_MOUSE,SUBCELLULAR LOCATION: Nucleus matrix. Cytoplasm. cytoskeleton. Note=Colocalizes with CSPR3 in the Z line of sarcomeres. {ECO:0000250|UniProtKB:Q9Y281}.,actin cytoskeleton [GO:0015629]; I band [GO:0031674]; nuclear matrix [GO:0016363]; Z disc [GO:0030018]; actin filament binding [GO:0051015]; actin filament depolymerization [GO:0030042]; actin filament fragmentation [GO:0030043]; actin filament organization [GO:0007015]; muscle cell cellular homeostasis [GO:0046716]; positive regulation of actin filament depolymerization [GO:0030836]; sarcomere organization [GO:0045214]; skeletal muscle tissue development [GO:0007519],GO:0007015; GO:0007519; GO:0015629; GO:0016363; GO:0030018; GO:0030042; GO:0030043; GO:0030836; GO:0031674; GO:0045214; GO:0046716; GO:0051015,Cfl2,P45591,NA
-0.432063119,23.81797905,-0.882053419,0.412944325,0.558314627,-6.299606182,Glutathione S-transferase Mu 5 (EC 2.5.1.18) (Fibrous sheath component 2) (Fsc2) (GST class-mu 5),GSTM5_MOUSE,SUBCELLULAR LOCATION: Cytoplasm.,cytoplasm [GO:0005737]; cytosol [GO:0005829]; intercellular bridge [GO:0045171]; sperm fibrous sheath [GO:0035686]; enzyme binding [GO:0019899]; glutathione binding [GO:0043295]; glutathione transferase activity [GO:0004364]; identical protein binding [GO:0042802]; protein homodimerization activity [GO:0042803]; cellular detoxification of nitrogen compound [GO:0070458]; glutathione metabolic process [GO:0006749]; nitrobenzene metabolic process [GO:0018916]; response to estrogen [GO:0043627]; xenobiotic catabolic process [GO:0042178],GO:0004364; GO:0005737; GO:0005829; GO:0006749; GO:0018916; GO:0019899; GO:0035686; GO:0042178; GO:0042802; GO:0042803; GO:0043295; GO:0043627; GO:0045171; GO:0070458,Gstm5,P48774,NA
-0.356234765,23.46380457,-0.869888883,0.414110546,0.559107236,-6.424736576,40S ribosomal protein SA (37 kDa laminin receptor precursor) (37LRP) (37 kDa oncofetal antigen) (37/67 kDa laminin receptor) (LRP/LR) (67 kDa laminin receptor) (67LR) (Laminin receptor 1) (LamR) (Laminin-binding protein precursor p40) (LBP/p40) (OFA/iLRP),RSSA_MOUSE,SUBCELLULAR LOCATION: Cell membrane. Cytoplasm. Nucleus. Note=67LR is found at the surface of the plasma membrane. with its C-terminal laminin-binding domain accessible to extracellular ligands. 37LRP is found at the cell surface. in the cytoplasm and in the nucleus. Colocalizes with PPP1R16B in the cell membrane (By similarity). 37LRP shuttles to the nucleus upon midkine (MDK) binding. {ECO:0000255|HAMAP-Rule:MF_03016}.,90S preribosome [GO:0030686]; basement membrane [GO:0005604]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; cytosolic small ribosomal subunit [GO:0022627]; extracellular matrix [GO:0031012]; membrane [GO:0016020]; neuronal cell body [GO:0043025]; nucleus [GO:0005634]; plasma membrane [GO:0005886]; small ribosomal subunit [GO:0015935]; laminin binding [GO:0043236]; laminin receptor activity [GO:0005055]; ribosome binding [GO:0043022]; structural constituent of ribosome [GO:0003735]; cell-cell adhesion [GO:0098609]; endonucleolytic cleavage in ITS1 to separate SSU-rRNA from 5.8S rRNA and LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA. 5.8S rRNA. LSU-rRNA) [GO:0000447]; endonucleolytic cleavage to generate mature 3'-end of SSU-rRNA from (SSU-rRNA. 5.8S rRNA. LSU-rRNA) [GO:0000461]; epithelial cell differentiation [GO:0030855]; ribosomal small subunit assembly [GO:0000028]; rRNA export from nucleus [GO:0006407]; translation [GO:0006412],GO:0000028; GO:0000447; GO:0000461; GO:0003735; GO:0005055; GO:0005604; GO:0005634; GO:0005737; GO:0005829; GO:0005886; GO:0006407; GO:0006412; GO:0015935; GO:0016020; GO:0022627; GO:0030686; GO:0030855; GO:0031012; GO:0043022; GO:0043025; GO:0043236; GO:0098609,Rpsa,P14206,cytoplasmic ribosomal small subunit
-0.407351581,25.01446667,-0.864888261,0.41666449,0.561768628,-6.429159965,Ras-related protein Rab-7a,RAB7A_MOUSE,SUBCELLULAR LOCATION: Cytoplasmic vesicle. phagosome membrane {ECO:0000250|UniProtKB:P51149}; Peripheral membrane protein {ECO:0000305}; Cytoplasmic side {ECO:0000305}. Late endosome membrane {ECO:0000250|UniProtKB:P51149}; Peripheral membrane protein {ECO:0000305}; Cytoplasmic side {ECO:0000305}. Lysosome membrane {ECO:0000250|UniProtKB:P51149}; Peripheral membrane protein {ECO:0000305}; Cytoplasmic side {ECO:0000305}. Melanosome membrane {ECO:0000250|UniProtKB:P51149}; Peripheral membrane protein {ECO:0000305}; Cytoplasmic side {ECO:0000305}. Cytoplasmic vesicle. autophagosome membrane {ECO:0000250|UniProtKB:P51149}; Peripheral membrane protein {ECO:0000305}; Cytoplasmic side {ECO:0000305}. Lipid droplet {ECO:0000269|PubMed:23708524}. Endosome membrane {ECO:0000250|UniProtKB:P51149}. Note=Colocalizes with OSBPL1A at the late endosome (By similarity). Found in the ruffled border (a late endosomal-like compartment in the plasma membrane) of bone-resorbing osteoclasts (By similarity). Recruited to phagosomes containing S.aureus or Mycobacterium (By similarity). Lipid droplet localization is increased upon ADRB2 stimulation (PubMed:23708524). {ECO:0000250|UniProtKB:P51149. ECO:0000269|PubMed:23708524}.,alveolar lamellar body [GO:0097208]; autophagosome membrane [GO:0000421]; cytoplasm [GO:0005737]; cytoplasmic vesicle [GO:0031410]; cytosol [GO:0005829]; endosome [GO:0005768]; endosome membrane [GO:0010008]; extrinsic component of lysosome membrane [GO:0032419]; Golgi apparatus [GO:0005794]; late endosome [GO:0005770]; late endosome membrane [GO:0031902]; lipid droplet [GO:0005811]; lysosome [GO:0005764]; melanosome membrane [GO:0033162]; phagocytic vesicle [GO:0045335]; phagocytic vesicle membrane [GO:0030670]; phagophore assembly site membrane [GO:0034045]; retromer complex [GO:0030904]; terminal bouton [GO:0043195]; GDP binding [GO:0019003]; GTP binding [GO:0005525]; GTPase activity [GO:0003924]; Rac GTPase binding [GO:0048365]; retromer complex binding [GO:1905394]; autophagosome assembly [GO:0000045]; bone resorption [GO:0045453]; early endosome to late endosome transport [GO:0045022]; endosome to lysosome transport [GO:0008333]; epidermal growth factor catabolic process [GO:0007174]; intracellular protein transport [GO:0006886]; lipid catabolic process [GO:0016042]; lipophagy [GO:0061724]; negative regulation of exosomal secretion [GO:1903542]; phagosome acidification [GO:0090383]; phagosome-lysosome fusion [GO:0090385]; positive regulation of exosomal secretion [GO:1903543]; positive regulation of protein catabolic process [GO:0045732]; positive regulation of viral process [GO:0048524]; protein targeting to lysosome [GO:0006622]; protein to membrane docking [GO:0022615]; retrograde transport. endosome to Golgi [GO:0042147]; viral release from host cell [GO:0019076],GO:0000045; GO:0000421; GO:0003924; GO:0005525; GO:0005737; GO:0005764; GO:0005768; GO:0005770; GO:0005794; GO:0005811; GO:0005829; GO:0006622; GO:0006886; GO:0007174; GO:0008333; GO:0010008; GO:0016042; GO:0019003; GO:0019076; GO:0022615; GO:0030670; GO:0030904; GO:0031410; GO:0031902; GO:0032419; GO:0033162; GO:0034045; GO:0042147; GO:0043195; GO:0045022; GO:0045335; GO:0045453; GO:0045732; GO:0048365; GO:0048524; GO:0061724; GO:0090383; GO:0090385; GO:0097208; GO:1903542; GO:1903543; GO:1905394,Rab7a,P51150,NA
0.337022591,18.95535326,0.8598793,0.424100522,0.570199308,-6.319310413,E3 ubiquitin-protein ligase NEDD4 (EC 2.3.2.26) (HECT-type E3 ubiquitin transferase NEDD4) (Neural precursor cell expressed developmentally down-regulated protein 4) (NEDD-4),NEDD4_MOUSE,SUBCELLULAR LOCATION: Cytoplasm. Cell membrane; Peripheral membrane protein. Note=Recruited to the plasma membrane by GRB10. Once complexed with GRB10 and IGF1R. follows IGF1R internalization. remaining associated with early endosomes. Uncouples from IGF1R-containing endosomes before the sorting of the receptor to the lysosomal compartment (By similarity). May be recruited to exosomes by NDFIP1. {ECO:0000250}.,cell cortex [GO:0005938]; chromatin [GO:0000785]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; dendritic spine [GO:0043197]; Golgi apparatus [GO:0005794]; membrane [GO:0016020]; membrane raft [GO:0045121]; microvillus [GO:0005902]; perinuclear region of cytoplasm [GO:0048471]; plasma membrane [GO:0005886]; ubiquitin ligase complex [GO:0000151]; beta-2 adrenergic receptor binding [GO:0031698]; ionotropic glutamate receptor binding [GO:0035255]; phosphoserine residue binding [GO:0050815]; phosphothreonine residue binding [GO:0050816]; proline-rich region binding [GO:0070064]; protein C-terminus binding [GO:0008022]; protein domain specific binding [GO:0019904]; RNA polymerase binding [GO:0070063]; sodium channel inhibitor activity [GO:0019871]; ubiquitin binding [GO:0043130]; ubiquitin protein ligase activity [GO:0061630]; ubiquitin-protein transferase activity [GO:0004842]; adaptive immune response [GO:0002250]; blood vessel morphogenesis [GO:0048514]; development involved in symbiotic interaction [GO:0044111]; endocardial cushion development [GO:0003197]; glucocorticoid receptor signaling pathway [GO:0042921]; negative regulation of sodium ion transmembrane transporter activity [GO:2000650]; negative regulation of sodium ion transport [GO:0010766]; negative regulation of transcription by RNA polymerase II [GO:0000122]; negative regulation of transcription from RNA polymerase II promoter in response to UV-induced DNA damage [GO:0010768]; negative regulation of vascular endothelial growth factor receptor signaling pathway [GO:0030948]; neuromuscular junction development [GO:0007528]; neuron projection development [GO:0031175]; outflow tract morphogenesis [GO:0003151]; positive regulation of nucleocytoplasmic transport [GO:0046824]; positive regulation of phosphatidylinositol 3-kinase signaling [GO:0014068]; positive regulation of protein catabolic process [GO:0045732]; progesterone receptor signaling pathway [GO:0050847]; protein K63-linked ubiquitination [GO:0070534]; protein monoubiquitination [GO:0006513]; protein targeting to lysosome [GO:0006622]; protein ubiquitination [GO:0016567]; receptor catabolic process [GO:0032801]; receptor internalization [GO:0031623]; regulation of dendrite morphogenesis [GO:0048814]; regulation of membrane potential [GO:0042391]; regulation of potassium ion transmembrane transporter activity [GO:1901016]; regulation of synapse organization [GO:0050807]; T cell activation [GO:0042110]; transmission of virus [GO:0019089]; ubiquitin-dependent protein catabolic process [GO:0006511]; ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway [GO:0043162],GO:0000122; GO:0000151; GO:0000785; GO:0002250; GO:0003151; GO:0003197; GO:0004842; GO:0005737; GO:0005794; GO:0005829; GO:0005886; GO:0005902; GO:0005938; GO:0006511; GO:0006513; GO:0006622; GO:0007528; GO:0008022; GO:0010766; GO:0010768; GO:0014068; GO:0016020; GO:0016567; GO:0019089; GO:0019871; GO:0019904; GO:0030948; GO:0031175; GO:0031623; GO:0031698; GO:0032801; GO:0035255; GO:0042110; GO:0042391; GO:0042921; GO:0043130; GO:0043162; GO:0043197; GO:0044111; GO:0045121; GO:0045732; GO:0046824; GO:0048471; GO:0048514; GO:0048814; GO:0050807; GO:0050815; GO:0050816; GO:0050847; GO:0061630; GO:0070063; GO:0070064; GO:0070534; GO:1901016; GO:2000650,Nedd4,P46935,NA
0.299713015,21.78543426,0.860423861,0.423823868,0.570199308,-6.318831114,MAGUK p55 subfamily member 6 (Dlgh4 protein) (P55T protein) (Protein associated with Lin-7 2),MPP6_MOUSE,SUBCELLULAR LOCATION: Membrane; Peripheral membrane protein.,integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; guanylate kinase activity [GO:0004385]; PDZ domain binding [GO:0030165],GO:0004385; GO:0005886; GO:0016021; GO:0030165,Mpp6,Q9JLB0,NA
0.28826469,21.1763103,0.858230592,0.424938941,0.570530834,-6.320760109,Heat shock 70 kDa protein 1A (Heat shock 70 kDa protein 3) (HSP70.3) (Hsp68);Heat shock 70 kDa protein 1B (Heat shock 70 kDa protein 1) (HSP70.1),HS71A_MOUSE;HS71B_MOUSE,SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250|UniProtKB:P0DMV8}. Nucleus {ECO:0000250|UniProtKB:P0DMV8}. Cytoplasm. cytoskeleton. microtubule organizing center. centrosome {ECO:0000250|UniProtKB:P0DMV8}. Note=Localized in cytoplasmic mRNP granules containing untranslated mRNAs. {ECO:0000250|UniProtKB:P0DMV8}.;SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250|UniProtKB:P0DMV9}. Cytoplasm. cytoskeleton. microtubule organizing center. centrosome {ECO:0000250|UniProtKB:P0DMV9}. Note=Localized in cytoplasmic mRNP granules containing untranslated mRNAs. {ECO:0000250|UniProtKB:P0DMV9}.,aggresome [GO:0016235]; apical plasma membrane [GO:0016324]; basolateral plasma membrane [GO:0016323]; centriole [GO:0005814]; centrosome [GO:0005813]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; inclusion body [GO:0016234]; membrane raft [GO:0045121]; mitochondrion [GO:0005739]; nuclear speck [GO:0016607]; nucleus [GO:0005634]; perinuclear region of cytoplasm [GO:0048471]; protein-containing complex [GO:0032991]; ribonucleoprotein complex [GO:1990904]; ATP binding [GO:0005524]; ATPase activity [GO:0016887]; ATPase activity. coupled [GO:0042623]; C3HC4-type RING finger domain binding [GO:0055131]; cadherin binding [GO:0045296]; denatured protein binding [GO:0031249]; disordered domain specific binding [GO:0097718]; enzyme binding [GO:0019899]; G-protein coupled receptor binding [GO:0001664]; heat shock protein binding [GO:0031072]; histone deacetylase binding [GO:0042826]; NF-kappaB binding [GO:0051059]; protease binding [GO:0002020]; protein binding involved in protein folding [GO:0044183]; protein N-terminus binding [GO:0047485]; RNA polymerase II transcription corepressor activity [GO:0001106]; signaling receptor binding [GO:0005102]; ubiquitin protein ligase binding [GO:0031625]; unfolded protein binding [GO:0051082]; DNA repair [GO:0006281]; mRNA catabolic process [GO:0006402]; negative regulation of cell growth [GO:0030308]; negative regulation of cell proliferation [GO:0008285]; negative regulation of transcription from RNA polymerase II promoter in response to stress [GO:0097201]; positive regulation of microtubule nucleation [GO:0090063]; protein refolding [GO:0042026]; regulation of mitotic spindle assembly [GO:1901673]; response to heat [GO:0009408]; response to unfolded protein [GO:0006986]; telomere maintenance [GO:0000723];cell body [GO:0044297]; centrosome [GO:0005813]; intracellular [GO:0005622]; mitochondrial matrix [GO:0005759]; mitochondrion [GO:0005739]; zona pellucida receptor complex [GO:0002199]; ATP binding [GO:0005524]; binding of sperm to zona pellucida [GO:0007339]; negative regulation of apoptotic process [GO:0043066]; negative regulation of cysteine-type endopeptidase activity involved in apoptotic process [GO:0043154]; positive regulation of microtubule nucleation [GO:0090063]; protein refolding [GO:0042026]; regulation of mitotic spindle assembly [GO:1901673]; response to heat [GO:0009408],GO:0000723; GO:0001106; GO:0001664; GO:0002020; GO:0005102; GO:0005524; GO:0005634; GO:0005737; GO:0005739; GO:0005813; GO:0005814; GO:0005829; GO:0006281; GO:0006402; GO:0006986; GO:0008285; GO:0009408; GO:0016234; GO:0016235; GO:0016323; GO:0016324; GO:0016607; GO:0016887; GO:0019899; GO:0030308; GO:0031072; GO:0031249; GO:0031625; GO:0032991; GO:0042026; GO:0042623; GO:0042826; GO:0044183; GO:0045121; GO:0045296; GO:0047485; GO:0048471; GO:0051059; GO:0051082; GO:0055131; GO:0090063; GO:0097201; GO:0097718; GO:1901673; GO:1990904;GO:0002199; GO:0005524; GO:0005622; GO:0005739; GO:0005759; GO:0005813; GO:0007339; GO:0009408; GO:0042026; GO:0043066; GO:0043154; GO:0044297; GO:0090063; GO:1901673,Hspa1a;Hspa1b,Q61696,2A-DUB
0.245754822,23.95229996,0.852246266,0.427992532,0.573831434,-6.32600405,Neurotrimin,NTRI_MOUSE,SUBCELLULAR LOCATION: Cell membrane; Lipid-anchor. GPI-anchor.,anchored component of membrane [GO:0031225]; axon [GO:0030424]; cell surface [GO:0009986]; excitatory synapse [GO:0060076]; extracellular space [GO:0005615]; perinuclear region of cytoplasm [GO:0048471]; plasma membrane [GO:0005886]; cell adhesion [GO:0007155]; negative regulation of neuron projection development [GO:0010977],GO:0005615; GO:0005886; GO:0007155; GO:0009986; GO:0010977; GO:0030424; GO:0031225; GO:0048471; GO:0060076,Ntm,Q99PJ0,NA
-0.378277109,25.27763748,-0.850779036,0.428743692,0.574040165,-6.327285425,Complexin-2 (921-L) (Complexin II) (CPX II) (Synaphin-1),CPLX2_MOUSE,SUBCELLULAR LOCATION: Cytoplasm. cytosol {ECO:0000269|PubMed:7635198}. Note=Enriched at synaptic-releasing sites in mature neurons.,cytosol [GO:0005829]; dendrite [GO:0030425]; mast cell granule [GO:0042629]; neuronal cell body [GO:0043025]; SNARE complex [GO:0031201]; synapse [GO:0045202]; synaptobrevin 2-SNAP-25-syntaxin-1a-complexin II complex [GO:0070033]; terminal bouton [GO:0043195]; calcium-dependent protein binding [GO:0048306]; SNARE binding [GO:0000149]; syntaxin-1 binding [GO:0017075]; cell differentiation [GO:0030154]; mast cell degranulation [GO:0043303]; nervous system development [GO:0007399]; positive regulation of synaptic plasticity [GO:0031915]; synaptic vesicle exocytosis [GO:0016079],GO:0000149; GO:0005829; GO:0007399; GO:0016079; GO:0017075; GO:0030154; GO:0030425; GO:0031201; GO:0031915; GO:0042629; GO:0043025; GO:0043195; GO:0043303; GO:0045202; GO:0048306; GO:0070033,Cplx2,P84086,NA
-0.354527308,27.76093551,-0.840285026,0.429396554,0.574116891,-6.450624942,Thy-1 membrane glycoprotein (Thy-1 antigen) (CD antigen CD90),THY1_MOUSE,SUBCELLULAR LOCATION: Cell membrane; Lipid-anchor. GPI-anchor.,anchored component of external side of plasma membrane [GO:0031362]; anchored component of plasma membrane [GO:0046658]; apical plasma membrane [GO:0016324]; axolemma [GO:0030673]; cell surface [GO:0009986]; cytosol [GO:0005829]; dendrite [GO:0030425]; dendrite membrane [GO:0032590]; endoplasmic reticulum [GO:0005783]; external side of plasma membrane [GO:0009897]; growth cone [GO:0030426]; membrane raft [GO:0045121]; myelin sheath [GO:0043209]; neuronal cell body membrane [GO:0032809]; plasma membrane [GO:0005886]; enzyme binding [GO:0019899]; GPI anchor binding [GO:0034235]; GTPase activator activity [GO:0005096]; integrin binding [GO:0005178]; protein kinase binding [GO:0019901]; angiogenesis [GO:0001525]; cell-cell adhesion [GO:0098609]; cell-cell signaling [GO:0007267]; cytoskeleton organization [GO:0007010]; focal adhesion assembly [GO:0048041]; integrin-mediated signaling pathway [GO:0007229]; negative regulation of axonogenesis [GO:0050771]; negative regulation of cell migration [GO:0030336]; negative regulation of neuron projection regeneration [GO:0070571]; negative regulation of protein kinase activity [GO:0006469]; negative regulation of protein tyrosine kinase activity [GO:0061099]; negative regulation of T cell receptor signaling pathway [GO:0050860]; positive regulation of cellular extravasation [GO:0002693]; positive regulation of focal adhesion assembly [GO:0051894]; positive regulation of GTPase activity [GO:0043547]; positive regulation of heterotypic cell-cell adhesion [GO:0034116]; positive regulation of release of sequestered calcium ion into cytosol [GO:0051281]; positive regulation of T cell activation [GO:0050870]; protein autophosphorylation [GO:0046777]; receptor clustering [GO:0043113]; regulation of cell-matrix adhesion [GO:0001952]; regulation of Rho-dependent protein serine/threonine kinase activity [GO:2000298]; retinal cone cell development [GO:0046549]; T cell receptor signaling pathway [GO:0050852],GO:0001525; GO:0001952; GO:0002693; GO:0005096; GO:0005178; GO:0005783; GO:0005829; GO:0005886; GO:0006469; GO:0007010; GO:0007229; GO:0007267; GO:0009897; GO:0009986; GO:0016324; GO:0019899; GO:0019901; GO:0030336; GO:0030425; GO:0030426; GO:0030673; GO:0031362; GO:0032590; GO:0032809; GO:0034116; GO:0034235; GO:0043113; GO:0043209; GO:0043547; GO:0045121; GO:0046549; GO:0046658; GO:0046777; GO:0048041; GO:0050771; GO:0050852; GO:0050860; GO:0050870; GO:0051281; GO:0051894; GO:0061099; GO:0070571; GO:0098609; GO:2000298,Thy1,P01831,NA
-0.490362003,26.00896769,-0.837089084,0.431070745,0.575557061,-6.453376547,Cytochrome b-c1 complex subunit 8 (Complex III subunit 8) (Complex III subunit VIII) (Ubiquinol-cytochrome c reductase complex 9.5 kDa protein) (Ubiquinol-cytochrome c reductase complex ubiquinone-binding protein QP-C),QCR8_MOUSE,SUBCELLULAR LOCATION: Mitochondrion inner membrane.,mitochondrial inner membrane [GO:0005743]; mitochondrial respiratory chain complex III [GO:0005750]; mitochondrion [GO:0005739]; ubiquinol-cytochrome-c reductase activity [GO:0008121]; cerebellar Purkinje cell layer development [GO:0021680]; hippocampus development [GO:0021766]; hypothalamus development [GO:0021854]; midbrain development [GO:0030901]; mitochondrial electron transport. ubiquinol to cytochrome c [GO:0006122]; pons development [GO:0021548]; pyramidal neuron development [GO:0021860]; subthalamus development [GO:0021539]; thalamus development [GO:0021794],GO:0005739; GO:0005743; GO:0005750; GO:0006122; GO:0008121; GO:0021539; GO:0021548; GO:0021680; GO:0021766; GO:0021794; GO:0021854; GO:0021860; GO:0030901,Uqcrq,Q9CQ69,Cytochrome bc1 complex (Ubiquinol-cytochrome c reductase complex. complex III)
