N. furzeri symbol,N. furzeri Gene Id,N. furzeri Protein Id,Human,Mouse,Chicken,Rat,Spotted Gar,Zebrafish,Medaka,Stickleback,Tetarodon,Fugu,Worm,Fly,N. furzeri Final Symbol
kxd1,XM_015964745.1,XP_015820231.1,KXD1,Kxd1,KXD1,Kxd1,kxd1,kxd1,kxd1,kxd1,Kxd1,kxd1,C13F10.2,CG10681,kxd1
ddx49,XM_015970858.1,XP_015826344.1,DDX49,Ddx49,DDX49,Ddx49,ddx49,ddx49,ddx49,ddx49,Ddx49,ddx49,H20J04.4,Dbp45A,ddx49
LOC107374099,XM_015942248.1,XP_015797734.1,MPHOSPH9,Mphosph9,MPHOSPH9,,MPHOSPH9,,,MPHOSPH9,,MPHOSPH9,,,mphosph9 (1 of 2)
mphosph9,XM_015943529.1,XP_015799015.1,MPHOSPH9,Mphosph9,MPHOSPH9,Mphosph9,MPHOSPH9,,,MPHOSPH9,Mphosph9,MPHOSPH9,npp-21,,mphosph9 (2 of 2)
LOC107393402,XM_015971729.1,XP_015827215.1,,,,Col27a1,,si:dkeyp-117h8.4,,si:dkeyp-117h8.4,Col27a1,,,,LOC107393402
nup133,XM_015954499.1,XP_015809985.1,NUP133,Nup133,NUP133,Nup133,nup133,nup133,nup133,nup133,Nup133,nup133,npp-15,Nup133,nup133
LOC107378185,XM_015948257.1,XP_015803743.1,RAD51AP2,Rad51ap2,,Rad51ap2,,,,,Rad51ap2,,,,rad51ap2
aqp8,XM_015963517.1,XP_015819003.1,AQP8,Aqp8,AQP8,Aqp8,aqp8a.2,aqp8a.2,aqp8a.2,aqp8a.2,Aqp8,aqp8b,aqp-6,CG17664,aqp8
LOC107385848,XM_015959993.1,XP_015815479.1,PARP11,Parp11,PARP12,Parp11,si:ch211-244b2.4,si:ch211-244b2.4,,si:ch211-244b2.4,Parp11,si:ch211-244b2.4,,ctrip,parp11 (1 of 2)
parp11,XM_015959486.1,XP_015814972.1,PARP11,Parp11,PARP11,Parp11,PARP11_1_many,PARP11,,PARP11,Parp11,PARP11,,Tnks,parp11 (2 of 2)
tm2d3,XM_015954092.1,XP_015809578.1,TM2D3,Tm2d3,TM2D3,Tm2d3,tm2d3,tm2d3,tm2d3,tm2d3,Tm2d3,tm2d3,C41D11.9,amx,tm2d3
LOC107394432,XM_015973361.1,XP_015828847.1,TNXB,Tnxb,TNC,Tnc,tnc,tnc,txnbb,txnbb,Tnc,tnxba,ten-1,Ten-a,tnxb (1 of 2)
LOC107383986,XM_015956962.1,XP_015812448.1,TNXB,Tnxb,TNC,Tnc,tnc,tnc,,tnw,Tnc,tnw,ten-1,Ten-a,tnxb (2 of 2)
sema3d,XM_015964629.1,XP_015820115.1,SEMA3D,Sema3d,SEMA3D,Sema3d,sema3d,sema3d,,sema3d,Sema3d,sema3d,smp-1,Sema-2a,sema3d
sppl2b,XM_015956338.1,XP_015811824.1,SPPL2B,Sppl2b,SPPL2B,Sppl2b,sppl2,sppl2,,sppl2,Sppl2b,sppl2,imp-1,SppL,sppl2b
LOC107384430,XM_015957710.1,XP_015813196.1,MDGA2,Mamdc2,ENSGALG00000026232,Mdga2,malrd1,wu:fb63a08,MDGA1,wu:fb63a08,Mdga2,wu:fb63a08,,Alk,mdga2 (1 of 4)
LOC107379411,XM_015950145.1,XP_015805631.1,MDGA2,Mdga2,MDGA2,Mdga2,ENSLOCG00000008542,nitr1f,nitr12_1_many,nitr9_1_many,Mdga2,nitr12,,,mdga2 (2 of 4)
mdga2,XM_015948098.1,XP_015803584.1,MDGA2,Mdga2,MDGA2,Mdga2,mamdc1,mamdc1,,MDGA2,Mdga2,MDGA2_1_many,him-4,Dscam1,mdga2 (3 of 4)
LOC107391906,XM_015969413.1,XP_015824899.1,MDGA2,Mdga2,MDGA2,Mdga2,mamdc1,mamdc1,,MDGA2,Mdga2,mamdc1,him-4,Dscam1,mdga2 (4 of 4)
LOC107388801,XM_015964509.1,XP_015819995.1,RASEF,Rasef,RASEF,Rasef,zgc:162879,zgc:162879,zgc:162879,zgc:162879,Rasef,zgc:162879,rsef-1,Rab1,rasef (1 of 2)
rasef,XM_015972777.1,XP_015828263.1,RASEF,Rasef,RASEF,Rasef,rasef,rasef,rasef,rasef,Rasef,rasef,rsef-1,Rab8,rasef (2 of 2)
LOC107386528,XM_015960976.1,XP_015816462.1,ZNF185,Zfp185,ZNF185,Zfp185,znf185,znf185,znf185,znf185,Zfp185,znf185,,,znf185 (1 of 2)
LOC107394937,XM_015974277.1,XP_015829763.1,ZNF185,Zfp185,ZNF185,Zfp185,znf185,znf185,,znf185,Zfp185,znf185,,,znf185 (2 of 2)
LOC107395400,XM_015974775.1,XP_015830261.1,RASD1,Rasd1,RASD1,Rasd2,si:dkey-27j5.5,si:dkey-27j5.5,zgc:114118,zgc:114118,Rasd2,zgc:114118,ssr-2,CG8641,rasd1 (1 of 3)
rasd1,XM_015963712.1,XP_015819198.1,RASD1,Rasd1,RASD1,Rasd1,rasd1,rasd1,RASD1_1_many,rasd1,Rasd1,rasd1,ssr-2,CG8641,rasd1 (2 of 3)
LOC107376460,XM_015945561.1,XP_015801047.1,RASD1,Rasd1,RASD1,Rasd1,rasd1,rasd1,,RASD1_1_many,Rasd1,RASD1_1_many,ssr-2,CG8641,rasd1 (3 of 3)
LOC107377168,XM_015946611.1,XP_015802097.1,TSC22D3,Tsc22d3,TSC22D3,Tsc22d3,si:ch211-220e11.3,TSC22D3,si:ch211-220e11.3,si:ch211-220e11.3,Tsc22d3,si:ch211-220e11.3,T18D3.7,bun,tsc22d3 (1 of 2)
LOC107372395,XM_015940621.1,XP_015796107.1,TSC22D3,Tsc22d3,TSC22D3,Tsc22d3,ENSLOCG00000013526,zgc:153012,,si:ch211-220e11.3,Tsc22d3,si:ch211-220e11.3,T18D3.7,bun,tsc22d3 (2 of 2)
LOC107377108,XM_015946533.1,XP_015802019.1,,,,,,,,,,,,,LOC107377108
LOC107391675,XM_015969084.1,XP_015824570.1,OSR1,Osr1,OSR1,Osr1,osr1_1_many,osr1,,osr1,Osr1,osr1,odd-2,sob,osr1
lhfp,XM_015951328.1,XP_015806814.1,LHFP,Lhfp,LHFP,Lhfp,lhfp,lhfp,,lhfp,Lhfp,lhfp,F26D10.11,Tmhs,lhfp
LOC107395320,XM_015974673.1,XP_015830159.1,,,,,,,,ENSGACG00000008059,,ENSTRUG00000008759,Y20F4.8,,LOC107395320
LOC107379802,XM_015950721.1,XP_015806207.1,EML2,Eml2,EML1,Eml1,eml2,eml2,eml2,eml2,Eml1,eml2,,,eml2
gas2,XM_015964264.1,XP_015819750.1,GAS2,Gas2,GAS2,Gas2,GAS2,GAS2_1_many,GAS2_1_many,GAS2_1_many,Gas2,GAS2_1_many,D2096.11,pigs,gas2 (1 of 3)
LOC107381464,XM_015953157.1,XP_015808643.1,GAS2,Gas2,GAS2,Gas2,gas2l3,GAS2_1_many,,GAS2_1_many,Gas2,GAS2_1_many,D2096.11,pigs,gas2 (2 of 3)
LOC107381465,XM_015953158.1,XP_015808644.1,GAS2,Gas2,GAS2,Gas2,GAS2,GAS2_1_many,,GAS2_1_many,Gas2,GAS2_1_many,cpn-3,pigs,gas2 (3 of 3)
LOC107376498,XM_015945620.1,XP_015801106.1,PCDHA8,Pcdha12,ENSGALG00000026939,Pcdha13,pcdh2aa1,pcdh2aa15,pcdh2aa15,ENSGACG00000017917,Pcdha13,si:ch73-379j16.2_1_many,fmi-1,ds,pcdha8 (1 of 6)
LOC107395891,XM_015975366.1,XP_015830852.1,PCDHA8,Pcdha6,ENSGALG00000026939,LOC102553180,ENSLOCG00000011258,pcdh2ab5,pcdh2ab1,si:ch73-233f7.1,LOC102553180,pcdh2ab1,fmi-1,ds,pcdha8 (2 of 6)
LOC107376350,XM_015945406.1,XP_015800892.1,PCDHA8,Pcdha6,ENSGALG00000026939,Pcdha13,pcdh2aa1,pcdh2aa15,pcdh2aa15,si:ch73-233f7.1,Pcdha13,si:ch73-379j16.2_1_many,cdh-1,ds,pcdha8 (3 of 6)
LOC107376477,XM_015945581.1,XP_015801067.1,PCDHA8,Pcdha6,ENSGALG00000026939,ENSRNOG00000047174,pcdh2aa1,si:ch73-379j16.2,,si:ch73-233f7.1,ENSRNOG00000047174,si:ch73-379j16.2_1_many,fmi-1,ds,pcdha8 (4 of 6)
LOC107373856,XM_015941995.1,XP_015797481.1,PCDHA8,Pcdha9,ENSGALG00000026939,ENSRNOG00000047174,ENSLOCG00000011258,pcdh2ab5,,si:ch73-233f7.1,ENSRNOG00000047174,pcdh2ab1,fmi-1,ds,pcdha8 (5 of 6)
LOC107395886,XM_015975363.1,XP_015830849.1,PCDHA8,Pcdha6,ENSGALG00000026939,ENSRNOG00000047174,ENSLOCG00000011258,pcdh2ab5,,si:ch73-233f7.1,ENSRNOG00000047174,pcdh2ab1,fmi-1,ft,pcdha8 (6 of 6)
LOC107395770,XM_015975223.1,XP_015830709.1,GJB1,Gjb1,GJB1,Gjb1,cx27.5,cx31.7,cx31.7,cx31.7,Gjb1,ENSTRUG00000007540,,,gjb1 (1 of 2)
LOC107386569,XM_015961044.1,XP_015816530.1,GJB1,Gjb1,GJB1,Gjb1,cx27.5,cx27.5,cx27.5,cx27.5,Gjb1,cx27.5,,,gjb1 (2 of 2)
adck5,XM_015940665.1,XP_015796151.1,ADCK5,Adck5,ADCK1,Adck5,adck5,adck5,adck5,adck5,Adck5,adck5,D2023.6,CG7616,adck5
appl1,XM_015958690.1,XP_015814176.1,APPL1,Appl1,APPL1,Appl1,appl1,appl1,,appl1,Appl1,appl1,T04C9.1,CenB1A,appl1
LOC107396852,XM_015976703.1,XP_015832189.1,EFNA5,Efna5,EFNA5,Efna5,efna5a,efna5b,efna5b,efna5b,Efna5,efna5b,vab-2,Ephrin,efna5 (1 of 5)
efna5,XM_015972881.1,XP_015828367.1,EFNA5,Efna5,EFNA5,Efna5,efna5a,efna5b,efna5b,efna5b,Efna5,efna5b,vab-2,Ephrin,efna5 (2 of 5)
LOC107379611,XM_015950435.1,XP_015805921.1,EFNA5,Efna4,EFNA5,Efna4,efna5a,EFNA4,si:dkey-246i14.3,si:dkey-246i14.3,Efna4,si:dkey-246i14.3,vab-2,Ephrin,efna5 (3 of 5)
LOC107396999,XM_015976852.1,XP_015832338.1,EFNA5,Efna5,EFNA5,Efna5,efna5a,efna5a,,efna5a,Efna5,efna5a,vab-2,Ephrin,efna5 (4 of 5)
LOC107374959,XM_015943264.1,XP_015798750.1,EFNA5,Efna5,EFNA5,Efna5,efna5a,efna5a,,efna5a,Efna5,efna5a,vab-2,Ephrin,efna5 (5 of 5)
vrk1,XM_015941761.1,XP_015797247.1,VRK1,Vrk1,VRK1,Vrk1,vrk1,vrk1,,vrk1,Vrk1,vrk1,vrk-1,ball,vrk1
myo1b,XM_015966767.1,XP_015822253.1,MYO1B,Myo1b,MYO1B,Myo1b,myo1b,myo1b,myo1b,myo1b,Myo1b,myo1b,hum-5,Myo61F,myo1b
ufsp1,XM_015946256.1,XP_015801742.1,UFSP2,Ufsp1,UFSP2,Ufsp1,ufsp1,ufsp1,ufsp2,ufsp1,Ufsp1,ufsp1,odr-8,CG30157,ufsp2 (1 of 2)
ufsp2,XM_015943768.1,XP_015799254.1,UFSP2,Ufsp2,UFSP2,Ufsp2,ufsp2,ufsp2,ufsp2,ufsp2,Ufsp2,ufsp2,odr-8,CG16979,ufsp2 (2 of 2)
wbscr17,XM_015950723.1,XP_015806209.1,WBSCR17,Wbscr17,WBSCR17,Galnt9,wbscr17,wbscr17,wbscr17,galnt9,Galnt9,wbscr17,gly-3,pgant5,wbscr17
LOC107395788,XM_015975238.1,XP_015830724.1,,,,,,il11b,,ENSGACG00000009354,,ENSTRUG00000007988,,,LOC107395788
ywhaq,XM_015970000.1,XP_015825486.1,YWHAB,Ywhaz,YWHAZ,Ywhaz,ywhaqb,ywhaqb,ywhaqb,ywhaqb,Ywhaz,ywhaba,ftt-2,14-3-3zeta,ywhab (1 of 5)
LOC107384913,XM_015958430.1,XP_015813916.1,YWHAB,Ywhab,YWHAB,Ywhab,YWHAB,ywhaba,YWHAB_1_many,YWHAB_1_many,Ywhab,ywhaba,ftt-2,14-3-3zeta,ywhab (2 of 5)
LOC107378872,XM_015949337.1,XP_015804823.1,YWHAB,Ywhaz,YWHAZ,Ywhaz,YWHAB,ywhabl,ywhabl,YWHAB_1_many,Ywhaz,ywhaba,ftt-2,14-3-3zeta,ywhab (3 of 5)
LOC107394684,XM_015973737.1,XP_015829223.1,YWHAB,Ywhab,YWHAB,Ywhab,YWHAB,ywhabl,SFN,SFN,Ywhab,ywhaba,ftt-2,14-3-3zeta,ywhab (4 of 5)
LOC107391080,XM_015968131.1,XP_015823617.1,YWHAB,Ywhab,YWHAB,Ywhab,YWHAB,ywhaba,,ywhabb,Ywhab,ywhaba,ftt-2,14-3-3zeta,ywhab (5 of 5)
pole4,XM_015941672.1,XP_015797158.1,POLE4,Pole4,CHRAC1,Pole4,pole4,pole4,,pole4,Pole4,pole4,Y53F4B.3,Mes4,pole4
LOC107396763,XM_015976604.1,XP_015832090.1,SNX18,Snx18,SNX18,Snx18,snx18a,snx18b,snx18b,snx18b,Snx18,snx18b,lst-4,SH3PX1,snx18 (1 of 2)
snx18,XM_015973176.1,XP_015828662.1,SNX18,Snx18,SNX18,Snx18,snx18a,snx18a,,snx18a,Snx18,snx18a,lst-4,SH3PX1,snx18 (2 of 2)
LOC107392891,XM_015970958.1,XP_015826444.1,ANOS1,Wfdc17,KAL1,Wfdc17,anos1b,anos1b,kal1.2,anos1b,Wfdc17,anos1b,kal-1,Kal1,anos1 (1 of 2)
anos1,XM_015966351.1,XP_015821837.1,ANOS1,Wfdc18,KAL1,Wfdc17,anos1a,anos1a,,ANOS1,Wfdc17,ANOS1_1_many,kal-1,Kal1,anos1 (2 of 2)
LOC107388426,XM_015963955.1,XP_015819441.1,,,,,,,,ENSGACG00000001537,,ENSTRUG00000002653,,,LOC107388426
LOC107381802,XM_015953688.1,XP_015809174.1,,,,,,cd44a,,ENSGACG00000017123,,,,,LOC107381802
LOC107372543,XM_015940767.1,XP_015796253.1,CD274,Cd274,CD274,Cd274,si:ch211-241b2.5,PDCD1LG2,,si:ch211-241b2.5,Cd274,si:ch211-241b2.5,,Dscam4,cd274
kcns2,XM_015949319.1,XP_015804805.1,KCNS2,Kcns2,KCNS2,Kcns2,KCNS2,KCNS1,KCNS2,KCNS2,Kcns2,KCNS2,exp-2,Shab,kcns2
ube2f,XM_015965524.1,XP_015821010.1,UBE2F,Ube2f,UBE2F,Ube2f,ube2f,ube2f,,ube2f,Ube2f,ube2f,ubc-12,UbcE2M,ube2f
usb1,XM_015965222.1,XP_015820708.1,USB1,Usb1,USB1,Usb1,usb1,usb1,,usb1,Usb1,usb1,,CG16790,usb1
cep131,XM_015962125.1,XP_015817611.1,CEP131,Cep131,CEP131,Cep131,cep131,cep131,,,Cep131,cep131,,dila,cep131
erich1,XM_015970342.1,XP_015825828.1,ERICH1,Erich1,ERICH1,Erich1,ENSLOCG00000017225,zgc:193593,,ENSGACG00000006778,Erich1,,,,erich1
LOC107382774,XM_015955064.1,XP_015810550.1,COA6,Coa6,,Coa6,coa6,coa6,,coa6,Coa6,coa6,,CG42376,coa6
LOC107387709,XM_015962827.1,XP_015818313.1,QKI,Qk,QKI,Qk,qkib,qkib,qkia,qki2,Qk,qki2,asd-2,how,qki (1 of 2)
LOC107392205,XM_015969862.1,XP_015825348.1,QKI,Qk,QKI,Qk,qkia,qkia,qkia,qkia,Qk,qkia,asd-2,how,qki (2 of 2)
LOC107378650,XM_015948964.1,XP_015804450.1,ZIM3,Gm5141,ENSGALG00000029117,ENSRNOG00000059492,ENSLOCG00000017347,wu:fe05a04,,ZNF710_1_many,ENSRNOG00000059492,zgc:66448,Y55F3AM.14,CG5245,zim3
LOC107389858,XM_015966266.1,XP_015821752.1,GPR89A,Gpr89,GPR89B,Gpr89b,si:ch73-390b10.2,GPR89B,,si:ch73-390b10.2,Gpr89b,si:ch73-390b10.2,Y75B8A.16,GPHR,gpr89a
LOC107373367,XM_015941515.1,XP_015797001.1,RHOF,Rhof,RHOF,Rhof,rhof,rhof,rac2_1_many,rhof,Rhof,rhof,ced-10,Rho1,rhof
ube2b,XM_015961489.1,XP_015816975.1,UBE2B,Ube2b,UBE2A,Ube2b,UBE2B,ube2b,,zgc:55512,Ube2b,ube2b,ubc-1,Ubc6,ube2b
LOC107383351,XM_015955916.1,XP_015811402.1,WIPF3,Wipf3,WIPF3,Wipf3,sb:cb649,WIPF3,,sb:cb649,Wipf3,sb:cb649,,,wipf3
LOC107393603,XM_015972076.1,XP_015827562.1,NPY1R,Npy1r,NPY6R,Npy1r,npy8br,npy8br,npy8br,npy8br,Npy1r,npy8br,npr-2,sNPF-R,npy1r (1 of 4)
LOC107395873,XM_015975347.1,XP_015830833.1,NPY1R,Npy1r,PPYR1,Npy1r,npy4r,npy4r,npy4r,npy8br,Npy1r,npy4r,tkr-3,sNPF-R,npy1r (2 of 4)
LOC107373931,XM_015942078.1,XP_015797564.1,NPY1R,Npy1r,NPY1R,Npy1r,ora5,ora5,ora5,npy8br,Npy1r,npy8br,ser-7,5-HT2A,npy1r (3 of 4)
LOC107396566,XM_015976327.1,XP_015831813.1,NPY1R,Npy1r,PPYR1,Npy1r,npy8br,npy8ar,,npy8br,Npy1r,npy8ar,npr-6,sNPF-R,npy1r (4 of 4)
rbm46,XM_015976581.1,XP_015832067.1,RBM46,Rbm46,RBM47,Rbm46,rbm46,rbm46,rbm46,rbm47,Rbm46,rbm46,hrp-2,Syp,rbm46
vma21,XM_015975220.1,XP_015830706.1,VMA21,Vma21,VMA21,LOC103689964,vma21,vma21,,vma21,LOC103689964,vma21,R07E5.7,CG5969,vma21
LOC107372330,XM_015940541.1,XP_015796027.1,PNLIPRP1,Pnliprp1,PNLIP,Pnliprp1,PNLIPRP2,lipg,,pla1a,Pnliprp1,pla1a,,CG5966,pnliprp1
csnk1d,XM_015968963.1,XP_015824449.1,CSNK1D,Csnk1d,CSNK1D,Csnk1d,csnk1db,csnk1db,csnk1db,CSNK1D_1_many,Csnk1d,csnk1e_1_many,kin-20,dco,csnk1d
psme4,XM_015944446.1,XP_015799932.1,PSME4,Psme4,PSME4,Psme4,psme4b,psme4a,,psme4a,Psme4,psme4a,C14C10.5,,psme4
LOC107387835,XM_015963044.1,XP_015818530.1,STAR,Star,STAR,Star,STAR_1_many,STAR_1_many,STAR_1_many,STAR_1_many,Star,STAR_1_many,strl-1,Start1,star (1 of 2)
star,XM_015963550.1,XP_015819036.1,STAR,Star,STAR,Star,star,star,star,star,Star,star,strl-1,Start1,star (2 of 2)
nisch,XM_015958261.1,XP_015813747.1,NISCH,Nisch,NISCH,Nisch,nisch,nisch,nisch,nisch,Nisch,nisch,F13E9.1,CG11807,nisch
nin,XM_015969165.1,XP_015824651.1,NIN,Nin,NIN,Nin,nin,nin,,nin,Nin,nin,,Bsg25D,nin
efnb1,XM_015945205.1,XP_015800691.1,EFNB1,Efnb1,EFNB1,Efnb1,efnb1,efnb1,,efnb1,Efnb1,efnb1,efn-2,Ephrin,efnb1
clspn,XM_015974983.1,XP_015830469.1,CLSPN,Clspn,CLSPN,Clspn,CLSPN,,,CLSPN,Clspn,CLSPN,F25H5.5,Claspin,clspn
LOC107384710,XM_015958086.1,XP_015813572.1,EIF4A1,Eif4a1,EIF4A2,Eif4a1,eif4a1a,eif4a1b,,eif4a1a,Eif4a1,eif4a2,inf-1,eIF-4a,eif4a1
tmeff2,XM_015965494.1,XP_015820980.1,TMEFF2,Tmeff2,TMEFF2,Tmeff2,tmeff2a,tmeff2a,,tmeff2a,Tmeff2,tmeff2a,agr-1,CG32354,tmeff2
mphosph10,XM_015953343.1,XP_015808829.1,MPHOSPH10,Mphosph10,MPHOSPH10,Mphosph10,mphosph10,mphosph10,mphosph10,mphosph10,Mphosph10,mphosph10,Y75B8A.7,CG13097,mphosph10
LOC107372843,XM_015941050.1,XP_015796536.1,INADL,Inadl,INADL,Inadl,inadl,inadl,inadl,MPDZ,Inadl,inadl,mpz-1,dlg1,inadl (1 of 3)
patj,XM_015975407.1,XP_015830893.1,INADL,Inadl,INADL,Inadl,MPDZ,inadl,inadl,MPDZ,Inadl,MPDZ,mpz-1,Patj,inadl (2 of 3)
LOC107372465,XM_015940704.1,XP_015796190.1,INADL,Inadl,INADL,Inadl,inadl,inadl,inadl,MPDZ,Inadl,MPDZ,mpz-1,Patj,inadl (3 of 3)
LOC107382234,XM_015954294.1,XP_015809780.1,HMGXB4,Hmgxb4,HMGXB4,Hmgxb4,,hmgxb4a,,hmgxb4a,Hmgxb4,,,CG4617,hmgxb4 (1 of 2)
hmgxb4,XM_015945231.1,XP_015800717.1,HMGXB4,Hmgxb4,HMGXB4,Hmgxb4,hmgb2a,hmgxb4a,,hmgxb4a,Hmgxb4,hmgxb4a,hmg-6,CG4617,hmgxb4 (2 of 2)
polr1a,XM_015941992.1,XP_015797478.1,POLR1A,Polr1a,POLR1A,Polr1a,polr1a,polr1a,polr1a,polr1a,Polr1a,polr1a,rpoa-1,RpI1,polr1a (1 of 2)
LOC107391142,XM_015968292.1,XP_015823778.1,POLR1A,Polr1a,POLR1A,Polr1a,polr1a,polr1a,,polr1a,Polr1a,polr1a,rpoa-1,RpI1,polr1a (2 of 2)
utp15,XM_015973157.1,XP_015828643.1,UTP15,Utp15,UTP15,Utp15,utp15,utp15,utp15,utp15,Utp15,wdr5,Y23H5B.5,CG3071,utp15
LOC107396785,XM_015976627.1,XP_015832113.1,PFN2,Pfn2,PFN2,LOC100909840,pfn2l,pfn2l,PFN2_1_many,PFN2_1_many,LOC100909840,PFN2_1_many,,,pfn2 (1 of 4)
LOC107392739,XM_015970691.1,XP_015826177.1,PFN2,Pfn2,PFN2,LOC100909840,pfn2l,pfn2l,PFN2_1_many,pfn2l,LOC100909840,pfn2l,,,pfn2 (2 of 4)
LOC107373955,XM_015942098.1,XP_015797584.1,PFN2,Pfn2,PFN2,Pfn1,pfn2l,pfn1,,pfn2l,Pfn1,pfn2l,,chic,pfn2 (3 of 4)
LOC107373929,XM_015942074.1,XP_015797560.1,PFN2,Pfn1,PFN3,LOC100909840,pfn2l,pfn1,,pfn2l,LOC100909840,pfn2l,,chic,pfn2 (4 of 4)
rai14,XM_015940906.1,XP_015796392.1,RAI14,Rai14,RAI14,Rai14,rai14,rai14,rai14,rai14,Rai14,rai14,unc-44,CG10011,rai14
ehmt2,XM_015973468.1,XP_015828954.1,EHMT2,Ehmt2,EHMT1,Ehmt2,ehmt1b,EHMT2,,EHMT2,Ehmt2,EHMT2,set-11,G9a,ehmt2
LOC107384102,XM_015957162.1,XP_015812648.1,SPIN1,Spin1,SPINZ,LOC100363675,ENSLOCG00000005412,CABZ01112877.1,ENSORLG00000004527,ENSGACG00000015231,LOC100363675,ENSTRUG00000009373,,,spin1 (1 of 4)
LOC107393310,XM_015971586.1,XP_015827072.1,SPIN1,Spin1,SPINZ,LOC100363675,ENSLOCG00000005412,CABZ01112877.1,ENSORLG00000004527,ENSGACG00000012902,LOC100363675,ENSTRUG00000017988,,,spin1 (2 of 4)
LOC107386144,XM_015960348.1,XP_015815834.1,SPIN1,Spin1,SPINZ,LOC100363675,SPIN2B,CU856539.3,spina,ENSGACG00000018280,LOC100363675,ENSTRUG00000011666,,,spin1 (3 of 4)
LOC107375062,XM_015943406.1,XP_015798892.1,SPIN1,Spin1,SPINZ,LOC100363675,SPIN2B,CU856539.3,,ENSGACG00000018280,LOC100363675,ENSTRUG00000002347,,,spin1 (4 of 4)
lrrc61,XM_015964437.1,XP_015819923.1,LRRC61,Lrrc61,LRRCC1,Lrrc61,si:dkey-200j6.2,LRRC61,si:dkey-200j6.2,si:dkey-200j6.2,Lrrc61,si:dkey-200j6.2,F09G8.5,CG14995,lrrc61
LOC107397174,XM_015977093.1,XP_015832579.1,ARPP19,Arpp19,ARPP19,LOC100360828,ensaa,arpp19b,arpp19b,arpp19a,LOC100360828,arpp19a,ensa-1,endos,arpp19 (1 of 2)
arpp19,XM_015964235.1,XP_015819721.1,ARPP19,Arpp19,ARPP19,LOC100360828,ensaa,arpp19b,,arpp19a,LOC100360828,arpp19a,,endos,arpp19 (2 of 2)
zc4h2,XM_015961878.1,XP_015817364.1,ZC4H2,Zc4h2,ZC4H2,Zc4h2,zc4h2,zc4h2,zc4h2,zc4h2,Zc4h2,zc4h2,ZK930.2,CG13001,zc4h2
mon2,XM_015976004.1,XP_015831490.1,MON2,Mon2,MON2,Mon2,mon2,mon2,,mon2,Mon2,mon2,mon-2,mon2,mon2
LOC107382192,XM_015954232.1,XP_015809718.1,FIP1L1,Fip1l1,FIP1L1,Fip1l1,fip1l1b,fip1l1b,fip1l1b,fip1l1b,Fip1l1,fip1l1b,,Fip1,fip1l1 (1 of 2)
fip1l1,XM_015971686.1,XP_015827172.1,FIP1L1,Fip1l1,FIP1L1,Fip1l1,ENSLOCG00000015223,fip1l1a,fip1l1b,fip1l1b,Fip1l1,fip1l1b,fipp-1,Fip1,fip1l1 (2 of 2)
LOC107387655,XM_015962751.1,XP_015818237.1,DYDC1,Dydc1,DYDC1,Dydc1,DYDC2,DYDC2,,,Dydc1,,,,dydc1
LOC107386526,XM_015960968.1,XP_015816454.1,CCHCR1,Cchcr1,,Cchcr1,,CCHCR1_1_many,,si:dkeyp-20g2.1,Cchcr1,si:dkeyp-20g2.3,,,cchcr1
gda,XM_015972380.1,XP_015827866.1,GDA,Gda,GDA,Gda,gda,gda,gda,gda,Gda,gda,cpin-1,DhpD,gda
LOC107375922,XM_015944749.1,XP_015800235.1,RGR,Rgr,RGR,Rgr,rgra,rgra,,rgra,Rgr,rgra,npr-11,Rh2,rgr (1 of 2)
rgr,XM_015963003.1,XP_015818489.1,RGR,Rgr,RGR,Rgr,rgra,RGR_1_many,,RGR_1_many,Rgr,RGR_1_many,npr-11,Rh2,rgr (2 of 2)
uba1,XM_015967990.1,XP_015823476.1,UBA1,Uba1,UBA7,Uba1,uba1,uba1,uba1,uba1,Uba1,uba1,uba-1,Uba1,uba1 (1 of 2)
LOC107385199,XM_015958921.1,XP_015814407.1,UBA1,Uba1,UBA7,Uba1,uba7,uba7,uba7,uba7,Uba1,uba7,uba-1,Uba1,uba1 (2 of 2)
LOC107388275,XM_015963724.1,XP_015819210.1,ASB12,Asb12,ASB12,Asb12,asb12b,asb12a,asb12b,asb12a,Asb12,asb12a,unc-44,mask,asb12 (1 of 2)
LOC107385579,XM_015959952.1,XP_015815438.1,ASB12,Asb12,ASB12,Asb12,mtmr8,asb12b,asb12b,asb12b,Asb12,asb12b,unc-44,mask,asb12 (2 of 2)
acod1,XM_015966034.1,XP_015821520.1,IRG1,Irg1,IRG1,Irg1,irg1,irg1,,irg1,Irg1,irg1,,,irg1
LOC107393190,XM_015971398.1,XP_015826884.1,TLE1,Tle4,TLE1,Tle1,tle2,tle2,tle2,tle2,Tle1,tle2,unc-37,gro,tle1 (1 of 2)
tle1,XM_015972779.1,XP_015828265.1,TLE1,Tle1,TLE1,Tle1,TLE1,tle3b,,ENSGACG00000007510,Tle1,ENSTRUG00000011681,unc-37,gro,tle1 (2 of 2)
LOC107386890,XM_015961553.1,XP_015817039.1,CCDC92,Ccdc92,ENSGALG00000028283,Ccdc92,si:dkey-54n8.4,si:ch211-274p24.4,si:dkey-54n8.4,si:ch211-274p24.4,Ccdc92,ccdc92,,,ccdc92 (1 of 3)
ccdc92,XM_015972090.1,XP_015827576.1,CCDC92,Ccdc92,CCDC92,Ccdc92,ccdc92,ccdc92,ccdc92,ccdc92,Ccdc92,ccdc92,K01A2.10,,ccdc92 (2 of 3)
